"layer_id","module","module_size","Total_sp","Prop_sp","layer_name"
6,18,1,67,0.0149253731343284,"Gomera"
6,19,2,67,0.0298507462686567,"Gomera"
6,20,1,67,0.0149253731343284,"Gomera"
6,22,2,67,0.0298507462686567,"Gomera"
6,23,1,67,0.0149253731343284,"Gomera"
6,24,1,67,0.0149253731343284,"Gomera"
6,25,1,67,0.0149253731343284,"Gomera"
6,27,2,67,0.0298507462686567,"Gomera"
6,28,1,67,0.0149253731343284,"Gomera"
6,33,1,67,0.0149253731343284,"Gomera"
6,37,1,67,0.0149253731343284,"Gomera"
6,39,1,67,0.0149253731343284,"Gomera"
6,40,1,67,0.0149253731343284,"Gomera"
6,41,1,67,0.0149253731343284,"Gomera"
6,42,1,67,0.0149253731343284,"Gomera"
6,43,1,67,0.0149253731343284,"Gomera"
6,45,1,67,0.0149253731343284,"Gomera"
6,46,1,67,0.0149253731343284,"Gomera"
6,48,1,67,0.0149253731343284,"Gomera"
6,49,1,67,0.0149253731343284,"Gomera"
6,53,1,67,0.0149253731343284,"Gomera"
6,56,1,67,0.0149253731343284,"Gomera"
6,57,1,67,0.0149253731343284,"Gomera"
6,63,1,67,0.0149253731343284,"Gomera"
6,66,1,67,0.0149253731343284,"Gomera"
6,68,1,67,0.0149253731343284,"Gomera"
6,71,1,67,0.0149253731343284,"Gomera"
6,74,1,67,0.0149253731343284,"Gomera"
6,78,1,67,0.0149253731343284,"Gomera"
6,81,1,67,0.0149253731343284,"Gomera"
6,83,1,67,0.0149253731343284,"Gomera"
6,88,1,67,0.0149253731343284,"Gomera"
7,1,5,65,0.0769230769230769,"Hierro"
7,2,1,65,0.0153846153846154,"Hierro"
7,4,1,65,0.0153846153846154,"Hierro"
7,6,9,65,0.138461538461538,"Hierro"
7,7,1,65,0.0153846153846154,"Hierro"
7,8,1,65,0.0153846153846154,"Hierro"
7,9,3,65,0.0461538461538462,"Hierro"
7,11,3,65,0.0461538461538462,"Hierro"
7,12,1,65,0.0153846153846154,"Hierro"
7,13,1,65,0.0153846153846154,"Hierro"
7,15,1,65,0.0153846153846154,"Hierro"
7,16,1,65,0.0153846153846154,"Hierro"
7,19,2,65,0.0307692307692308,"Hierro"
7,23,4,65,0.0615384615384615,"Hierro"
7,24,1,65,0.0153846153846154,"Hierro"
7,26,1,65,0.0153846153846154,"Hierro"
7,27,3,65,0.0461538461538462,"Hierro"
7,31,1,65,0.0153846153846154,"Hierro"
7,32,4,65,0.0615384615384615,"Hierro"
7,34,3,65,0.0461538461538462,"Hierro"
7,40,1,65,0.0153846153846154,"Hierro"
7,41,1,65,0.0153846153846154,"Hierro"
7,42,1,65,0.0153846153846154,"Hierro"
7,43,1,65,0.0153846153846154,"Hierro"
7,46,1,65,0.0153846153846154,"Hierro"
7,48,1,65,0.0153846153846154,"Hierro"
7,51,1,65,0.0153846153846154,"Hierro"
7,53,1,65,0.0153846153846154,"Hierro"
7,54,1,65,0.0153846153846154,"Hierro"
7,56,1,65,0.0153846153846154,"Hierro"
7,59,1,65,0.0153846153846154,"Hierro"
7,60,1,65,0.0153846153846154,"Hierro"
7,65,1,65,0.0153846153846154,"Hierro"
7,68,1,65,0.0153846153846154,"Hierro"
7,74,1,65,0.0153846153846154,"Hierro"
7,80,1,65,0.0153846153846154,"Hierro"
7,81,1,65,0.0153846153846154,"Hierro"
7,82,1,65,0.0153846153846154,"Hierro"
