"layer_from","layer_to","ave","ave_dist","trial","ave_dist_in_km"
3,7,0.105263157894737,274346.546,"0.4",274.346546
4,5,0.5,57464.1820425,"0.4",57.4641820425
4,6,0.125,92999.56344,"0.4",92.99956344
4,7,0.0952380952380952,172763.448,"0.4",172.763448
5,6,0.130434782608696,52751.492455,"0.4",52.751492455
5,7,0.157894736842105,129414.4136,"0.4",129.4144136
6,7,0.375,80112.73198,"0.4",80.11273198
1,2,0.384615384615385,305248.84735,"0.5",305.24884735
1,3,0.0952380952380952,244280.590775,"0.5",244.280590775
1,4,0,339381.7762,"0.5",339.3817762
1,5,0,389094.179225,"0.5",389.094179225
1,6,0,390008.86975,"0.5",390.00886975
1,7,0,437371.016375,"0.5",437.371016375
2,3,0.117647058823529,190474.59875,"0.5",190.47459875
2,4,0,284225.3518,"0.5",284.2253518
2,5,0,337055.48055,"0.5",337.05548055
2,6,0,376892.630125,"0.5",376.892630125
2,7,0,455676.643375,"0.5",455.676643375
3,4,0.238095238095238,116460.649125,"0.5",116.460649125
3,5,0.238095238095238,173858.830325,"0.5",173.858830325
3,6,0.136363636363636,200274.260075,"0.5",200.274260075
3,7,0.1,274346.546,"0.5",274.346546
4,5,0.473684210526316,57464.1820425,"0.5",57.4641820425
4,6,0.35,92999.56344,"0.5",92.99956344
4,7,0.142857142857143,172763.448,"0.5",172.763448
5,6,0.421052631578947,52751.492455,"0.5",52.751492455
5,7,0.263157894736842,129414.4136,"0.5",129.4144136
6,7,0.352941176470588,80112.73198,"0.5",80.11273198
1,2,0.384615384615385,305248.84735,"0.6",305.24884735
1,3,0.0952380952380952,244280.590775,"0.6",244.280590775
1,4,0,339381.7762,"0.6",339.3817762
1,5,0,389094.179225,"0.6",389.094179225
1,6,0,390008.86975,"0.6",390.00886975
1,7,0,437371.016375,"0.6",437.371016375
2,3,0.117647058823529,190474.59875,"0.6",190.47459875
2,4,0,284225.3518,"0.6",284.2253518
2,5,0,337055.48055,"0.6",337.05548055
2,6,0,376892.630125,"0.6",376.892630125
2,7,0,455676.643375,"0.6",455.676643375
3,4,0.238095238095238,116460.649125,"0.6",116.460649125
3,5,0.217391304347826,173858.830325,"0.6",173.858830325
3,6,0.136363636363636,200274.260075,"0.6",200.274260075
3,7,0.105263157894737,274346.546,"0.6",274.346546
4,5,0.5,57464.1820425,"0.6",57.4641820425
4,6,0.35,92999.56344,"0.6",92.99956344
4,7,0.15,172763.448,"0.6",172.763448
5,6,0.526315789473684,52751.492455,"0.6",52.751492455
5,7,0.315789473684211,129414.4136,"0.6",129.4144136
6,7,0.375,80112.73198,"0.6",80.11273198
1,2,0.357142857142857,305248.84735,"0.7",305.24884735
1,3,0.0952380952380952,244280.590775,"0.7",244.280590775
1,4,0.0416666666666667,339381.7762,"0.7",339.3817762
1,5,0.0384615384615385,389094.179225,"0.7",389.094179225
1,6,0.0416666666666667,390008.86975,"0.7",390.00886975
1,7,0.0526315789473684,437371.016375,"0.7",437.371016375
2,3,0.176470588235294,190474.59875,"0.7",190.47459875
2,4,0.1,284225.3518,"0.7",284.2253518
2,5,0.0909090909090909,337055.48055,"0.7",337.05548055
2,6,0.1,376892.630125,"0.7",376.892630125
2,7,0.0625,455676.643375,"0.7",455.676643375
3,4,0.3,116460.649125,"0.7",116.460649125
3,5,0.272727272727273,173858.830325,"0.7",173.858830325
3,6,0.238095238095238,200274.260075,"0.7",200.274260075
3,7,0.166666666666667,274346.546,"0.7",274.346546
4,5,0.5,57464.1820425,"0.7",57.4641820425
4,6,0.4,92999.56344,"0.7",92.99956344
4,7,0.15,172763.448,"0.7",172.763448
5,6,0.578947368421053,52751.492455,"0.7",52.751492455
5,7,0.315789473684211,129414.4136,"0.7",129.4144136
6,7,0.352941176470588,80112.73198,"0.7",80.11273198
1,2,0.357142857142857,305248.84735,"0.8",305.24884735
1,3,0.0952380952380952,244280.590775,"0.8",244.280590775
1,4,0.0416666666666667,339381.7762,"0.8",339.3817762
1,5,0.0384615384615385,389094.179225,"0.8",389.094179225
1,6,0.0416666666666667,390008.86975,"0.8",390.00886975
1,7,0.0526315789473684,437371.016375,"0.8",437.371016375
2,3,0.176470588235294,190474.59875,"0.8",190.47459875
2,4,0.1,284225.3518,"0.8",284.2253518
2,5,0.0909090909090909,337055.48055,"0.8",337.05548055
2,6,0.1,376892.630125,"0.8",376.892630125
2,7,0.0625,455676.643375,"0.8",455.676643375
3,4,0.3,116460.649125,"0.8",116.460649125
3,5,0.272727272727273,173858.830325,"0.8",173.858830325
3,6,0.238095238095238,200274.260075,"0.8",200.274260075
3,7,0.166666666666667,274346.546,"0.8",274.346546
4,5,0.5,57464.1820425,"0.8",57.4641820425
4,6,0.4,92999.56344,"0.8",92.99956344
4,7,0.210526315789474,172763.448,"0.8",172.763448
5,6,0.578947368421053,52751.492455,"0.8",52.751492455
5,7,0.315789473684211,129414.4136,"0.8",129.4144136
6,7,0.4375,80112.73198,"0.8",80.11273198
1,2,0.428571428571429,305248.84735,"0.9",305.24884735
1,3,0.19047619047619,244280.590775,"0.9",244.280590775
1,4,0.0740740740740741,339381.7762,"0.9",339.3817762
1,5,0.0384615384615385,389094.179225,"0.9",389.094179225
1,6,0.04,390008.86975,"0.9",390.00886975
1,7,0.05,437371.016375,"0.9",437.371016375
2,3,0.3125,190474.59875,"0.9",190.47459875
2,4,0.136363636363636,284225.3518,"0.9",284.2253518
2,5,0.0952380952380952,337055.48055,"0.9",337.05548055
2,6,0.1,376892.630125,"0.9",376.892630125
2,7,0.0625,455676.643375,"0.9",455.676643375
3,4,0.304347826086957,116460.649125,"0.9",116.460649125
3,5,0.217391304347826,173858.830325,"0.9",173.858830325
3,6,0.173913043478261,200274.260075,"0.9",200.274260075
3,7,0.1,274346.546,"0.9",274.346546
4,5,0.523809523809524,57464.1820425,"0.9",57.4641820425
4,6,0.347826086956522,92999.56344,"0.9",92.99956344
4,7,0.181818181818182,172763.448,"0.9",172.763448
5,6,0.611111111111111,52751.492455,"0.9",52.751492455
5,7,0.333333333333333,129414.4136,"0.9",129.4144136
6,7,0.4375,80112.73198,"0.9",80.11273198
1,2,0.428571428571429,305248.84735,"1",305.24884735
1,3,0.19047619047619,244280.590775,"1",244.280590775
1,4,0.0740740740740741,339381.7762,"1",339.3817762
1,5,0.037037037037037,389094.179225,"1",389.094179225
1,6,0.04,390008.86975,"1",390.00886975
1,7,0.05,437371.016375,"1",437.371016375
2,3,0.3125,190474.59875,"1",190.47459875
2,4,0.136363636363636,284225.3518,"1",284.2253518
2,5,0.0909090909090909,337055.48055,"1",337.05548055
2,6,0.1,376892.630125,"1",376.892630125
2,7,0.0625,455676.643375,"1",455.676643375
3,4,0.25,116460.649125,"1",116.460649125
3,5,0.208333333333333,173858.830325,"1",173.858830325
3,6,0.173913043478261,200274.260075,"1",200.274260075
3,7,0.1,274346.546,"1",274.346546
4,5,0.571428571428571,57464.1820425,"1",57.4641820425
4,6,0.347826086956522,92999.56344,"1",92.99956344
4,7,0.181818181818182,172763.448,"1",172.763448
5,6,0.578947368421053,52751.492455,"1",52.751492455
5,7,0.315789473684211,129414.4136,"1",129.4144136
6,7,0.4375,80112.73198,"1",80.11273198
