"layer_from","layer_to","ave","sd","mean_distance","type","mean_dist_in_km"
5,6,0.181754781599441,0.0754096552257642,52751.492455,"null_pollinators",52.751492455
5,7,0.137845023833153,0.0717059911693958,129414.4136,"null_pollinators",129.4144136
6,7,0.162300174930624,0.0799924333132051,80112.73198,"null_pollinators",80.11273198
1,2,0.130097944281381,0.0307699264446915,305248.84735,"null_plants",305.24884735
1,3,0.0536533315197388,0.0273338460459297,244280.590775,"null_plants",244.280590775
1,4,0.0228651854311465,0.0308641430421985,339381.7762,"null_plants",339.3817762
1,5,0.0529669211062689,0.0200586625858132,389094.179225,"null_plants",389.094179225
1,6,0.0661572240427271,0.0266325960026394,390008.86975,"null_plants",390.00886975
1,7,0.0237619028073749,0.0346655485416039,437371.016375,"null_plants",437.371016375
2,3,0.348573880127254,0.0702134697904356,190474.59875,"null_plants",190.47459875
2,4,0.179216114469478,0.0532715924224071,284225.3518,"null_plants",284.2253518
2,5,0.156824405147299,0.0478081572257389,337055.48055,"null_plants",337.05548055
2,6,0.255324213375802,0.0699826868137779,376892.630125,"null_plants",376.892630125
2,7,0.151297958186464,0.0713107203901326,455676.643375,"null_plants",455.676643375
3,4,0.277993703943753,0.0655979001924189,116460.649125,"null_plants",116.460649125
3,5,0.225482404906357,0.0580603196383185,173858.830325,"null_plants",173.858830325
3,6,0.308075943105381,0.0668973352008589,200274.260075,"null_plants",200.274260075
3,7,0.258636103282309,0.0616824315067335,274346.546,"null_plants",274.346546
4,5,0.329902214321227,0.0602491262543649,57464.1820425,"null_plants",57.4641820425
4,6,0.227702310538855,0.0686884601403358,92999.56344,"null_plants",92.99956344
4,7,0.209753788411376,0.0558380560930944,172763.448,"null_plants",172.763448
5,6,0.238302942860174,0.0551200930308489,52751.492455,"null_plants",52.751492455
5,7,0.314377236105006,0.0607215148867166,129414.4136,"null_plants",129.4144136
6,7,0.354333650460792,0.0657939891949327,80112.73198,"null_plants",80.11273198
1,2,0.169725600837109,0.0800296425333656,305248.84735,"null_both",305.24884735
1,3,0.138821928417113,0.0724500369268144,244280.590775,"null_both",244.280590775
1,4,0.116748229867383,0.0679054100655573,339381.7762,"null_both",339.3817762
1,5,0.145105118232809,0.0726902341319272,389094.179225,"null_both",389.094179225
1,6,0.13337209416555,0.0732675357207312,390008.86975,"null_both",390.00886975
1,7,0.13170664554157,0.0757398787446587,437371.016375,"null_both",437.371016375
2,3,0.15111741577546,0.0807920568411627,190474.59875,"null_both",190.47459875
2,4,0.124953876898493,0.0714810465133094,284225.3518,"null_both",284.2253518
2,5,0.14690787062009,0.0714176644601143,337055.48055,"null_both",337.05548055
2,6,0.142310366318894,0.0735477653908617,376892.630125,"null_both",376.892630125
2,7,0.140022890199942,0.0834664813773881,455676.643375,"null_both",455.676643375
3,4,0.118678854409252,0.0724134588886562,116460.649125,"null_both",116.460649125
3,5,0.142088991237876,0.0741376699313706,173858.830325,"null_both",173.858830325
3,6,0.136727251444544,0.0777284859187651,200274.260075,"null_both",200.274260075
3,7,0.129442155504753,0.0810941266053147,274346.546,"null_both",274.346546
4,5,0.119596177854374,0.0688494040722385,57464.1820425,"null_both",57.4641820425
4,6,0.109237067815364,0.0708054404895469,92999.56344,"null_both",92.99956344
4,7,0.10988115287847,0.0782264342506108,172763.448,"null_both",172.763448
5,6,0.131787621605052,0.071851072550141,52751.492455,"null_both",52.751492455
5,7,0.124302708860926,0.0726533689566242,129414.4136,"null_both",129.4144136
6,7,0.129881145716057,0.0828257149327742,80112.73198,"null_both",80.11273198
