"layer_id","module","module_size","Total_sp","Prop_sp","layer_name"
4,15,1,83,0.0120481927710843,"TenerifeSouth"
4,19,2,83,0.0240963855421687,"TenerifeSouth"
4,21,4,83,0.0481927710843374,"TenerifeSouth"
4,26,5,83,0.0602409638554217,"TenerifeSouth"
4,29,1,83,0.0120481927710843,"TenerifeSouth"
4,32,3,83,0.036144578313253,"TenerifeSouth"
4,34,3,83,0.036144578313253,"TenerifeSouth"
4,36,1,83,0.0120481927710843,"TenerifeSouth"
4,37,1,83,0.0120481927710843,"TenerifeSouth"
4,39,1,83,0.0120481927710843,"TenerifeSouth"
5,1,10,77,0.12987012987013,"TenerifeTeno"
5,2,9,77,0.116883116883117,"TenerifeTeno"
5,3,2,77,0.025974025974026,"TenerifeTeno"
5,5,4,77,0.051948051948052,"TenerifeTeno"
5,6,2,77,0.025974025974026,"TenerifeTeno"
5,7,11,77,0.142857142857143,"TenerifeTeno"
5,8,6,77,0.0779220779220779,"TenerifeTeno"
5,9,1,77,0.012987012987013,"TenerifeTeno"
5,10,4,77,0.051948051948052,"TenerifeTeno"
5,11,1,77,0.012987012987013,"TenerifeTeno"
5,12,4,77,0.051948051948052,"TenerifeTeno"
5,13,2,77,0.025974025974026,"TenerifeTeno"
5,15,3,77,0.038961038961039,"TenerifeTeno"
5,17,2,77,0.025974025974026,"TenerifeTeno"
5,21,4,77,0.051948051948052,"TenerifeTeno"
5,22,1,77,0.012987012987013,"TenerifeTeno"
5,23,3,77,0.038961038961039,"TenerifeTeno"
5,27,1,77,0.012987012987013,"TenerifeTeno"
5,32,1,77,0.012987012987013,"TenerifeTeno"
5,37,1,77,0.012987012987013,"TenerifeTeno"
5,39,1,77,0.012987012987013,"TenerifeTeno"
5,40,1,77,0.012987012987013,"TenerifeTeno"
5,41,1,77,0.012987012987013,"TenerifeTeno"
5,42,2,77,0.025974025974026,"TenerifeTeno"
6,1,10,67,0.149253731343284,"Gomera"
6,2,9,67,0.134328358208955,"Gomera"
6,3,4,67,0.0597014925373134,"Gomera"
6,4,1,67,0.0149253731343284,"Gomera"
6,5,4,67,0.0597014925373134,"Gomera"
6,6,4,67,0.0597014925373134,"Gomera"
6,7,8,67,0.119402985074627,"Gomera"
6,8,3,67,0.0447761194029851,"Gomera"
6,10,4,67,0.0597014925373134,"Gomera"
6,11,1,67,0.0149253731343284,"Gomera"
6,13,1,67,0.0149253731343284,"Gomera"
6,15,6,67,0.0895522388059701,"Gomera"
6,17,3,67,0.0447761194029851,"Gomera"
6,19,2,67,0.0298507462686567,"Gomera"
6,22,1,67,0.0149253731343284,"Gomera"
6,26,1,67,0.0149253731343284,"Gomera"
6,27,1,67,0.0149253731343284,"Gomera"
6,31,1,67,0.0149253731343284,"Gomera"
6,32,1,67,0.0149253731343284,"Gomera"
6,35,1,67,0.0149253731343284,"Gomera"
6,36,1,67,0.0149253731343284,"Gomera"
7,1,6,64,0.09375,"Hierro"
7,2,7,64,0.109375,"Hierro"
7,6,22,64,0.34375,"Hierro"
7,10,7,64,0.109375,"Hierro"
7,13,1,64,0.015625,"Hierro"
7,15,1,64,0.015625,"Hierro"
7,17,5,64,0.078125,"Hierro"
7,20,7,64,0.109375,"Hierro"
7,22,1,64,0.015625,"Hierro"
7,23,3,64,0.046875,"Hierro"
7,27,1,64,0.015625,"Hierro"
7,29,1,64,0.015625,"Hierro"
7,40,1,64,0.015625,"Hierro"
7,41,1,64,0.015625,"Hierro"
