"node_id","module","layer_id","flow","type","species","relax_rate"
44,38,5,0.00119394,"pollinator","Amegilla_quadrifasciata",0.1
44,46,6,0.0018386,"pollinator","Amegilla_quadrifasciata",0.1
45,56,1,0.00202754,"pollinator","Amegilla_sp.",0.1
46,54,4,0.000902755,"pollinator","Ammophila_terminata",0.1
47,20,6,0.000996392,"pollinator","Anaspis_cf._canariensis",0.1
48,4,2,0.000962878,"pollinator","Anaspis_cf._eversi",0.1
49,5,1,0.00077692,"pollinator","Anaspis_cf._saharensis",0.1
50,4,2,0.000968237,"pollinator","Anaspis_proteus",0.1
50,19,3,0.00129861,"pollinator","Anaspis_proteus",0.1
50,26,4,0.00111494,"pollinator","Anaspis_proteus",0.1
50,36,5,0.00194488,"pollinator","Anaspis_proteus",0.1
51,57,1,0.000960863,"pollinator","Andrena_vachali",0.1
52,11,3,0.000999899,"pollinator","Andrena_vulcana",0.1
53,16,3,0.000932241,"pollinator","Andrena_wollastoni",0.1
54,9,1,0.000879725,"pollinator","Anthaxia_sp._1",0.1
55,40,2,0.00161331,"pollinator","Anthophora_alluaudi",0.1
55,31,3,0.00245175,"pollinator","Anthophora_alluaudi",0.1
55,49,4,0.00133132,"pollinator","Anthophora_alluaudi",0.1
55,38,5,0.00169899,"pollinator","Anthophora_alluaudi",0.1
55,35,6,0.0020813,"pollinator","Anthophora_alluaudi",0.1
55,37,7,0.00148583,"pollinator","Anthophora_alluaudi",0.1
56,31,3,0.000976176,"pollinator","Anthophora_orotavae",0.1
56,47,4,0.00108712,"pollinator","Anthophora_orotavae",0.1
56,38,5,0.00119394,"pollinator","Anthophora_orotavae",0.1
56,35,6,0.00123219,"pollinator","Anthophora_orotavae",0.1
57,48,1,0.00084317,"pollinator","Anthophora_sp._1",0.1
58,48,1,0.00084317,"pollinator","Anthophora_sp._aff._orotavae",0.1
59,3,2,0.000992629,"pollinator","Aphthona_wachnitzae",0.1
60,45,3,0.00107452,"pollinator","Apis_mellifera",0.1
60,8,4,0.00135993,"pollinator","Apis_mellifera",0.1
60,29,5,0.000996201,"pollinator","Apis_mellifera",0.1
60,17,6,0.0016433,"pollinator","Apis_mellifera",0.1
61,22,1,0.000896854,"pollinator","Aplocnemus_sp._2",0.1
62,10,4,0.00086449,"pollinator","Aprostocetus_occidentalis",0.1
62,43,6,0.0012166,"pollinator","Aprostocetus_occidentalis",0.1
63,9,1,0.000781978,"pollinator","Aprostocetus_sp._1",0.1
64,8,4,0.000925709,"pollinator","Aprostocetus_sp._2",0.1
65,5,1,0.000773255,"pollinator","Arachnospila_sp.",0.1
66,30,2,0.000965881,"pollinator","Araneae_sp._1",0.1
67,32,6,0.00100271,"pollinator","Araneidae_sp._1",0.1
68,15,6,0.00104128,"pollinator","Araneidae_sp._2",0.1
69,3,2,0.000949921,"pollinator","Asteia_caesia",0.1
70,34,3,0.000960667,"pollinator","Atherigona_varia",0.1
71,4,2,0.000952524,"pollinator","Attagenus_abbreviatus",0.1
72,22,1,0.00104527,"pollinator","Attagenus_sp._1",0.1
73,19,3,0.00102891,"pollinator","Attagenus_wollastoni",0.1
73,7,4,0.000937617,"pollinator","Attagenus_wollastoni",0.1
74,4,2,0.000952524,"pollinator","Attalus_chrysanthemi",0.1
75,1,7,0.00109567,"pollinator","Attalus_crispus",0.1
76,19,3,0.0015048,"pollinator","Attalus_obscurus",0.1
77,3,2,0.00140992,"pollinator","Attalus_olivensis",0.1
78,6,5,0.000972186,"pollinator","Attalus_pallipes",0.1
79,26,4,0.000901248,"pollinator","Attalus_ruficollis",0.1
80,14,6,0.00106759,"pollinator","Attalus_rugifrons",0.1
81,3,2,0.00111706,"pollinator","Aulacoderus_canariensis",0.1
81,12,5,0.000977033,"pollinator","Aulacoderus_canariensis",0.1
82,27,1,0.000842038,"pollinator","Axinotarsus_sp._1",0.1
83,6,5,0.00094378,"pollinator","Bassus_sp.",0.1
84,30,2,0.000987345,"pollinator","Blaesoxipha_sp._1",0.1
84,8,4,0.000925709,"pollinator","Blaesoxipha_sp._1",0.1
84,46,6,0.00154146,"pollinator","Blaesoxipha_sp._1",0.1
85,11,3,0.000920456,"pollinator","Bombylius_pintuarius",0.1
86,51,1,0.00109129,"pollinator","Bombylius_sp._1",0.1
87,26,4,0.000901248,"pollinator","Bracon_sp.",0.1
87,6,5,0.000932763,"pollinator","Bracon_sp.",0.1
88,14,6,0.00117896,"pollinator","Bruchidius_wollastoni",0.1
89,4,2,0.000983585,"pollinator","Campiglossa_martii",0.1
90,14,6,0.00105532,"pollinator","Campiglossa_reticulata",0.1
91,41,2,0.00208032,"pollinator","Camponotus_cfr._feae",0.1
92,40,2,0.000952342,"pollinator","Camponotus_feae",0.1
92,2,3,0.00368527,"pollinator","Camponotus_feae",0.1
92,2,4,0.00630894,"pollinator","Camponotus_feae",0.1
92,2,5,0.00829495,"pollinator","Camponotus_feae",0.1
92,2,6,0.00434321,"pollinator","Camponotus_feae",0.1
92,2,7,0.00762023,"pollinator","Camponotus_feae",0.1
93,3,2,0.000943984,"pollinator","Cecidomyiidae_sp.",0.1
94,18,7,0.00116841,"pollinator","Cecydomyiidae_sp.",0.1
95,4,2,0.000952524,"pollinator","Cephalodromia_sp.",0.1
95,16,3,0.000991531,"pollinator","Cephalodromia_sp.",0.1
96,24,5,0.000965514,"pollinator","Ceratogoponidae_sp.",0.1
96,1,7,0.00110219,"pollinator","Ceratogoponidae_sp.",0.1
97,1,7,0.00109567,"pollinator","Ceratogoponidae_sp._2",0.1
98,13,4,0.000975838,"pollinator","Chalicodoma_canescens",0.1
98,35,6,0.00142788,"pollinator","Chalicodoma_canescens",0.1
98,25,7,0.00117932,"pollinator","Chalicodoma_canescens",0.1
99,53,1,0.000998437,"pollinator","Chalicodoma_sicula",0.1
99,4,2,0.000973231,"pollinator","Chalicodoma_sicula",0.1
100,51,1,0.00112494,"pollinator","Chalicodoma_sp.",0.1
101,5,1,0.000773255,"pollinator","Chetogena_acuminata",0.1
101,41,2,0.00146676,"pollinator","Chetogena_acuminata",0.1
101,34,3,0.000960667,"pollinator","Chetogena_acuminata",0.1
101,8,4,0.000925709,"pollinator","Chetogena_acuminata",0.1
101,55,5,0.00121154,"pollinator","Chetogena_acuminata",0.1
101,15,6,0.000908762,"pollinator","Chetogena_acuminata",0.1
102,24,5,0.000965514,"pollinator","Chironomidae_sp.",0.1
103,1,7,0.00113517,"pollinator","Chironomidae_sp._1",0.1
104,22,1,0.000932728,"pollinator","Chloropidae_sp.",0.1
104,6,5,0.000932763,"pollinator","Chloropidae_sp.",0.1
105,59,2,0.00142194,"pollinator","Chloropidae_sp._1",0.1
106,3,2,0.000943984,"pollinator","Chloropidae_sp._2",0.1
106,16,3,0.000938996,"pollinator","Chloropidae_sp._2",0.1
107,18,7,0.00120404,"pollinator","Chloropidae_sp._3",0.1
108,20,6,0.000945295,"pollinator","Chloropidae_sp._4",0.1
108,39,7,0.00119436,"pollinator","Chloropidae_sp._4",0.1
109,10,4,0.000859314,"pollinator","Chloropidae_sp._5",0.1
109,36,5,0.00114415,"pollinator","Chloropidae_sp._5",0.1
110,10,4,0.000859314,"pollinator","Chloropidae_sp._6",0.1
111,30,2,0.00100297,"pollinator","Chrysomya_albiceps",0.1
111,34,3,0.00103831,"pollinator","Chrysomya_albiceps",0.1
111,10,4,0.00107201,"pollinator","Chrysomya_albiceps",0.1
111,14,6,0.00106759,"pollinator","Chrysomya_albiceps",0.1
111,1,7,0.00109567,"pollinator","Chrysomya_albiceps",0.1
112,52,3,0.000964008,"pollinator","Coccinella_miranda",0.1
112,29,5,0.000999077,"pollinator","Coccinella_miranda",0.1
113,9,1,0.000885218,"pollinator","Coleoptera_sp._5",0.1
114,37,7,0.001301,"pollinator","Colias_croceus",0.1
115,45,3,0.00102014,"pollinator","Colletes_dimidiatus",0.1
115,1,7,0.00117393,"pollinator","Colletes_dimidiatus",0.1
116,48,1,0.00121268,"pollinator","Colletes1?_Waiting<85>",0.1
117,27,1,0.000788951,"pollinator","Colletes2?_Waiting<85>",0.1
118,6,5,0.000932763,"pollinator","Crematogaster_alluaudi",0.1
119,5,1,0.000773255,"pollinator","Crematogaster_scutellaris",0.1
120,6,5,0.000932763,"pollinator","Cryptocephalus_gounellei",0.1
121,39,7,0.00119347,"pollinator","Cryptocephalus_nitidicollis",0.1
122,3,2,0.000949921,"pollinator","Cryptocephalus_nubigena",0.1
123,34,3,0.000960667,"pollinator","Curculionidae_sp.",0.1
124,21,5,0.00108276,"pollinator","Dasytes_cf._subaenescens",0.1
125,4,2,0.00100429,"pollinator","Dasytes_lanzarotensis",0.1
126,28,5,0.00138702,"pollinator","Dasytes_subaenescens",0.1
126,17,6,0.00101533,"pollinator","Dasytes_subaenescens",0.1
126,1,7,0.00121413,"pollinator","Dasytes_subaenescens",0.1
127,39,7,0.00119436,"pollinator","Delia_flavibasis",0.1
128,4,2,0.000973231,"pollinator","Diglyphus_chabrias",0.1
129,1,7,0.00116221,"pollinator","Dilophus_hiemalis",0.1
130,45,3,0.000986084,"pollinator","Dinarmoides_spilopterus",0.1
130,13,4,0.000975838,"pollinator","Dinarmoides_spilopterus",0.1
131,40,2,0.0011139,"pollinator","Dischistus_atlanticus",0.1
132,12,5,0.000977033,"pollinator","Elasmus_platyedrae",0.1
133,20,6,0.000958069,"pollinator","Empididae_sp._1",0.1
133,2,7,0.00122891,"pollinator","Empididae_sp._1",0.1
134,1,7,0.00109567,"pollinator","Empis_sp._1",0.1
135,7,4,0.000817044,"pollinator","Eristalinus_aeneus",0.1
135,12,5,0.000977033,"pollinator","Eristalinus_aeneus",0.1
136,11,3,0.000920456,"pollinator","Eristalinus_taeniops",0.1
136,8,4,0.00100151,"pollinator","Eristalinus_taeniops",0.1
136,1,7,0.00109567,"pollinator","Eristalinus_taeniops",0.1
137,8,4,0.000925709,"pollinator","Eristalis_tenax",0.1
137,12,5,0.000977033,"pollinator","Eristalis_tenax",0.1
138,28,5,0.0011424,"pollinator","Estheria_simonyi",0.1
138,15,6,0.00105668,"pollinator","Estheria_simonyi",0.1
138,1,7,0.00140551,"pollinator","Estheria_simonyi",0.1
139,11,3,0.00097663,"pollinator","Eucera_gracilipes",0.1
139,28,5,0.00206688,"pollinator","Eucera_gracilipes",0.1
139,37,7,0.00134542,"pollinator","Eucera_gracilipes",0.1
140,21,4,0.000996161,"pollinator","Euderus_sp.",0.1
140,21,5,0.00121512,"pollinator","Euderus_sp.",0.1
140,23,7,0.00123637,"pollinator","Euderus_sp.",0.1
141,6,5,0.00104213,"pollinator","Eumerus_latitarsis",0.1
141,20,6,0.00124848,"pollinator","Eumerus_latitarsis",0.1
141,1,7,0.0012145,"pollinator","Eumerus_latitarsis",0.1
142,6,5,0.001032,"pollinator","Eumerus_nivariae",0.1
143,13,4,0.00101737,"pollinator","Eupelmus_sp.",0.1
143,15,6,0.00104128,"pollinator","Eupelmus_sp.",0.1
144,32,6,0.00100271,"pollinator","Eupelmus_testaceiventris",0.1
145,33,2,0.00108439,"pollinator","Eurytoma_sp._1",0.1
145,13,4,0.00104159,"pollinator","Eurytoma_sp._1",0.1
146,4,2,0.000952524,"pollinator","Eurytoma_sp._2",0.1
146,44,6,0.000921562,"pollinator","Eurytoma_sp._2",0.1
147,5,1,0.00077692,"pollinator","Eurytoma_sp._3",0.1
148,15,6,0.000908762,"pollinator","Exetastes_segmentarius",0.1
149,11,3,0.000920456,"pollinator","Exhyalanthrax_canarionae",0.1
150,10,4,0.000869667,"pollinator","Fannia_sp.",0.1
151,11,3,0.000920456,"pollinator","Gasteruption_sp.",0.1
152,29,5,0.000999077,"pollinator","Geometridae_sp.",0.1
153,4,2,0.000952524,"pollinator","Geometridae_sp._2",0.1
154,61,4,0.00114323,"pollinator","Gnaphosidae_sp._1",0.1
155,33,2,0.00135151,"pollinator","Goniozus_sp.",0.1
156,17,6,0.00105937,"pollinator","Halictus_fulvipes",0.1
157,7,4,0.000817044,"pollinator","Holepyris_sp.",0.1
158,55,5,0.0013125,"pollinator","Hylaeus_ater",0.1
159,11,3,0.000984888,"pollinator","Hylaeus_hohmanni",0.1
160,9,1,0.000829405,"pollinator","Hylaeus_sp.",0.1
161,51,1,0.00106639,"pollinator","Hym._Waiting<85>.",0.1
162,25,7,0.00117932,"pollinator","Lasioglossum_arctifrons",0.1
163,4,2,0.000952524,"pollinator","Lasioglossum_loetum",0.1
163,50,3,0.00129861,"pollinator","Lasioglossum_loetum",0.1
163,7,4,0.000817044,"pollinator","Lasioglossum_loetum",0.1
163,36,5,0.00100827,"pollinator","Lasioglossum_loetum",0.1
163,46,6,0.00166358,"pollinator","Lasioglossum_loetum",0.1
163,1,7,0.00131021,"pollinator","Lasioglossum_loetum",0.1
164,9,1,0.00103355,"pollinator","Lasioglossum_phoenicurum",0.1
165,31,3,0.00138049,"pollinator","Lasioglossum_viride",0.1
165,13,4,0.00127224,"pollinator","Lasioglossum_viride",0.1
165,62,5,0.00255887,"pollinator","Lasioglossum_viride",0.1
165,17,6,0.00289787,"pollinator","Lasioglossum_viride",0.1
165,1,7,0.00134625,"pollinator","Lasioglossum_viride",0.1
166,28,5,0.00119741,"pollinator","Leptochilus_cruentatus",0.1
167,26,4,0.000901248,"pollinator","Leptochilus_eatoni",0.1
167,21,5,0.00121512,"pollinator","Leptochilus_eatoni",0.1
168,40,2,0.00107353,"pollinator","Leptochilus_fortunatus",0.1
169,1,7,0.00109567,"pollinator","Linnaemyia_soror",0.1
170,5,1,0.00113128,"pollinator","Lucilia_sericata",0.1
170,4,2,0.00105563,"pollinator","Lucilia_sericata",0.1
170,52,3,0.0010173,"pollinator","Lucilia_sericata",0.1
170,10,4,0.000978906,"pollinator","Lucilia_sericata",0.1
170,14,6,0.00109812,"pollinator","Lucilia_sericata",0.1
170,1,7,0.00115205,"pollinator","Lucilia_sericata",0.1
171,5,1,0.000824561,"pollinator","Lucilia_sp._1",0.1
172,57,1,0.00103125,"pollinator","Macrocoma_cf._henoni",0.1
173,8,4,0.000925709,"pollinator","Macrocoma_splendens",0.1
174,52,3,0.000964008,"pollinator","Macroglossum_stellatarum",0.1
175,6,5,0.000976156,"pollinator","Malthinus_mutabilis",0.1
176,8,4,0.000925709,"pollinator","Megachile_canariensis",0.1
176,25,7,0.00117932,"pollinator","Megachile_canariensis",0.1
177,43,6,0.000974823,"pollinator","Megaselia_sp._1",0.1
178,24,5,0.00138112,"pollinator","Megaselia_sp._2",0.1
179,11,3,0.000920456,"pollinator","Melecta_curvispina",0.1
180,51,1,0.00106639,"pollinator","Melecta_sp.",0.1
181,42,5,0.00137234,"pollinator","Meligethes_canariensis",0.1
182,49,4,0.00115223,"pollinator","Meligethes_cf._canariensis",0.1
183,3,2,0.000943984,"pollinator","Milichiidae_sp.",0.1
184,6,5,0.000932763,"pollinator","Minotetrastichus_sp.",0.1
185,54,4,0.000897301,"pollinator","Monomorium_subopacum",0.1
186,8,4,0.000925709,"pollinator","Mordellistena_cf._canariensis",0.1
187,5,1,0.000784249,"pollinator","Musca_domestica",0.1
187,52,3,0.00110337,"pollinator","Musca_domestica",0.1
187,10,4,0.00105367,"pollinator","Musca_domestica",0.1
187,29,5,0.00107108,"pollinator","Musca_domestica",0.1
187,15,6,0.000922127,"pollinator","Musca_domestica",0.1
188,5,1,0.00077692,"pollinator","Musca_osiris",0.1
188,30,2,0.000965881,"pollinator","Musca_osiris",0.1
189,5,1,0.000807157,"pollinator","Musca_sorbens",0.1
190,12,5,0.000977033,"pollinator","Myathropa_florea",0.1
190,1,7,0.00134827,"pollinator","Myathropa_florea",0.1
191,1,7,0.00110219,"pollinator","Mycetophilidae_sp._1",0.1
192,21,4,0.00144044,"pollinator","Myopites_nigrescens",0.1
192,44,6,0.00101175,"pollinator","Myopites_nigrescens",0.1
192,23,7,0.00240733,"pollinator","Myopites_nigrescens",0.1
193,29,5,0.000999077,"pollinator","Neodryophilus_cryptophagoides",0.1
193,39,7,0.00119436,"pollinator","Neodryophilus_cryptophagoides",0.1
194,22,1,0.00180979,"pollinator","Nomioides_deceptor",0.1
195,49,4,0.00115223,"pollinator","Nomioides_fortunatus",0.1
196,48,1,0.00103054,"pollinator","Nomioides_sp.",0.1
197,3,2,0.000943984,"pollinator","Nyctia_lugubris",0.1
197,15,6,0.00100537,"pollinator","Nyctia_lugubris",0.1
198,9,1,0.000769759,"pollinator","Ormyrus_sp._1",0.1
199,16,3,0.00104991,"pollinator","Oscinella_sp._1",0.1
199,7,4,0.000824274,"pollinator","Oscinella_sp._1",0.1
200,26,4,0.000910083,"pollinator","Oscinella_sp._2",0.1
201,33,2,0.00135151,"pollinator","Oscinimorpha_sp.",0.1
202,58,3,0.0020284,"pollinator","Osmia_canaria",0.1
202,25,7,0.00117932,"pollinator","Osmia_canaria",0.1
203,19,3,0.00101075,"pollinator","Osmia_latreillei",0.1
203,17,6,0.00105937,"pollinator","Osmia_latreillei",0.1
204,7,4,0.000824274,"pollinator","Oxyopes_cf._kraepelinorum",0.1
205,20,6,0.000945295,"pollinator","Oxyopes_kraepelinorum",0.1
206,9,1,0.000794196,"pollinator","Paragus_tibialis",0.1
206,4,2,0.000952524,"pollinator","Paragus_tibialis",0.1
207,43,6,0.000992728,"pollinator","Paratrechina_longicornis",0.1
207,1,7,0.00109567,"pollinator","Paratrechina_longicornis",0.1
208,42,7,0.0012323,"pollinator","Perilampus_sp._1",0.1
209,1,7,0.00109567,"pollinator","Perilampus_sp._2",0.1
210,3,2,0.000943984,"pollinator","Phalacrus_coruscus",0.1
210,23,7,0.00131155,"pollinator","Phalacrus_coruscus",0.1
211,45,3,0.00093612,"pollinator","Phthiria_simonyi",0.1
211,42,5,0.00123693,"pollinator","Phthiria_simonyi",0.1
211,42,7,0.00121161,"pollinator","Phthiria_simonyi",0.1
212,5,1,0.000773255,"pollinator","Physiphora_alceae",0.1
212,10,4,0.00086449,"pollinator","Physiphora_alceae",0.1
213,8,4,0.000956566,"pollinator","Phyto_discrepans",0.1
214,3,2,0.000943984,"pollinator","Phyto_nigrobarbata",0.1
215,19,3,0.0010589,"pollinator","Pieris_rapae",0.1
215,17,6,0.00107329,"pollinator","Pieris_rapae",0.1
216,27,1,0.00126859,"pollinator","Plagiolepis_schmitzii",0.1
216,30,2,0.00226259,"pollinator","Plagiolepis_schmitzii",0.1
216,21,4,0.000950729,"pollinator","Plagiolepis_schmitzii",0.1
216,32,6,0.00185352,"pollinator","Plagiolepis_schmitzii",0.1
217,31,3,0.00100782,"pollinator","Plagiolepis_sp._2",0.1
217,13,4,0.00145474,"pollinator","Plagiolepis_sp._2",0.1
217,24,5,0.00130786,"pollinator","Plagiolepis_sp._2",0.1
218,2,4,0.000945832,"pollinator","Platypalpus_sp.",0.1
218,24,5,0.000974291,"pollinator","Platypalpus_sp.",0.1
219,3,2,0.000943984,"pollinator","Platypalpus_sp._1",0.1
219,32,6,0.00100271,"pollinator","Platypalpus_sp._1",0.1
220,8,4,0.000925709,"pollinator","Platypalpus_sp._2",0.1
221,5,1,0.000827313,"pollinator","Podalonia_sp.",0.1
222,22,1,0.00092077,"pollinator","Proconura_sp._1",0.1
223,4,2,0.000952524,"pollinator","Proconura_sp._2",0.1
224,12,5,0.000984325,"pollinator","Pteromalus_sp._1",0.1
225,9,1,0.000769759,"pollinator","Pteromalus_sp._2",0.1
225,4,2,0.001025,"pollinator","Pteromalus_sp._2",0.1
226,21,4,0.000887502,"pollinator","Pteromalus_sp._3",0.1
226,23,7,0.00129883,"pollinator","Pteromalus_sp._3",0.1
227,7,4,0.000838735,"pollinator","Pteromalus_sp._4",0.1
227,12,5,0.000984325,"pollinator","Pteromalus_sp._4",0.1
228,18,7,0.00116841,"pollinator","Rondania_insularis",0.1
229,3,2,0.000946953,"pollinator","Sapromyza_sp.",0.1
230,22,1,0.000842866,"pollinator","Sarcophaga_sp._1",0.1
231,22,1,0.000896854,"pollinator","Sarcophagidae_sp.",0.1
232,5,1,0.000791579,"pollinator","Sarcophagidae_sp._2",0.1
233,18,7,0.00116841,"pollinator","Sarcophagidae_sp._3",0.1
234,41,2,0.00169014,"pollinator","Sarcophagidae_sp._4",0.1
235,3,2,0.00100254,"pollinator","Sarcophagidae_sp._5",0.1
235,34,3,0.000951426,"pollinator","Sarcophagidae_sp._5",0.1
235,10,4,0.000890373,"pollinator","Sarcophagidae_sp._5",0.1
235,32,6,0.00100271,"pollinator","Sarcophagidae_sp._5",0.1
236,4,2,0.000962878,"pollinator","Sarcophagidae_sp._6",0.1
237,5,1,0.000795243,"pollinator","Sarcophagidae_sp._7",0.1
238,10,4,0.00091108,"pollinator","Sarcophagidae_sp._8",0.1
238,15,6,0.00108848,"pollinator","Sarcophagidae_sp._8",0.1
239,11,3,0.000929661,"pollinator","Scaeva_albomaculata",0.1
239,35,6,0.00134421,"pollinator","Scaeva_albomaculata",0.1
239,1,7,0.00109567,"pollinator","Scaeva_albomaculata",0.1
240,3,2,0.000943984,"pollinator","Scaptomyza_sp._2",0.1
241,10,4,0.000844382,"pollinator","Scenopinus_sp.",0.1
241,12,5,0.000977033,"pollinator","Scenopinus_sp.",0.1
242,5,1,0.00137093,"pollinator","Sciaridae_sp.",0.1
242,30,2,0.00113499,"pollinator","Sciaridae_sp.",0.1
