"node_to","layer_from","node_from"
44,5,18
55,5,18
56,5,18
92,5,18
55,3,19
258,1,2
165,4,20
165,6,20
249,4,20
252,4,20
266,4,20
44,4,20
44,6,20
56,4,20
56,6,20
60,4,20
60,6,20
92,4,20
92,6,20
162,7,21
165,7,21
176,7,21
202,7,21
243,7,21
275,7,21
98,7,21
105,2,22
77,2,22
91,2,22
182,4,23
195,4,23
266,4,23
55,4,23
92,4,23
100,1,24
170,1,24
261,1,24
262,1,24
99,1,24
202,3,25
116,1,26
131,2,26
139,3,26
139,5,26
163,2,26
163,3,26
163,4,26
163,5,26
163,6,26
164,1,26
165,3,26
165,4,26
165,5,26
165,6,26
168,2,26
194,1,26
196,1,26
215,3,26
215,6,26
217,3,26
217,4,26
217,5,26
242,1,26
242,2,26
242,5,26
244,1,26
258,1,26
266,4,26
266,5,26
274,2,26
274,3,26
274,4,26
274,5,26
274,6,26
275,2,26
275,3,26
275,4,26
275,5,26
275,6,26
277,2,26
43,5,26
44,3,26
44,4,26
44,5,26
44,6,26
45,1,26
50,2,26
50,3,26
50,4,26
50,5,26
51,1,26
55,2,26
55,3,26
55,4,26
55,5,26
55,6,26
56,3,26
56,4,26
56,5,26
56,6,26
57,1,26
58,1,26
60,3,26
60,4,26
60,5,26
60,6,26
77,2,26
81,2,26
81,5,26
84,2,26
84,4,26
84,6,26
91,2,26
92,2,26
92,3,26
92,4,26
92,5,26
92,6,26
109,5,27
275,5,27
92,5,27
172,1,28
194,1,28
216,1,28
242,1,28
51,1,28
86,1,28
92,5,29
104,1,3
113,1,3
170,1,3
194,1,3
221,1,3
222,1,3
230,1,3
231,1,3
242,1,3
262,1,3
61,1,3
72,1,3
82,1,3
124,5,30
126,5,30
138,5,30
139,5,30
165,5,30
166,5,30
181,5,30
211,5,30
254,5,30
278,5,30
50,5,30
55,5,30
92,5,30
108,6,31
108,7,31
109,4,31
109,5,31
110,4,31
111,4,31
111,6,31
111,7,31
112,5,31
121,7,31
127,7,31
138,5,31
138,6,31
138,7,31
141,5,31
141,6,31
141,7,31
150,4,31
152,5,31
165,4,31
165,5,31
165,6,31
165,7,31
170,4,31
170,6,31
170,7,31
177,6,31
185,4,31
187,4,31
187,5,31
187,6,31
193,5,31
193,7,31
207,6,31
207,7,31
212,4,31
216,4,31
216,6,31
217,4,31
217,5,31
235,4,31
235,6,31
238,4,31
238,6,31
241,4,31
241,5,31
242,5,31
242,7,31
243,4,31
243,6,31
243,7,31
245,6,31
253,4,31
265,7,31
41,5,31
50,4,31
50,5,31
60,4,31
60,5,31
60,6,31
62,4,31
62,6,31
92,4,31
92,5,31
92,6,31
92,7,31
101,2,32
264,2,32
91,2,32
146,6,33
163,6,33
163,7,33
165,6,33
165,7,33
170,6,33
170,7,33
192,6,33
192,7,33
210,7,33
216,6,33
248,7,33
272,6,33
275,6,33
275,7,33
283,6,33
60,6,33
88,6,33
92,6,33
92,7,33
115,3,34
130,3,34
130,4,34
163,3,34
163,4,34
163,6,34
165,3,34
165,4,34
165,6,34
199,3,34
199,4,34
211,3,34
255,6,34
266,4,34
270,3,34
270,6,34
60,3,34
60,4,34
60,6,34
76,3,34
92,3,34
92,4,34
92,6,34
112,3,35
112,5,35
138,5,35
138,6,35
138,7,35
143,6,35
163,3,35
163,5,35
163,6,35
163,7,35
170,3,35
170,6,35
170,7,35
174,3,35
175,5,35
187,3,35
187,5,35
187,6,35
190,5,35
190,7,35
197,6,35
199,3,35
216,6,35
238,6,35
242,5,35
242,7,35
243,6,35
243,7,35
265,7,35
50,3,35
50,5,35
62,6,35
68,6,35
76,3,35
78,5,35
92,3,35
92,5,35
92,6,35
92,7,35
101,2,36
101,6,36
234,2,36
272,6,36
55,2,36
55,6,36
154,4,37
165,4,37
165,7,37
187,4,37
266,4,37
274,4,37
274,7,37
92,4,37
92,7,37
124,5,38
140,4,38
140,5,38
140,7,38
165,3,38
165,4,38
165,5,38
165,7,38
166,5,38
167,4,38
167,5,38
178,5,38
192,4,38
192,7,38
216,4,38
217,3,38
217,4,38
217,5,38
226,4,38
226,7,38
266,4,38
266,5,38
274,3,38
274,4,38
274,5,38
274,7,38
275,3,38
275,4,38
275,5,38
275,7,38
276,3,38
276,4,38
276,5,38
50,3,38
50,4,38
50,5,38
60,3,38
60,4,38
60,5,38
73,3,38
73,4,38
76,3,38
92,3,38
92,4,38
92,5,38
92,7,38
95,3,38
100,1,39
161,1,39
180,1,39
216,1,39
258,1,39
271,1,39
45,1,39
86,1,39
114,7,4
126,5,4
126,6,4
126,7,4
138,5,4
138,6,4
138,7,4
139,5,4
139,7,4
141,5,4
141,6,4
141,7,4
288,7,4
55,5,4
55,6,4
55,7,4
92,5,4
92,6,4
92,7,4
98,6,4
98,7,4
138,5,5
138,7,5
181,5,5
208,7,5
211,5,5
211,7,5
217,5,5
254,5,5
254,7,5
50,5,5
92,5,5
92,7,5
276,5,6
278,5,6
92,5,6
92,4,7
101,1,8
101,2,8
101,3,8
101,4,8
101,5,8
101,6,8
102,5,8
107,7,8
111,2,8
111,3,8
111,4,8
111,6,8
111,7,8
113,1,8
115,3,8
115,7,8
117,1,8
123,3,8
129,7,8
131,2,8
133,6,8
133,7,8
138,5,8
138,6,8
138,7,8
141,5,8
141,6,8
141,7,8
144,6,8
163,2,8
163,3,8
163,4,8
163,5,8
163,6,8
163,7,8
165,3,8
165,4,8
165,5,8
165,6,8
165,7,8
170,1,8
170,2,8
170,3,8
170,4,8
170,6,8
170,7,8
178,5,8
187,1,8
187,3,8
187,4,8
187,5,8
187,6,8
188,1,8
188,2,8
189,1,8
190,5,8
190,7,8
199,3,8
199,4,8
216,1,8
216,2,8
216,4,8
216,6,8
217,3,8
217,4,8
217,5,8
218,4,8
218,5,8
219,2,8
219,6,8
226,4,8
226,7,8
234,2,8
235,2,8
235,3,8
235,4,8
235,6,8
238,4,8
238,6,8
242,1,8
242,2,8
242,5,8
242,7,8
244,1,8
246,3,8
255,6,8
255,7,8
258,1,8
260,5,8
266,4,8
266,5,8
272,6,8
274,2,8
274,3,8
274,4,8
274,5,8
274,6,8
274,7,8
40,3,8
40,4,8
51,1,8
59,2,8
60,3,8
60,4,8
60,5,8
60,6,8
66,2,8
67,6,8
70,3,8
81,2,8
81,5,8
82,1,8
84,2,8
84,4,8
84,6,8
88,6,8
92,2,8
92,3,8
92,4,8
92,5,8
92,6,8
92,7,8
96,5,8
96,7,8
101,1,9
101,2,9
101,3,9
101,4,9
101,5,9
101,6,9
103,7,9
104,1,9
104,5,9
106,2,9
106,3,9
107,7,9
108,6,9
108,7,9
111,2,9
111,3,9
111,4,9
111,6,9
111,7,9
113,1,9
118,5,9
119,1,9
120,5,9
121,7,9
122,2,9
124,5,9
126,5,9
126,6,9
126,7,9
130,3,9
130,4,9
133,6,9
133,7,9
138,5,9
138,6,9
138,7,9
141,5,9
141,6,9
141,7,9
142,5,9
147,1,9
160,1,9
163,2,9
163,3,9
163,4,9
163,5,9
163,6,9
163,7,9
164,1,9
165,3,9
165,4,9
165,5,9
165,6,9
165,7,9
167,4,9
167,5,9
170,1,9
170,2,9
170,3,9
170,4,9
170,6,9
170,7,9
171,1,9
175,5,9
183,2,9
184,5,9
187,1,9
187,3,9
187,4,9
187,5,9
187,6,9
188,1,9
188,2,9
189,1,9
197,2,9
197,6,9
199,3,9
199,4,9
200,4,9
205,6,9
207,6,9
207,7,9
208,7,9
210,2,9
210,7,9
212,1,9
212,4,9
214,2,9
216,1,9
216,2,9
216,4,9
216,6,9
217,3,9
217,4,9
217,5,9
219,2,9
219,6,9
221,1,9
228,7,9
229,2,9
230,1,9
232,1,9
233,7,9
234,2,9
235,2,9
235,3,9
235,4,9
235,6,9
237,1,9
240,2,9
242,1,9
242,2,9
242,5,9
242,7,9
246,3,9
247,4,9
251,3,9
255,6,9
255,7,9
256,1,9
257,2,9
258,1,9
263,2,9
264,2,9
266,4,9
266,5,9
267,1,9
270,3,9
270,5,9
270,6,9
270,7,9
272,6,9
273,1,9
274,2,9
274,3,9
274,4,9
274,5,9
274,6,9
274,7,9
276,3,9
276,4,9
276,5,9
278,5,9
284,1,9
284,2,9
284,3,9
284,4,9
284,5,9
284,6,9
286,1,9
40,3,9
40,4,9
47,6,9
49,1,9
50,2,9
50,3,9
50,4,9
50,5,9
53,3,9
59,2,9
60,3,9
60,4,9
60,5,9
60,6,9
65,1,9
69,2,9
73,3,9
73,4,9
76,3,9
77,2,9
78,5,9
79,4,9
81,2,9
81,5,9
83,5,9
86,1,9
87,4,9
87,5,9
92,2,9
92,3,9
92,4,9
92,5,9
92,6,9
92,7,9
93,2,9
94,7,9
98,4,9
98,6,9
98,7,9
