"node_id","module","layer_id","flow","type","species","trial_num"
13,15,5,0.00151818,"plant","Frankenia.laevis",0.1
14,6,1,7.35705e-05,"plant","Helianthemum.canariensis",0.1
14,5,2,0.00299747,"plant","Helianthemum.canariensis",0.1
14,5,4,0.0016073,"plant","Helianthemum.canariensis",0.1
15,12,1,0.000850871,"plant","Kickxia.heterophylla",0.1
15,23,2,0.00172186,"plant","Kickxia.heterophylla",0.1
16,5,3,0.000718762,"plant","Kickxia.scoparia",0.1
16,11,5,6.87994e-05,"plant","Kickxia.scoparia",0.1
16,5,6,0.000860945,"plant","Kickxia.scoparia",0.1
17,3,1,0.0125324,"plant","Launaea.arborescens",0.1
17,3,2,0.0160087,"plant","Launaea.arborescens",0.1
17,3,3,0.00923281,"plant","Launaea.arborescens",0.1
17,3,4,0.00892267,"plant","Launaea.arborescens",0.1
17,3,5,0.0046737,"plant","Launaea.arborescens",0.1
17,3,6,0.00980288,"plant","Launaea.arborescens",0.1
18,7,5,0.00136843,"plant","Lavendula.buchii",0.1
19,7,3,0.000639472,"plant","Lavendula.minutolii",0.1
20,20,4,0.0035421,"plant","Lavendula.multifida",0.1
20,20,6,0.000438244,"plant","Lavendula.multifida",0.1
21,16,7,0.00510012,"plant","Lotus.glaucus",0.1
22,18,2,0.00087375,"plant","Lotus.lancerottensis",0.1
23,24,4,0.00182702,"plant","Lotus.sessilifolius",0.1
24,19,1,0.00344113,"plant","Lotus.sp.",0.1
25,21,3,0.00184366,"plant","Lotus.spartioides",0.1
26,12,1,0.00555907,"plant","Lycium.intricatum",0.1
26,7,2,0.00834717,"plant","Lycium.intricatum",0.1
26,7,3,0.00534756,"plant","Lycium.intricatum",0.1
26,7,4,0.0020461,"plant","Lycium.intricatum",0.1
26,7,5,0.00346455,"plant","Lycium.intricatum",0.1
26,7,6,0.00218056,"plant","Lycium.intricatum",0.1
27,5,5,0.00222369,"plant","Nauplius.aquaticus",0.1
28,9,1,0.00151455,"plant","Nauplius.sp.",0.1
29,1,5,0.000461352,"plant","Neochamaelea.pulverulenta",0.1
30,10,5,0.00739504,"plant","Parolinia.intermedia",0.1
31,1,4,0.014608,"plant","Periploca.laevigata",0.1
31,1,5,0.00901517,"plant","Periploca.laevigata",0.1
31,1,6,0.00923695,"plant","Periploca.laevigata",0.1
31,1,7,0.00806338,"plant","Periploca.laevigata",0.1
32,18,2,0.00153064,"plant","Phagnalon.purpurascens",0.1
33,5,6,0.00601549,"plant","Phagnalon.saxatile",0.1
33,8,7,0.00357985,"plant","Phagnalon.saxatile",0.1
34,14,3,0.00354648,"plant","Plocama.pendula",0.1
34,14,4,0.000834227,"plant","Plocama.pendula",0.1
34,14,6,0.000856499,"plant","Plocama.pendula",0.1
35,1,3,0.00409925,"plant","Rubia.fruticosa",0.1
35,1,5,0.002177,"plant","Rubia.fruticosa",0.1
35,1,6,0.00342504,"plant","Rubia.fruticosa",0.1
35,1,7,0.00133894,"plant","Rubia.fruticosa",0.1
36,18,2,0.00079685,"plant","Salvia.aegyptiaca",0.1
36,2,6,0.000157909,"plant","Salvia.aegyptiaca",0.1
37,4,4,0.00107732,"plant","Satureja.kuegleri",0.1
37,1,7,6.09313e-05,"plant","Satureja.kuegleri",0.1
38,8,3,0.00152306,"plant","Schizogyne.sericea",0.1
38,8,4,0.00547621,"plant","Schizogyne.sericea",0.1
38,8,5,0.00256725,"plant","Schizogyne.sericea",0.1
38,8,7,0.00383158,"plant","Schizogyne.sericea",0.1
39,22,1,0.00217688,"plant","Zilla.spinosa",0.1
40,13,3,8.02219e-05,"pollinator","Agromyzidae_sp._1",0.1
40,1,4,0.000376164,"pollinator","Agromyzidae_sp._1",0.1
41,1,5,5.61008e-05,"pollinator","Agromyzidae?_sp._2",0.1
42,3,3,0.000134353,"pollinator","Alliophleps_elliptica",0.1
43,7,5,0.000113334,"pollinator","Amegilla_canifrons",0.1
44,7,3,0.000578994,"pollinator","Amegilla_quadrifasciata",0.1
44,20,4,0.00150681,"pollinator","Amegilla_quadrifasciata",0.1
44,7,5,0.000478085,"pollinator","Amegilla_quadrifasciata",0.1
44,7,6,0.000885959,"pollinator","Amegilla_quadrifasciata",0.1
45,12,1,0.00209565,"pollinator","Amegilla_sp.",0.1
46,15,4,8.12294e-05,"pollinator","Ammophila_terminata",0.1
47,2,6,0.000618397,"pollinator","Anaspis_cf._canariensis",0.1
48,3,2,0.000205454,"pollinator","Anaspis_cf._eversi",0.1
49,2,1,0.000134543,"pollinator","Anaspis_cf._saharensis",0.1
50,2,2,0.00112021,"pollinator","Anaspis_proteus",0.1
50,2,3,0.00316121,"pollinator","Anaspis_proteus",0.1
50,2,4,0.00268033,"pollinator","Anaspis_proteus",0.1
50,2,5,0.00554503,"pollinator","Anaspis_proteus",0.1
51,12,1,0.000338668,"pollinator","Andrena_vachali",0.1
52,13,3,0.000640113,"pollinator","Andrena_vulcana",0.1
53,2,3,3.91727e-05,"pollinator","Andrena_wollastoni",0.1
54,3,1,0.00119004,"pollinator","Anthaxia_sp._1",0.1
55,7,2,0.0036543,"pollinator","Anthophora_alluaudi",0.1
55,7,3,0.0028371,"pollinator","Anthophora_alluaudi",0.1
55,7,4,0.00122801,"pollinator","Anthophora_alluaudi",0.1
55,7,5,0.0026961,"pollinator","Anthophora_alluaudi",0.1
55,17,6,0.0021639,"pollinator","Anthophora_alluaudi",0.1
55,17,7,0.000985037,"pollinator","Anthophora_alluaudi",0.1
56,7,3,0.000162177,"pollinator","Anthophora_orotavae",0.1
56,20,4,0.000376704,"pollinator","Anthophora_orotavae",0.1
56,7,5,0.000359195,"pollinator","Anthophora_orotavae",0.1
56,5,6,0.000224012,"pollinator","Anthophora_orotavae",0.1
57,12,1,0.000142907,"pollinator","Anthophora_sp._1",0.1
58,12,1,0.000142907,"pollinator","Anthophora_sp._aff._orotavae",0.1
59,2,2,0.000625721,"pollinator","Aphthona_wachnitzae",0.1
60,14,3,0.000864132,"pollinator","Apis_mellifera",0.1
60,14,4,0.00136639,"pollinator","Apis_mellifera",0.1
60,4,5,0.000122161,"pollinator","Apis_mellifera",0.1
60,14,6,0.00158935,"pollinator","Apis_mellifera",0.1
61,9,1,9.52306e-05,"pollinator","Aplocnemus_sp._2",0.1
62,1,4,0.000251718,"pollinator","Aprostocetus_occidentalis",0.1
62,1,6,0.00135801,"pollinator","Aprostocetus_occidentalis",0.1
63,3,1,0.000238008,"pollinator","Aprostocetus_sp._1",0.1
64,1,4,0.000116002,"pollinator","Aprostocetus_sp._2",0.1
65,2,1,6.72714e-05,"pollinator","Arachnospila_sp.",0.1
66,6,2,4.29251e-05,"pollinator","Araneae_sp._1",0.1
67,1,6,7.12813e-05,"pollinator","Araneidae_sp._1",0.1
68,1,6,0.000119809,"pollinator","Araneidae_sp._2",0.1
69,2,2,0.000130928,"pollinator","Asteia_caesia",0.1
70,1,3,4.76063e-05,"pollinator","Atherigona_varia",0.1
71,3,2,0.000102727,"pollinator","Attagenus_abbreviatus",0.1
72,9,1,0.000476097,"pollinator","Attagenus_sp._1",0.1
73,3,3,0.000503304,"pollinator","Attagenus_wollastoni",0.1
73,3,4,0.000432459,"pollinator","Attagenus_wollastoni",0.1
74,3,2,0.000102727,"pollinator","Attalus_chrysanthemi",0.1
75,1,7,7.86208e-05,"pollinator","Attalus_crispus",0.1
76,3,3,0.00238607,"pollinator","Attalus_obscurus",0.1
77,2,2,0.00147947,"pollinator","Attalus_olivensis",0.1
78,1,5,0.000121069,"pollinator","Attalus_pallipes",0.1
79,2,4,8.70443e-05,"pollinator","Attalus_ruficollis",0.1
80,4,6,0.000182153,"pollinator","Attalus_rugifrons",0.1
81,2,2,0.00167458,"pollinator","Aulacoderus_canariensis",0.1
81,4,5,6.60601e-05,"pollinator","Aulacoderus_canariensis",0.1
82,6,1,0.0002261,"pollinator","Axinotarsus_sp._1",0.1
83,2,5,0.000188627,"pollinator","Bassus_sp.",0.1
84,6,2,0.0001717,"pollinator","Blaesoxipha_sp._1",0.1
84,1,4,0.000116002,"pollinator","Blaesoxipha_sp._1",0.1
84,7,6,0.000520317,"pollinator","Blaesoxipha_sp._1",0.1
85,13,3,8.02219e-05,"pollinator","Bombylius_pintuarius",0.1
86,22,1,0.00046346,"pollinator","Bombylius_sp._1",0.1
87,2,4,0.000121204,"pollinator","Bracon_sp.",0.1
87,2,5,8.41775e-05,"pollinator","Bracon_sp.",0.1
88,4,6,0.00102008,"pollinator","Bruchidius_wollastoni",0.1
89,3,2,0.000410907,"pollinator","Campiglossa_martii",0.1
90,4,6,9.10765e-05,"pollinator","Campiglossa_reticulata",0.1
91,18,2,0.00181748,"pollinator","Camponotus_cfr._feae",0.1
92,1,2,0.00459846,"pollinator","Camponotus_feae",0.1
92,1,3,0.0212639,"pollinator","Camponotus_feae",0.1
92,1,4,0.0263592,"pollinator","Camponotus_feae",0.1
92,1,5,0.0281701,"pollinator","Camponotus_feae",0.1
92,1,6,0.0216388,"pollinator","Camponotus_feae",0.1
92,1,7,0.0276446,"pollinator","Camponotus_feae",0.1
93,2,2,4.36426e-05,"pollinator","Cecidomyiidae_sp.",0.1
94,2,7,7.29489e-05,"pollinator","Cecydomyiidae_sp.",0.1
95,3,2,0.000102727,"pollinator","Cephalodromia_sp.",0.1
95,8,3,0.000103819,"pollinator","Cephalodromia_sp.",0.1
96,1,5,5.49345e-05,"pollinator","Ceratogoponidae_sp.",0.1
96,1,7,0.000157242,"pollinator","Ceratogoponidae_sp.",0.1
97,1,7,7.86208e-05,"pollinator","Ceratogoponidae_sp._2",0.1
98,3,4,0.000217111,"pollinator","Chalicodoma_canescens",0.1
98,17,6,0.000825753,"pollinator","Chalicodoma_canescens",0.1
98,16,7,0.000461165,"pollinator","Chalicodoma_canescens",0.1
99,19,1,0.000228679,"pollinator","Chalicodoma_sicula",0.1
99,3,2,0.00030818,"pollinator","Chalicodoma_sicula",0.1
100,22,1,0.000494541,"pollinator","Chalicodoma_sp.",0.1
101,2,1,6.72714e-05,"pollinator","Chetogena_acuminata",0.1
101,18,2,0.0005014,"pollinator","Chetogena_acuminata",0.1
101,1,3,4.76063e-05,"pollinator","Chetogena_acuminata",0.1
101,1,4,0.000153345,"pollinator","Chetogena_acuminata",0.1
101,15,5,0.00013179,"pollinator","Chetogena_acuminata",0.1
101,1,6,0.000125376,"pollinator","Chetogena_acuminata",0.1
102,1,5,5.49345e-05,"pollinator","Chironomidae_sp.",0.1
103,1,7,0.000308811,"pollinator","Chironomidae_sp._1",0.1
104,9,1,0.000380922,"pollinator","Chloropidae_sp.",0.1
104,2,5,4.71568e-05,"pollinator","Chloropidae_sp.",0.1
105,18,2,0.000339745,"pollinator","Chloropidae_sp._1",0.1
106,2,2,8.30111e-05,"pollinator","Chloropidae_sp._2",0.1
106,2,3,0.000151588,"pollinator","Chloropidae_sp._2",0.1
107,2,7,0.000447831,"pollinator","Chloropidae_sp._3",0.1
108,2,6,6.87108e-05,"pollinator","Chloropidae_sp._4",0.1
108,1,7,7.20618e-05,"pollinator","Chloropidae_sp._4",0.1
109,1,4,5.95632e-05,"pollinator","Chloropidae_sp._5",0.1
109,5,5,0.000196971,"pollinator","Chloropidae_sp._5",0.1
110,1,4,5.95632e-05,"pollinator","Chloropidae_sp._6",0.1
111,1,2,0.00074148,"pollinator","Chrysomya_albiceps",0.1
111,1,3,0.00105665,"pollinator","Chrysomya_albiceps",0.1
111,1,4,0.00246167,"pollinator","Chrysomya_albiceps",0.1
111,4,6,0.000182153,"pollinator","Chrysomya_albiceps",0.1
111,1,7,7.86208e-05,"pollinator","Chrysomya_albiceps",0.1
112,1,3,5.09798e-05,"pollinator","Coccinella_miranda",0.1
112,1,5,5.61008e-05,"pollinator","Coccinella_miranda",0.1
113,3,1,0.00112824,"pollinator","Coleoptera_sp._5",0.1
114,17,7,0.000263462,"pollinator","Colias_croceus",0.1
115,14,3,0.000440437,"pollinator","Colletes_dimidiatus",0.1
115,1,7,0.00102207,"pollinator","Colletes_dimidiatus",0.1
116,12,1,0.0015957,"pollinator","Colletes1?_Waiting<85>",0.1
117,6,1,6.54347e-05,"pollinator","Colletes2?_Waiting<85>",0.1
118,2,5,4.71568e-05,"pollinator","Crematogaster_alluaudi",0.1
119,2,1,6.72714e-05,"pollinator","Crematogaster_scutellaris",0.1
120,2,5,4.71568e-05,"pollinator","Cryptocephalus_gounellei",0.1
121,2,7,0.000145011,"pollinator","Cryptocephalus_nitidicollis",0.1
122,2,2,0.000130928,"pollinator","Cryptocephalus_nubigena",0.1
123,1,3,4.76063e-05,"pollinator","Curculionidae_sp.",0.1
124,8,5,0.000236679,"pollinator","Dasytes_cf._subaenescens",0.1
125,3,2,0.000616361,"pollinator","Dasytes_lanzarotensis",0.1
126,4,5,0.00203378,"pollinator","Dasytes_subaenescens",0.1
126,4,6,0.000419974,"pollinator","Dasytes_subaenescens",0.1
126,4,7,0.000591039,"pollinator","Dasytes_subaenescens",0.1
127,1,7,7.20618e-05,"pollinator","Delia_flavibasis",0.1
128,3,2,0.00030818,"pollinator","Diglyphus_chabrias",0.1
129,1,7,0.000228984,"pollinator","Dilophus_hiemalis",0.1
130,3,3,0.000259936,"pollinator","Dinarmoides_spilopterus",0.1
130,3,4,0.000264852,"pollinator","Dinarmoides_spilopterus",0.1
131,7,2,0.000786198,"pollinator","Dischistus_atlanticus",0.1
132,4,5,6.60601e-05,"pollinator","Elasmus_platyedrae",0.1
133,2,6,0.000206132,"pollinator","Empididae_sp._1",0.1
133,1,7,7.17425e-05,"pollinator","Empididae_sp._1",0.1
134,1,7,7.86208e-05,"pollinator","Empis_sp._1",0.1
135,4,4,0.000119699,"pollinator","Eristalinus_aeneus",0.1
135,4,5,0.000102964,"pollinator","Eristalinus_aeneus",0.1
136,13,3,8.02219e-05,"pollinator","Eristalinus_taeniops",0.1
136,1,4,0.000517026,"pollinator","Eristalinus_taeniops",0.1
136,1,7,0.000146228,"pollinator","Eristalinus_taeniops",0.1
137,1,4,0.000116002,"pollinator","Eristalis_tenax",0.1
137,4,5,6.60601e-05,"pollinator","Eristalis_tenax",0.1
138,10,5,0.00141406,"pollinator","Estheria_simonyi",0.1
138,1,6,0.000585032,"pollinator","Estheria_simonyi",0.1
138,1,7,0.0016073,"pollinator","Estheria_simonyi",0.1
139,13,3,0.000347432,"pollinator","Eucera_gracilipes",0.1
139,10,5,0.00109514,"pollinator","Eucera_gracilipes",0.1
139,17,7,0.000821955,"pollinator","Eucera_gracilipes",0.1
140,8,4,0.000306755,"pollinator","Euderus_sp.",0.1
140,8,5,0.000237183,"pollinator","Euderus_sp.",0.1
140,8,7,0.000521065,"pollinator","Euderus_sp.",0.1
141,2,5,0.0014532,"pollinator","Eumerus_latitarsis",0.1
141,2,6,0.0030567,"pollinator","Eumerus_latitarsis",0.1
141,2,7,0.000893924,"pollinator","Eumerus_latitarsis",0.1
142,2,5,0.00055489,"pollinator","Eumerus_nivariae",0.1
143,3,4,0.000130066,"pollinator","Eupelmus_sp.",0.1
143,1,6,0.000119809,"pollinator","Eupelmus_sp.",0.1
144,1,6,7.12813e-05,"pollinator","Eupelmus_testaceiventris",0.1
145,5,2,0.000199444,"pollinator","Eurytoma_sp._1",0.1
145,3,4,0.000260133,"pollinator","Eurytoma_sp._1",0.1
146,3,2,0.000102727,"pollinator","Eurytoma_sp._2",0.1
146,5,6,9.12015e-05,"pollinator","Eurytoma_sp._2",0.1
147,2,1,0.000134543,"pollinator","Eurytoma_sp._3",0.1
148,1,6,8.58715e-05,"pollinator","Exetastes_segmentarius",0.1
149,13,3,8.02219e-05,"pollinator","Exhyalanthrax_canarionae",0.1
150,1,4,0.00017869,"pollinator","Fannia_sp.",0.1
151,13,3,8.02219e-05,"pollinator","Gasteruption_sp.",0.1
152,1,5,5.61008e-05,"pollinator","Geometridae_sp.",0.1
153,3,2,0.000102727,"pollinator","Geometridae_sp._2",0.1
154,4,4,0.000149034,"pollinator","Gnaphosidae_sp._1",0.1
155,23,2,0.000435033,"pollinator","Goniozus_sp.",0.1
156,3,6,0.000110029,"pollinator","Halictus_fulvipes",0.1
157,4,4,8.40882e-05,"pollinator","Holepyris_sp.",0.1
158,15,5,0.000263579,"pollinator","Hylaeus_ater",0.1
159,13,3,0.000641775,"pollinator","Hylaeus_hohmanni",0.1
160,3,1,0.000729563,"pollinator","Hylaeus_sp.",0.1
161,22,1,0.000265862,"pollinator","Hym._Waiting<85>.",0.1
162,16,7,0.000461165,"pollinator","Lasioglossum_arctifrons",0.1
163,3,2,0.000292186,"pollinator","Lasioglossum_loetum",0.1
163,14,3,0.00168406,"pollinator","Lasioglossum_loetum",0.1
163,4,4,8.40882e-05,"pollinator","Lasioglossum_loetum",0.1
163,5,5,0.000337632,"pollinator","Lasioglossum_loetum",0.1
163,1,6,0.00247465,"pollinator","Lasioglossum_loetum",0.1
163,1,7,0.00191913,"pollinator","Lasioglossum_loetum",0.1
164,3,1,0.00109083,"pollinator","Lasioglossum_phoenicurum",0.1
165,11,3,0.00302437,"pollinator","Lasioglossum_viride",0.1
165,11,4,0.00215833,"pollinator","Lasioglossum_viride",0.1
165,11,5,0.00407717,"pollinator","Lasioglossum_viride",0.1
165,11,6,0.00622962,"pollinator","Lasioglossum_viride",0.1
165,11,7,0.00274058,"pollinator","Lasioglossum_viride",0.1
166,10,5,0.000954995,"pollinator","Leptochilus_cruentatus",0.1
167,2,4,8.70443e-05,"pollinator","Leptochilus_eatoni",0.1
167,8,5,0.000123236,"pollinator","Leptochilus_eatoni",0.1
168,7,2,0.000984929,"pollinator","Leptochilus_fortunatus",0.1
169,1,7,7.86208e-05,"pollinator","Linnaemyia_soror",0.1
170,9,1,0.00340644,"pollinator","Lucilia_sericata",0.1
170,3,2,0.00149898,"pollinator","Lucilia_sericata",0.1
170,9,3,0.000710156,"pollinator","Lucilia_sericata",0.1
170,1,4,0.00131819,"pollinator","Lucilia_sericata",0.1
170,4,6,0.000546584,"pollinator","Lucilia_sericata",0.1
170,1,7,0.00059468,"pollinator","Lucilia_sericata",0.1
171,2,1,0.00100907,"pollinator","Lucilia_sp._1",0.1
172,9,1,0.000130326,"pollinator","Macrocoma_cf._henoni",0.1
173,1,4,0.000116002,"pollinator","Macrocoma_splendens",0.1
174,1,3,5.09798e-05,"pollinator","Macroglossum_stellatarum",0.1
175,2,5,0.000168226,"pollinator","Malthinus_mutabilis",0.1
176,1,4,0.000116002,"pollinator","Megachile_canariensis",0.1
176,16,7,0.000461165,"pollinator","Megachile_canariensis",0.1
177,1,6,0.000143548,"pollinator","Megaselia_sp._1",0.1
178,3,5,0.00101928,"pollinator","Megaselia_sp._2",0.1
179,13,3,8.02219e-05,"pollinator","Melecta_curvispina",0.1
180,22,1,0.000265862,"pollinator","Melecta_sp.",0.1
181,10,5,0.00169479,"pollinator","Meligethes_canariensis",0.1
182,24,4,0.000304919,"pollinator","Meligethes_cf._canariensis",0.1
183,2,2,4.36426e-05,"pollinator","Milichiidae_sp.",0.1
184,2,5,4.71568e-05,"pollinator","Minotetrastichus_sp.",0.1
185,15,4,0.000140793,"pollinator","Monomorium_subopacum",0.1
186,1,4,0.000116002,"pollinator","Mordellistena_cf._canariensis",0.1
187,2,1,0.000372926,"pollinator","Musca_domestica",0.1
187,1,3,0.000985932,"pollinator","Musca_domestica",0.1
187,1,4,0.000621968,"pollinator","Musca_domestica",0.1
187,1,5,0.000576618,"pollinator","Musca_domestica",0.1
187,1,6,0.000243454,"pollinator","Musca_domestica",0.1
188,2,1,0.000134543,"pollinator","Musca_osiris",0.1
188,6,2,4.29251e-05,"pollinator","Musca_osiris",0.1
189,2,1,0.000603606,"pollinator","Musca_sorbens",0.1
190,4,5,6.60601e-05,"pollinator","Myathropa_florea",0.1
190,1,7,0.000687469,"pollinator","Myathropa_florea",0.1
191,1,7,0.000157242,"pollinator","Mycetophilidae_sp._1",0.1
192,8,4,0.00280716,"pollinator","Myopites_nigrescens",0.1
192,8,6,0.000980053,"pollinator","Myopites_nigrescens",0.1
192,8,7,0.00381205,"pollinator","Myopites_nigrescens",0.1
193,1,5,9.20104e-05,"pollinator","Neodryophilus_cryptophagoides",0.1
193,1,7,0.000106827,"pollinator","Neodryophilus_cryptophagoides",0.1
194,9,1,0.00525918,"pollinator","Nomioides_deceptor",0.1
195,24,4,0.000304919,"pollinator","Nomioides_fortunatus",0.1
196,12,1,0.00128617,"pollinator","Nomioides_sp.",0.1
197,2,2,4.36426e-05,"pollinator","Nyctia_lugubris",0.1
197,1,6,0.000205681,"pollinator","Nyctia_lugubris",0.1
198,3,1,0.000119004,"pollinator","Ormyrus_sp._1",0.1
199,13,3,0.0008598,"pollinator","Oscinella_sp._1",0.1
199,4,4,0.000168176,"pollinator","Oscinella_sp._1",0.1
200,2,4,0.000174089,"pollinator","Oscinella_sp._2",0.1
201,23,2,0.000435033,"pollinator","Oscinimorpha_sp.",0.1
202,21,3,0.00184366,"pollinator","Osmia_canaria",0.1
202,16,7,0.000461165,"pollinator","Osmia_canaria",0.1
203,3,3,0.000308844,"pollinator","Osmia_latreillei",0.1
203,3,6,0.000161549,"pollinator","Osmia_latreillei",0.1
204,4,4,0.000168176,"pollinator","Oxyopes_cf._kraepelinorum",0.1
205,2,6,6.87108e-05,"pollinator","Oxyopes_kraepelinorum",0.1
206,3,1,0.000397113,"pollinator","Paragus_tibialis",0.1
206,3,2,0.000161068,"pollinator","Paragus_tibialis",0.1
207,1,6,0.000352743,"pollinator","Paratrechina_longicornis",0.1
207,1,7,7.86208e-05,"pollinator","Paratrechina_longicornis",0.1
208,10,7,0.000178367,"pollinator","Perilampus_sp._1",0.1
209,1,7,7.86208e-05,"pollinator","Perilampus_sp._2",0.1
210,2,2,4.36426e-05,"pollinator","Phalacrus_coruscus",0.1
210,8,7,0.000338089,"pollinator","Phalacrus_coruscus",0.1
211,14,3,7.74622e-05,"pollinator","Phthiria_simonyi",0.1
211,10,5,0.000709659,"pollinator","Phthiria_simonyi",0.1
211,10,7,0.00018791,"pollinator","Phthiria_simonyi",0.1
212,2,1,6.72714e-05,"pollinator","Physiphora_alceae",0.1
212,1,4,0.000119126,"pollinator","Physiphora_alceae",0.1
213,1,4,0.000348006,"pollinator","Phyto_discrepans",0.1
214,2,2,4.36426e-05,"pollinator","Phyto_nigrobarbata",0.1
215,3,3,0.000558492,"pollinator","Pieris_rapae",0.1
215,3,6,0.000271916,"pollinator","Pieris_rapae",0.1
216,6,1,0.00313792,"pollinator","Plagiolepis_schmitzii",0.1
216,6,2,0.0127774,"pollinator","Plagiolepis_schmitzii",0.1
216,8,4,0.000135338,"pollinator","Plagiolepis_schmitzii",0.1
216,6,6,0.00611614,"pollinator","Plagiolepis_schmitzii",0.1
217,3,3,0.000451871,"pollinator","Plagiolepis_sp._2",0.1
217,3,4,0.0025849,"pollinator","Plagiolepis_sp._2",0.1
217,1,5,0.00238774,"pollinator","Plagiolepis_sp._2",0.1
218,1,4,0.000106275,"pollinator","Platypalpus_sp.",0.1
218,1,5,0.000145736,"pollinator","Platypalpus_sp.",0.1
219,2,2,4.36426e-05,"pollinator","Platypalpus_sp._1",0.1
219,1,6,7.12813e-05,"pollinator","Platypalpus_sp._1",0.1
220,1,4,0.000116002,"pollinator","Platypalpus_sp._2",0.1
221,2,1,0.000229773,"pollinator","Podalonia_sp.",0.1
222,9,1,0.000285692,"pollinator","Proconura_sp._1",0.1
223,3,2,0.000102727,"pollinator","Proconura_sp._2",0.1
224,4,5,0.00013212,"pollinator","Pteromalus_sp._1",0.1
225,3,1,0.000213575,"pollinator","Pteromalus_sp._2",0.1
225,3,2,0.000865973,"pollinator","Pteromalus_sp._2",0.1
226,8,4,0.000221428,"pollinator","Pteromalus_sp._3",0.1
226,8,7,0.000543734,"pollinator","Pteromalus_sp._3",0.1
227,4,4,0.000378615,"pollinator","Pteromalus_sp._4",0.1
227,4,5,0.000189032,"pollinator","Pteromalus_sp._4",0.1
228,2,7,7.29489e-05,"pollinator","Rondania_insularis",0.1
229,2,2,8.72852e-05,"pollinator","Sapromyza_sp.",0.1
230,9,1,0.000162502,"pollinator","Sarcophaga_sp._1",0.1
231,9,1,9.52306e-05,"pollinator","Sarcophagidae_sp.",0.1
232,2,1,0.000403628,"pollinator","Sarcophagidae_sp._2",0.1
233,2,7,7.29489e-05,"pollinator","Sarcophagidae_sp._3",0.1
234,18,2,0.0011524,"pollinator","Sarcophagidae_sp._4",0.1
235,2,2,0.000920339,"pollinator","Sarcophagidae_sp._5",0.1
235,2,3,0.000302604,"pollinator","Sarcophagidae_sp._5",0.1
235,1,4,0.000416943,"pollinator","Sarcophagidae_sp._5",0.1
235,1,6,0.000213216,"pollinator","Sarcophagidae_sp._5",0.1
236,3,2,0.000205454,"pollinator","Sarcophagidae_sp._6",0.1
237,2,1,0.0004709,"pollinator","Sarcophagidae_sp._7",0.1
238,1,4,0.000655195,"pollinator","Sarcophagidae_sp._8",0.1
238,1,6,0.000396772,"pollinator","Sarcophagidae_sp._8",0.1
239,13,3,0.000160444,"pollinator","Scaeva_albomaculata",0.1
239,5,6,0.000448025,"pollinator","Scaeva_albomaculata",0.1
239,1,7,7.86208e-05,"pollinator","Scaeva_albomaculata",0.1
