"","module_sub_module","layer_from","layer_to","distance","num_of_species"
"1334","1 . 4",6,8,116423.1775,12
"1335","1 . 4",6,10,173890.0276,12
"1336","1 . 4",6,11,200252.1231,12
"1337","1 . 4",6,12,200269.4864,11
"1338","1 . 4",7,8,95.901643,9
"1339","1 . 4",7,10,57507.0912,9
"1340","1 . 4",7,11,92943.79946,10
"1341","1 . 4",7,12,92982.62174,10
"1342","1 . 4",8,10,57537.41864,7
"1343","1 . 4",8,12,93055.34728,8
"1344","1 . 4",10,12,52699.21787,7
"1345","1 . 4",11,12,70.701802,8
"1346","1 . 4",3,4,67.363151,16
"1347","1 . 4",5,6,95.95512,11
"1348","1 . 4",5,7,116498.0882,9
"1349","1 . 4",5,11,200279.0495,7
"1350","1 . 4",6,7,116448.0545,13
"1351","1 . 4",6,8,116423.1775,12
"1352","1 . 4",6,10,173890.0276,12
"1353","1 . 4",6,11,200252.1231,12
"1354","1 . 4",6,12,200269.4864,11
"1355","1 . 4",7,8,95.901643,9
"1356","1 . 4",7,10,57507.0912,9
"1357","1 . 4",7,11,92943.79946,10
"1358","1 . 4",7,12,92982.62174,10
"1359","1 . 4",8,10,57537.41864,7
"1360","1 . 4",8,12,93055.34728,8
"1361","1 . 4",10,12,52699.21787,7
"1362","1 . 4",11,12,70.701802,8
"1363","1 . 4",3,4,67.363151,16
"1364","1 . 4",5,6,95.95512,11
"1365","1 . 4",5,7,116498.0882,9
"1366","1 . 4",5,11,200279.0495,7
"1367","1 . 4",6,7,116448.0545,13
"1368","1 . 4",6,8,116423.1775,12
"1369","1 . 4",6,10,173890.0276,12
"1370","1 . 4",6,11,200252.1231,12
"1371","1 . 4",6,12,200269.4864,11
"1372","1 . 4",7,8,95.901643,9
"1373","1 . 4",7,10,57507.0912,9
"1374","1 . 4",7,11,92943.79946,10
"1375","1 . 4",7,12,92982.62174,10
"1376","1 . 4",8,10,57537.41864,7
"1377","1 . 4",8,12,93055.34728,8
"1378","1 . 4",10,12,52699.21787,7
"1379","1 . 4",11,12,70.701802,8
"1380","1 . 4",3,4,67.363151,16
"1381","1 . 4",5,6,95.95512,11
"1382","1 . 4",5,7,116498.0882,9
"1383","1 . 4",5,11,200279.0495,7
"1384","1 . 4",6,7,116448.0545,13
"1385","1 . 4",6,8,116423.1775,12
"1386","1 . 4",6,10,173890.0276,12
"1387","1 . 4",6,11,200252.1231,12
"1388","1 . 4",6,12,200269.4864,11
"1389","1 . 4",7,8,95.901643,9
"1390","1 . 4",7,10,57507.0912,9
"1391","1 . 4",7,11,92943.79946,10
"1392","1 . 4",7,12,92982.62174,10
"1393","1 . 4",8,10,57537.41864,7
"1394","1 . 4",8,12,93055.34728,8
"1395","1 . 4",10,12,52699.21787,7
"1396","1 . 4",11,12,70.701802,8
"1397","1 . 4",3,4,67.363151,16
"1398","1 . 4",5,6,95.95512,11
"1399","1 . 4",5,7,116498.0882,9
"1400","1 . 4",5,11,200279.0495,7
"1401","1 . 4",6,7,116448.0545,13
"1402","1 . 4",6,8,116423.1775,12
"1403","1 . 4",6,10,173890.0276,12
"1404","1 . 4",6,11,200252.1231,12
"1405","1 . 4",6,12,200269.4864,11
"1406","1 . 4",7,8,95.901643,9
"1407","1 . 4",7,10,57507.0912,9
"1408","1 . 4",7,11,92943.79946,10
"1409","1 . 4",7,12,92982.62174,10
"1410","1 . 4",8,10,57537.41864,7
"1411","1 . 4",8,12,93055.34728,8
"1412","1 . 4",10,12,52699.21787,7
"1413","1 . 4",11,12,70.701802,8
"1414","1 . 4",3,4,67.363151,16
"1415","1 . 4",5,6,95.95512,11
"1416","1 . 4",5,7,116498.0882,9
"1417","1 . 4",5,11,200279.0495,7
"1418","1 . 4",6,7,116448.0545,13
"1419","1 . 4",6,8,116423.1775,12
"1420","1 . 4",6,10,173890.0276,12
"1421","1 . 4",6,11,200252.1231,12
"1422","1 . 4",6,12,200269.4864,11
"1423","1 . 4",7,8,95.901643,9
"1424","1 . 4",7,10,57507.0912,9
"1425","1 . 4",7,11,92943.79946,10
"1426","1 . 4",7,12,92982.62174,10
"1427","1 . 4",8,10,57537.41864,7
"1428","1 . 4",8,12,93055.34728,8
"1429","1 . 4",10,12,52699.21787,7
"1430","1 . 4",11,12,70.701802,8
"1431","1 . 4",3,4,67.363151,16
"1432","1 . 4",5,6,95.95512,11
"1433","1 . 4",5,7,116498.0882,9
"1434","1 . 4",5,11,200279.0495,7
"1435","1 . 4",6,7,116448.0545,13
"1436","1 . 4",6,8,116423.1775,12
"1437","1 . 4",6,10,173890.0276,12
"1438","1 . 4",6,11,200252.1231,12
"1439","1 . 4",6,12,200269.4864,11
"1440","1 . 4",7,8,95.901643,9
"1441","1 . 4",7,10,57507.0912,9
"1442","1 . 4",7,11,92943.79946,10
"1443","1 . 4",7,12,92982.62174,10
"1444","1 . 4",8,10,57537.41864,7
"1445","1 . 4",8,12,93055.34728,8
"1446","1 . 4",10,12,52699.21787,7
"1447","1 . 4",11,12,70.701802,8
"1448","1 . 4",3,4,67.363151,16
"1449","1 . 4",5,6,95.95512,11
"1450","1 . 4",5,7,116498.0882,9
"1451","1 . 4",5,11,200279.0495,7
"1452","1 . 4",6,7,116448.0545,13
"1453","1 . 4",6,8,116423.1775,12
"1454","1 . 4",6,10,173890.0276,12
"1455","1 . 4",6,11,200252.1231,12
"1456","1 . 4",6,12,200269.4864,11
"1457","1 . 4",7,8,95.901643,9
"1458","1 . 4",7,10,57507.0912,9
"1459","1 . 4",7,11,92943.79946,10
"1460","1 . 4",7,12,92982.62174,10
"1461","1 . 4",8,10,57537.41864,7
"1462","1 . 4",8,12,93055.34728,8
"1463","1 . 4",10,12,52699.21787,7
"1464","1 . 4",11,12,70.701802,8
"1465","1 . 4",3,4,67.363151,16
"1466","1 . 4",5,6,95.95512,11
"1467","1 . 4",5,7,116498.0882,9
"1468","1 . 4",5,11,200279.0495,7
"1469","1 . 4",6,7,116448.0545,13
"1470","1 . 4",6,8,116423.1775,12
"1471","1 . 4",6,10,173890.0276,12
"1472","1 . 4",6,11,200252.1231,12
"1473","1 . 4",6,12,200269.4864,11
"1474","1 . 4",7,8,95.901643,9
"1475","1 . 4",7,10,57507.0912,9
"1476","1 . 4",7,11,92943.79946,10
"1477","1 . 4",7,12,92982.62174,10
"1478","1 . 4",8,10,57537.41864,7
"1479","1 . 4",8,12,93055.34728,8
"1480","1 . 4",10,12,52699.21787,7
"1481","1 . 4",11,12,70.701802,8
"1482","1 . 4",3,4,67.363151,16
"1483","1 . 4",5,6,95.95512,11
"1484","1 . 4",5,7,116498.0882,9
"1485","1 . 4",5,11,200279.0495,7
"1486","1 . 4",6,7,116448.0545,13
"1487","1 . 4",6,8,116423.1775,12
"1488","1 . 4",6,10,173890.0276,12
"1489","1 . 4",6,11,200252.1231,12
"1490","1 . 4",6,12,200269.4864,11
"1491","1 . 4",7,8,95.901643,9
"1492","1 . 4",7,10,57507.0912,9
"1493","1 . 4",7,11,92943.79946,10
"1494","1 . 4",7,12,92982.62174,10
"1495","1 . 4",8,10,57537.41864,7
"1496","1 . 4",8,12,93055.34728,8
"1497","1 . 4",10,12,52699.21787,7
"1498","1 . 4",11,12,70.701802,8
"1499","1 . 4",3,4,67.363151,16
"1500","1 . 4",5,6,95.95512,11
"1501","1 . 4",5,7,116498.0882,9
"1502","1 . 4",5,11,200279.0495,7
"1503","1 . 4",6,7,116448.0545,13
"1504","1 . 4",6,8,116423.1775,12
"1505","1 . 4",6,10,173890.0276,12
"1506","1 . 4",6,11,200252.1231,12
"1507","1 . 4",6,12,200269.4864,11
"1508","1 . 4",7,8,95.901643,9
"1509","1 . 4",7,10,57507.0912,9
"1510","1 . 4",7,11,92943.79946,10
"1511","1 . 4",7,12,92982.62174,10
"1512","1 . 4",8,10,57537.41864,7
"1513","1 . 4",8,12,93055.34728,8
"1514","1 . 4",10,12,52699.21787,7
"1515","1 . 4",11,12,70.701802,8
"1516","1 . 4",3,4,67.363151,16
"1517","1 . 4",5,6,95.95512,11
"1518","1 . 4",5,7,116498.0882,9
"1519","1 . 4",5,11,200279.0495,7
"1520","1 . 4",6,7,116448.0545,13
"1521","1 . 4",6,8,116423.1775,12
"1522","1 . 4",6,10,173890.0276,12
"1523","1 . 4",6,11,200252.1231,12
"1524","1 . 4",6,12,200269.4864,11
"1525","1 . 4",7,8,95.901643,9
"1526","1 . 4",7,10,57507.0912,9
"1527","1 . 4",7,11,92943.79946,10
"1528","1 . 4",7,12,92982.62174,10
"1529","1 . 4",8,10,57537.41864,7
"1530","1 . 4",8,12,93055.34728,8
"1531","1 . 4",10,12,52699.21787,7
"1532","1 . 4",11,12,70.701802,8
"1533","1 . 4",3,4,67.363151,16
"1534","1 . 4",5,6,95.95512,11
"1535","1 . 4",5,7,116498.0882,9
"1536","1 . 4",5,11,200279.0495,7
"1537","1 . 4",6,7,116448.0545,13
"1538","1 . 4",6,8,116423.1775,12
"1539","1 . 4",6,10,173890.0276,12
"1540","1 . 4",6,11,200252.1231,12
"1541","1 . 4",6,12,200269.4864,11
"1542","1 . 4",7,8,95.901643,9
"1543","1 . 4",7,10,57507.0912,9
"1544","1 . 4",7,11,92943.79946,10
"1545","1 . 4",7,12,92982.62174,10
"1546","1 . 4",8,10,57537.41864,7
"1547","1 . 4",8,12,93055.34728,8
"1548","1 . 4",10,12,52699.21787,7
"1549","1 . 4",11,12,70.701802,8
"1550","1 . 4",3,4,67.363151,16
"1551","1 . 4",5,6,95.95512,11
"1552","1 . 4",5,7,116498.0882,9
"1553","1 . 4",5,11,200279.0495,7
"1554","1 . 4",6,7,116448.0545,13
"1555","1 . 4",6,8,116423.1775,12
"1556","1 . 4",6,10,173890.0276,12
"1557","1 . 4",6,11,200252.1231,12
"1558","1 . 4",6,12,200269.4864,11
"1559","1 . 4",7,8,95.901643,9
"1560","1 . 4",7,10,57507.0912,9
"1561","1 . 4",7,11,92943.79946,10
"1562","1 . 4",7,12,92982.62174,10
"1563","1 . 4",8,10,57537.41864,7
"1564","1 . 4",8,12,93055.34728,8
"1565","1 . 4",10,12,52699.21787,7
"1566","1 . 4",11,12,70.701802,8
"1567","1 . 4",3,4,67.363151,16
"1568","1 . 4",5,6,95.95512,11
"1569","1 . 4",5,7,116498.0882,9
"1570","1 . 4",5,11,200279.0495,7
"1571","1 . 4",6,7,116448.0545,13
"1572","1 . 4",6,8,116423.1775,12
"1573","1 . 4",6,10,173890.0276,12
"1574","1 . 4",6,11,200252.1231,12
"1575","1 . 4",6,12,200269.4864,11
"1576","1 . 4",7,8,95.901643,9
"1577","1 . 4",7,10,57507.0912,9
"1578","1 . 4",7,11,92943.79946,10
"1579","1 . 4",7,12,92982.62174,10
"1580","1 . 4",8,10,57537.41864,7
"1581","1 . 4",8,12,93055.34728,8
"1582","1 . 4",10,12,52699.21787,7
"1583","1 . 4",11,12,70.701802,8
"1584","1 . 4",3,4,67.363151,16
"1585","1 . 4",5,6,95.95512,11
"1586","1 . 4",5,7,116498.0882,9
"1587","1 . 4",5,11,200279.0495,7
"1588","1 . 4",6,7,116448.0545,13
"1589","1 . 4",6,8,116423.1775,12
"1590","1 . 4",6,10,173890.0276,12
"1591","1 . 4",6,11,200252.1231,12
"1592","1 . 4",6,12,200269.4864,11
"1593","1 . 4",7,8,95.901643,9
"1594","1 . 4",7,10,57507.0912,9
"1595","1 . 4",7,11,92943.79946,10
"1596","1 . 4",7,12,92982.62174,10
"1597","1 . 4",8,10,57537.41864,7
"1598","1 . 4",8,12,93055.34728,8
"1599","1 . 4",10,12,52699.21787,7
"1600","1 . 4",11,12,70.701802,8
"1601","1 . 4",3,4,67.363151,16
"1602","1 . 4",5,6,95.95512,11
"1603","1 . 4",5,7,116498.0882,9
"1604","1 . 4",5,11,200279.0495,7
"1605","1 . 4",6,7,116448.0545,13
"1606","1 . 4",6,8,116423.1775,12
"1607","1 . 4",6,10,173890.0276,12
"1608","1 . 4",6,11,200252.1231,12
"1609","1 . 4",6,12,200269.4864,11
"1610","1 . 4",7,8,95.901643,9
"1611","1 . 4",7,10,57507.0912,9
"1612","1 . 4",7,11,92943.79946,10
"1613","1 . 4",7,12,92982.62174,10
"1614","1 . 4",8,10,57537.41864,7
"1615","1 . 4",8,12,93055.34728,8
"1616","1 . 4",10,12,52699.21787,7
"1617","1 . 4",11,12,70.701802,8
"1618","1 . 4",3,4,67.363151,16
"1619","1 . 4",5,6,95.95512,11
"1620","1 . 4",5,7,116498.0882,9
"1621","1 . 4",5,11,200279.0495,7
"1622","1 . 4",6,7,116448.0545,13
"1623","1 . 4",6,8,116423.1775,12
"1624","1 . 4",6,10,173890.0276,12
"1625","1 . 4",6,11,200252.1231,12
"1626","1 . 4",6,12,200269.4864,11
"1627","1 . 4",7,8,95.901643,9
"1628","1 . 4",7,10,57507.0912,9
"1629","1 . 4",7,11,92943.79946,10
"1630","1 . 4",7,12,92982.62174,10
"1631","1 . 4",8,10,57537.41864,7
"1632","1 . 4",8,12,93055.34728,8
"1633","1 . 4",10,12,52699.21787,7
"1634","1 . 4",11,12,70.701802,8
"1635","1 . 4",3,4,67.363151,16
"1636","1 . 4",5,6,95.95512,11
"1637","1 . 4",5,7,116498.0882,9
"1638","1 . 4",5,11,200279.0495,7
"1639","1 . 4",6,7,116448.0545,13
"1640","1 . 4",6,8,116423.1775,12
"1641","1 . 4",6,10,173890.0276,12
"1642","1 . 4",6,11,200252.1231,12
"1643","1 . 4",6,12,200269.4864,11
"1644","1 . 4",7,8,95.901643,9
"1645","1 . 4",7,10,57507.0912,9
"1646","1 . 4",7,11,92943.79946,10
"1647","1 . 4",7,12,92982.62174,10
"1648","1 . 4",8,10,57537.41864,7
"1649","1 . 4",8,12,93055.34728,8
"1650","1 . 4",10,12,52699.21787,7
"1651","1 . 4",11,12,70.701802,8
"1652","1 . 4",3,4,67.363151,16
"1653","1 . 4",5,6,95.95512,11
"1654","1 . 4",5,7,116498.0882,9
"1655","1 . 4",5,11,200279.0495,7
"1656","1 . 4",6,7,116448.0545,13
"1657","1 . 4",6,8,116423.1775,12
"1658","1 . 4",6,10,173890.0276,12
"1659","1 . 4",6,11,200252.1231,12
"1660","1 . 4",6,12,200269.4864,11
"1661","1 . 4",7,8,95.901643,9
"1662","1 . 4",7,10,57507.0912,9
"1663","1 . 4",7,11,92943.79946,10
"1664","1 . 4",7,12,92982.62174,10
"1665","1 . 4",8,10,57537.41864,7
"1666","1 . 4",8,12,93055.34728,8
"1667","1 . 4",10,12,52699.21787,7
"1668","1 . 4",11,12,70.701802,8
"1669","1 . 4",3,4,67.363151,16
"1670","1 . 4",5,6,95.95512,11
"1671","1 . 4",5,7,116498.0882,9
"1672","1 . 4",5,11,200279.0495,7
"1673","1 . 4",6,7,116448.0545,13
"1674","1 . 4",6,8,116423.1775,12
"1675","1 . 4",6,10,173890.0276,12
"1676","1 . 4",6,11,200252.1231,12
"1677","1 . 4",6,12,200269.4864,11
"1678","1 . 4",7,8,95.901643,9
"1679","1 . 4",7,10,57507.0912,9
"1680","1 . 4",7,11,92943.79946,10
"1681","1 . 4",7,12,92982.62174,10
"1682","1 . 4",8,10,57537.41864,7
"1683","1 . 4",8,12,93055.34728,8
"1684","1 . 4",10,12,52699.21787,7
"1685","1 . 4",11,12,70.701802,8
"1686","1 . 4",3,4,67.363151,16
"1687","1 . 4",5,6,95.95512,11
"1688","1 . 4",5,7,116498.0882,9
"1689","1 . 4",5,11,200279.0495,7
"1690","1 . 4",6,7,116448.0545,13
"1691","1 . 4",6,8,116423.1775,12
"1692","1 . 4",6,10,173890.0276,12
"1693","1 . 4",6,11,200252.1231,12
"1694","1 . 4",6,12,200269.4864,11
"1695","1 . 4",7,8,95.901643,9
"1696","1 . 4",7,10,57507.0912,9
"1697","1 . 4",7,11,92943.79946,10
"1698","1 . 4",7,12,92982.62174,10
"1699","1 . 4",8,10,57537.41864,7
"1700","1 . 4",8,12,93055.34728,8
"1701","1 . 4",10,12,52699.21787,7
"1702","1 . 4",11,12,70.701802,8
"1703","1 . 4",3,4,67.363151,16
"1704","1 . 4",5,6,95.95512,11
"1705","1 . 4",5,7,116498.0882,9
"1706","1 . 4",5,11,200279.0495,7
"1707","1 . 4",6,7,116448.0545,13
"1708","1 . 4",6,8,116423.1775,12
"1709","1 . 4",6,10,173890.0276,12
"1710","1 . 4",6,11,200252.1231,12
"1711","1 . 4",6,12,200269.4864,11
"1712","1 . 4",7,8,95.901643,9
"1713","1 . 4",7,10,57507.0912,9
"1714","1 . 4",7,11,92943.79946,10
"1715","1 . 4",7,12,92982.62174,10
"1716","1 . 4",8,10,57537.41864,7
"1717","1 . 4",8,12,93055.34728,8
"1718","1 . 4",10,12,52699.21787,7
"1719","1 . 4",11,12,70.701802,8
"1720","1 . 4",3,4,67.363151,16
"1721","1 . 4",5,6,95.95512,11
"1722","1 . 4",5,7,116498.0882,9
"1723","1 . 4",5,11,200279.0495,7
"1724","1 . 4",6,7,116448.0545,13
"1725","1 . 4",6,8,116423.1775,12
"1726","1 . 4",6,10,173890.0276,12
"1727","1 . 4",6,11,200252.1231,12
"1728","1 . 4",6,12,200269.4864,11
"1729","1 . 4",7,8,95.901643,9
"1730","1 . 4",7,10,57507.0912,9
"1731","1 . 4",7,11,92943.79946,10
"1732","1 . 4",7,12,92982.62174,10
"1733","1 . 4",8,10,57537.41864,7
"1734","1 . 4",8,12,93055.34728,8
"1735","1 . 4",10,12,52699.21787,7
"1736","1 . 4",11,12,70.701802,8
"1737","1 . 4",3,4,67.363151,16
"1738","1 . 4",5,6,95.95512,11
"1739","1 . 4",5,7,116498.0882,9
"1740","1 . 4",5,11,200279.0495,7
"1741","1 . 4",6,7,116448.0545,13
"1742","1 . 4",6,8,116423.1775,12
"1743","1 . 4",6,10,173890.0276,12
"1744","1 . 4",6,11,200252.1231,12
"1745","1 . 4",6,12,200269.4864,11
"1746","1 . 4",7,8,95.901643,9
"1747","1 . 4",7,10,57507.0912,9
"1748","1 . 4",7,11,92943.79946,10
"1749","1 . 4",7,12,92982.62174,10
"1750","1 . 4",8,10,57537.41864,7
"1751","1 . 4",8,12,93055.34728,8
"1752","1 . 4",10,12,52699.21787,7
"1753","1 . 4",11,12,70.701802,8
"1754","1 . 4",3,4,67.363151,16
"1755","1 . 4",5,6,95.95512,11
"1756","1 . 4",5,7,116498.0882,9
"1757","1 . 4",5,11,200279.0495,7
"1758","1 . 4",6,7,116448.0545,13
"1759","1 . 4",6,8,116423.1775,12
"1760","1 . 4",6,10,173890.0276,12
"1761","1 . 4",6,11,200252.1231,12
"1762","1 . 4",6,12,200269.4864,11
"1763","1 . 4",7,8,95.901643,9
"1764","1 . 4",7,10,57507.0912,9
"1765","1 . 4",7,11,92943.79946,10
"1766","1 . 4",7,12,92982.62174,10
"1767","1 . 4",8,10,57537.41864,7
"1768","1 . 4",8,12,93055.34728,8
"1769","1 . 4",10,12,52699.21787,7
"1770","1 . 4",11,12,70.701802,8
"1771","1 . 4",3,4,67.363151,16
"1772","1 . 4",5,6,95.95512,11
"1773","1 . 4",5,7,116498.0882,9
"1774","1 . 4",5,11,200279.0495,7
"1775","1 . 4",6,7,116448.0545,13
"1776","1 . 4",6,8,116423.1775,12
"1777","1 . 4",6,10,173890.0276,12
"1778","1 . 4",6,11,200252.1231,12
"1779","1 . 4",6,12,200269.4864,11
"1780","1 . 4",7,8,95.901643,9
"1781","1 . 4",7,10,57507.0912,9
"1782","1 . 4",7,11,92943.79946,10
"1783","1 . 4",7,12,92982.62174,10
"1784","1 . 4",8,10,57537.41864,7
"1785","1 . 4",8,12,93055.34728,8
"1786","1 . 4",10,12,52699.21787,7
"1787","1 . 4",11,12,70.701802,8
"1788","1 . 4",3,4,67.363151,16
"1789","1 . 4",5,6,95.95512,11
"1790","1 . 4",5,7,116498.0882,9
"1791","1 . 4",5,11,200279.0495,7
"1792","1 . 4",6,7,116448.0545,13
"1793","1 . 4",6,8,116423.1775,12
"1794","1 . 4",6,10,173890.0276,12
"1795","1 . 4",6,11,200252.1231,12
"1796","1 . 4",6,12,200269.4864,11
"1797","1 . 4",7,8,95.901643,9
"1798","1 . 4",7,10,57507.0912,9
"1799","1 . 4",7,11,92943.79946,10
"1800","1 . 4",7,12,92982.62174,10
"1801","1 . 4",8,10,57537.41864,7
"1802","1 . 4",8,12,93055.34728,8
"1803","1 . 4",10,12,52699.21787,7
"1804","1 . 4",11,12,70.701802,8
"1805","1 . 4",3,4,67.363151,16
"1806","1 . 4",5,6,95.95512,11
"1807","1 . 4",5,7,116498.0882,9
"1808","1 . 4",5,11,200279.0495,7
"1809","1 . 4",6,7,116448.0545,13
"1810","1 . 4",6,8,116423.1775,12
"1811","1 . 4",6,10,173890.0276,12
"1812","1 . 4",6,11,200252.1231,12
"1813","1 . 4",6,12,200269.4864,11
"1814","1 . 4",7,8,95.901643,9
"1815","1 . 4",7,10,57507.0912,9
"1816","1 . 4",7,11,92943.79946,10
"1817","1 . 4",7,12,92982.62174,10
"1818","1 . 4",8,10,57537.41864,7
"1819","1 . 4",8,12,93055.34728,8
"1820","1 . 4",10,12,52699.21787,7
"1821","1 . 4",11,12,70.701802,8
"1822","1 . 4",3,4,67.363151,16
"1823","1 . 4",5,6,95.95512,11
"1824","1 . 4",5,7,116498.0882,9
"1825","1 . 4",5,11,200279.0495,7
"1826","1 . 4",6,7,116448.0545,13
"1827","1 . 4",6,8,116423.1775,12
"1828","1 . 4",6,10,173890.0276,12
"1829","1 . 4",6,11,200252.1231,12
"1830","1 . 4",6,12,200269.4864,11
"1831","1 . 4",7,8,95.901643,9
"1832","1 . 4",7,10,57507.0912,9
"1833","1 . 4",7,11,92943.79946,10
"1834","1 . 4",7,12,92982.62174,10
"1835","1 . 4",8,10,57537.41864,7
"1836","1 . 4",8,12,93055.34728,8
"1837","1 . 4",10,12,52699.21787,7
"1838","1 . 4",11,12,70.701802,8
"1839","1 . 4",3,4,67.363151,16
"1840","1 . 4",5,6,95.95512,11
"1841","1 . 4",5,7,116498.0882,9
"1842","1 . 4",5,11,200279.0495,7
"1843","1 . 4",6,7,116448.0545,13
"1844","1 . 4",6,8,116423.1775,12
"1845","1 . 4",6,10,173890.0276,12
"1846","1 . 4",6,11,200252.1231,12
"1847","1 . 4",6,12,200269.4864,11
"1848","1 . 4",7,8,95.901643,9
"1849","1 . 4",7,10,57507.0912,9
"1850","1 . 4",7,11,92943.79946,10
"1851","1 . 4",7,12,92982.62174,10
"1852","1 . 4",8,10,57537.41864,7
"1853","1 . 4",8,12,93055.34728,8
"1854","1 . 4",10,12,52699.21787,7
"1855","1 . 4",11,12,70.701802,8
"1856","1 . 4",3,4,67.363151,16
"1857","1 . 4",5,6,95.95512,11
"1858","1 . 4",5,7,116498.0882,9
"1859","1 . 4",5,11,200279.0495,7
"1860","1 . 4",6,7,116448.0545,13
"1861","1 . 4",6,8,116423.1775,12
"1862","1 . 4",6,10,173890.0276,12
"1863","1 . 4",6,11,200252.1231,12
"1864","1 . 4",6,12,200269.4864,11
"1865","1 . 4",7,8,95.901643,9
"1866","1 . 4",7,10,57507.0912,9
"1867","1 . 4",7,11,92943.79946,10
"1868","1 . 4",7,12,92982.62174,10
"1869","1 . 4",8,10,57537.41864,7
"1870","1 . 4",8,12,93055.34728,8
"1871","1 . 4",10,12,52699.21787,7
"1872","1 . 4",11,12,70.701802,8
"1873","1 . 4",3,4,67.363151,16
"1874","1 . 4",5,6,95.95512,11
"1875","1 . 4",5,7,116498.0882,9
"1876","1 . 4",5,11,200279.0495,7
"1877","1 . 4",6,7,116448.0545,13
"1878","1 . 4",6,8,116423.1775,12
"1879","1 . 4",6,10,173890.0276,12
"1880","1 . 4",6,11,200252.1231,12
"1881","1 . 4",6,12,200269.4864,11
"1882","1 . 4",7,8,95.901643,9
"1883","1 . 4",7,10,57507.0912,9
"1884","1 . 4",7,11,92943.79946,10
"1885","1 . 4",7,12,92982.62174,10
"1886","1 . 4",8,10,57537.41864,7
"1887","1 . 4",8,12,93055.34728,8
"1888","1 . 4",10,12,52699.21787,7
"1889","1 . 4",11,12,70.701802,8
"1890","1 . 4",3,4,67.363151,16
"1891","1 . 4",5,6,95.95512,11
"1892","1 . 4",5,7,116498.0882,9
"1893","1 . 4",5,11,200279.0495,7
"1894","1 . 4",6,7,116448.0545,13
"1895","1 . 4",6,8,116423.1775,12
"1896","1 . 4",6,10,173890.0276,12
"1897","1 . 4",6,11,200252.1231,12
"1898","1 . 4",6,12,200269.4864,11
"1899","1 . 4",7,8,95.901643,9
"1900","1 . 4",7,10,57507.0912,9
"1901","1 . 4",7,11,92943.79946,10
"1902","1 . 4",7,12,92982.62174,10
"1903","1 . 4",8,10,57537.41864,7
"1904","1 . 4",8,12,93055.34728,8
"1905","1 . 4",10,12,52699.21787,7
"1906","1 . 4",11,12,70.701802,8
"1907","1 . 4",3,4,67.363151,16
"1908","1 . 4",5,6,95.95512,11
"1909","1 . 4",5,7,116498.0882,9
"1910","1 . 4",5,11,200279.0495,7
"1911","1 . 4",6,7,116448.0545,13
"1912","1 . 4",6,8,116423.1775,12
"1913","1 . 4",6,10,173890.0276,12
"1914","1 . 4",6,11,200252.1231,12
"1915","1 . 4",6,12,200269.4864,11
"1916","1 . 4",7,8,95.901643,9
"1917","1 . 4",7,10,57507.0912,9
"1918","1 . 4",7,11,92943.79946,10
"1919","1 . 4",7,12,92982.62174,10
"1920","1 . 4",8,10,57537.41864,7
"1921","1 . 4",8,12,93055.34728,8
"1922","1 . 4",10,12,52699.21787,7
"1923","1 . 4",11,12,70.701802,8
"1924","1 . 4",3,4,67.363151,16
"1925","1 . 4",5,6,95.95512,11
"1926","1 . 4",5,7,116498.0882,9
"1927","1 . 4",5,11,200279.0495,7
"1928","1 . 4",6,7,116448.0545,13
"1929","1 . 4",6,8,116423.1775,12
"1930","1 . 4",6,10,173890.0276,12
"1931","1 . 4",6,11,200252.1231,12
"1932","1 . 4",6,12,200269.4864,11
"1933","1 . 4",7,8,95.901643,9
"1934","1 . 4",7,10,57507.0912,9
"1935","1 . 4",7,11,92943.79946,10
"1936","1 . 4",7,12,92982.62174,10
"1937","1 . 4",8,10,57537.41864,7
"1938","1 . 4",8,12,93055.34728,8
"1939","1 . 4",10,12,52699.21787,7
"1940","1 . 4",11,12,70.701802,8
"1941","1 . 4",3,4,67.363151,16
"1942","1 . 4",5,6,95.95512,11
"1943","1 . 4",5,7,116498.0882,9
"1944","1 . 4",5,11,200279.0495,7
"1945","1 . 4",6,7,116448.0545,13
"1946","1 . 4",6,8,116423.1775,12
"1947","1 . 4",6,10,173890.0276,12
"1948","1 . 4",6,11,200252.1231,12
"1949","1 . 4",6,12,200269.4864,11
"1950","1 . 4",7,8,95.901643,9
"1951","1 . 4",7,10,57507.0912,9
"1952","1 . 4",7,11,92943.79946,10
"1953","1 . 4",7,12,92982.62174,10
"1954","1 . 4",8,10,57537.41864,7
"1955","1 . 4",8,12,93055.34728,8
"1956","1 . 4",10,12,52699.21787,7
"1957","1 . 4",11,12,70.701802,8
"1958","1 . 4",3,4,67.363151,16
"1959","1 . 4",5,6,95.95512,11
"1960","1 . 4",5,7,116498.0882,9
"1961","1 . 4",5,11,200279.0495,7
"1962","1 . 4",6,7,116448.0545,13
"1963","1 . 4",6,8,116423.1775,12
"1964","1 . 4",6,10,173890.0276,12
"1965","1 . 4",6,11,200252.1231,12
"1966","1 . 4",6,12,200269.4864,11
"1967","1 . 4",7,8,95.901643,9
"1968","1 . 4",7,10,57507.0912,9
"1969","1 . 4",7,11,92943.79946,10
"1970","1 . 4",7,12,92982.62174,10
"1971","1 . 4",8,10,57537.41864,7
"1972","1 . 4",8,12,93055.34728,8
"1973","1 . 4",10,12,52699.21787,7
"1974","1 . 4",11,12,70.701802,8
