"","module_sub_module","layer_from","layer_to","sub_module_sharing","distance"
"130","1 . 1",10,14,0.210526315789474,129338.2219
"131","1 . 1",11,12,0.5,70.701802
"132","1 . 1",11,14,0.2,80155.97026
"133","1 . 1",13,14,0.272727272727273,93.399466
"134","1 . 1",7,11,0.444444444444444,92943.79946
"135","1 . 1",7,12,0.571428571428571,92982.62174
"136","1 . 1",8,10,0.230769230769231,57537.41864
"137","1 . 1",10,14,0.210526315789474,129338.2219
"138","1 . 1",11,12,0.5,70.701802
"139","1 . 1",11,14,0.2,80155.97026
"140","1 . 1",13,14,0.272727272727273,93.399466
"141","1 . 1",7,11,0.444444444444444,92943.79946
"142","1 . 1",7,12,0.571428571428571,92982.62174
"143","1 . 1",8,10,0.230769230769231,57537.41864
"144","1 . 1",10,14,0.210526315789474,129338.2219
"145","1 . 1",11,12,0.5,70.701802
"146","1 . 1",11,14,0.2,80155.97026
"147","1 . 1",13,14,0.272727272727273,93.399466
"148","1 . 1",7,11,0.444444444444444,92943.79946
"149","1 . 1",7,12,0.571428571428571,92982.62174
"150","1 . 1",8,10,0.230769230769231,57537.41864
"151","1 . 1",10,14,0.210526315789474,129338.2219
"152","1 . 1",11,12,0.5,70.701802
"153","1 . 1",11,14,0.2,80155.97026
"154","1 . 1",13,14,0.272727272727273,93.399466
"155","1 . 1",7,11,0.444444444444444,92943.79946
"156","1 . 1",7,12,0.571428571428571,92982.62174
"157","1 . 1",8,10,0.230769230769231,57537.41864
"158","1 . 1",10,14,0.210526315789474,129338.2219
"159","1 . 1",11,12,0.5,70.701802
"160","1 . 1",11,14,0.2,80155.97026
"161","1 . 1",13,14,0.272727272727273,93.399466
"162","1 . 1",7,11,0.444444444444444,92943.79946
"163","1 . 1",7,12,0.571428571428571,92982.62174
"164","1 . 1",8,10,0.230769230769231,57537.41864
"165","1 . 1",10,14,0.210526315789474,129338.2219
"166","1 . 1",11,12,0.5,70.701802
"167","1 . 1",11,14,0.2,80155.97026
"168","1 . 1",13,14,0.272727272727273,93.399466
"169","1 . 1",7,11,0.444444444444444,92943.79946
"170","1 . 1",7,12,0.571428571428571,92982.62174
"171","1 . 1",8,10,0.230769230769231,57537.41864
"172","1 . 1",10,14,0.210526315789474,129338.2219
"173","1 . 1",11,12,0.5,70.701802
"174","1 . 1",11,14,0.2,80155.97026
"175","1 . 1",13,14,0.272727272727273,93.399466
"176","1 . 1",7,11,0.444444444444444,92943.79946
"177","1 . 1",7,12,0.571428571428571,92982.62174
"178","1 . 1",8,10,0.230769230769231,57537.41864
"179","1 . 1",10,14,0.210526315789474,129338.2219
"180","1 . 1",11,12,0.5,70.701802
"181","1 . 1",11,14,0.2,80155.97026
"182","1 . 1",13,14,0.272727272727273,93.399466
"183","1 . 1",7,11,0.444444444444444,92943.79946
"184","1 . 1",7,12,0.571428571428571,92982.62174
"185","1 . 1",8,10,0.230769230769231,57537.41864
"186","1 . 1",10,14,0.210526315789474,129338.2219
"187","1 . 1",11,12,0.5,70.701802
"188","1 . 1",11,14,0.2,80155.97026
"189","1 . 1",13,14,0.272727272727273,93.399466
"190","1 . 1",7,11,0.444444444444444,92943.79946
"191","1 . 1",7,12,0.571428571428571,92982.62174
"192","1 . 1",8,10,0.230769230769231,57537.41864
"193","1 . 1",10,14,0.210526315789474,129338.2219
"194","1 . 1",11,12,0.5,70.701802
"195","1 . 1",11,14,0.2,80155.97026
"196","1 . 1",13,14,0.272727272727273,93.399466
"197","1 . 1",7,11,0.444444444444444,92943.79946
"198","1 . 1",7,12,0.571428571428571,92982.62174
"199","1 . 1",8,10,0.230769230769231,57537.41864
"200","1 . 1",10,14,0.210526315789474,129338.2219
"201","1 . 1",11,12,0.5,70.701802
"202","1 . 1",11,14,0.2,80155.97026
"203","1 . 1",13,14,0.272727272727273,93.399466
"204","1 . 1",7,11,0.444444444444444,92943.79946
"205","1 . 1",7,12,0.571428571428571,92982.62174
"206","1 . 1",8,10,0.230769230769231,57537.41864
"207","1 . 1",10,14,0.210526315789474,129338.2219
"208","1 . 1",11,12,0.5,70.701802
"209","1 . 1",11,14,0.2,80155.97026
"210","1 . 1",13,14,0.272727272727273,93.399466
"211","1 . 1",7,11,0.444444444444444,92943.79946
"212","1 . 1",7,12,0.571428571428571,92982.62174
"213","1 . 1",8,10,0.230769230769231,57537.41864
"214","1 . 1",10,14,0.210526315789474,129338.2219
"215","1 . 1",11,12,0.5,70.701802
"216","1 . 1",11,14,0.2,80155.97026
"217","1 . 1",13,14,0.272727272727273,93.399466
"218","1 . 1",7,11,0.444444444444444,92943.79946
"219","1 . 1",7,12,0.571428571428571,92982.62174
"220","1 . 1",8,10,0.230769230769231,57537.41864
"221","1 . 1",10,14,0.210526315789474,129338.2219
"222","1 . 1",11,12,0.5,70.701802
"223","1 . 1",11,14,0.2,80155.97026
"224","1 . 1",13,14,0.272727272727273,93.399466
"225","1 . 1",7,11,0.444444444444444,92943.79946
"226","1 . 1",7,12,0.571428571428571,92982.62174
"227","1 . 1",8,10,0.230769230769231,57537.41864
"228","1 . 1",10,14,0.210526315789474,129338.2219
"229","1 . 1",11,12,0.5,70.701802
"230","1 . 1",11,14,0.2,80155.97026
"231","1 . 1",13,14,0.272727272727273,93.399466
"232","1 . 1",7,11,0.444444444444444,92943.79946
"233","1 . 1",7,12,0.571428571428571,92982.62174
"234","1 . 1",8,10,0.230769230769231,57537.41864
"235","1 . 1",10,14,0.210526315789474,129338.2219
"236","1 . 1",11,12,0.5,70.701802
"237","1 . 1",11,14,0.2,80155.97026
"238","1 . 1",13,14,0.272727272727273,93.399466
"239","1 . 1",7,11,0.444444444444444,92943.79946
"240","1 . 1",7,12,0.571428571428571,92982.62174
"241","1 . 1",8,10,0.230769230769231,57537.41864
"242","1 . 1",10,14,0.210526315789474,129338.2219
"243","1 . 1",11,12,0.5,70.701802
"244","1 . 1",11,14,0.2,80155.97026
"245","1 . 1",13,14,0.272727272727273,93.399466
"246","1 . 1",7,11,0.444444444444444,92943.79946
"247","1 . 1",7,12,0.571428571428571,92982.62174
"248","1 . 1",8,10,0.230769230769231,57537.41864
"249","1 . 1",10,14,0.210526315789474,129338.2219
"250","1 . 1",11,12,0.5,70.701802
"251","1 . 1",11,14,0.2,80155.97026
"252","1 . 1",13,14,0.272727272727273,93.399466
"253","1 . 1",7,11,0.444444444444444,92943.79946
"254","1 . 1",7,12,0.571428571428571,92982.62174
"255","1 . 1",8,10,0.230769230769231,57537.41864
"256","1 . 1",10,14,0.210526315789474,129338.2219
"257","1 . 1",11,12,0.5,70.701802
"258","1 . 1",11,14,0.2,80155.97026
"259","1 . 1",13,14,0.272727272727273,93.399466
"260","1 . 1",7,11,0.444444444444444,92943.79946
"261","1 . 1",7,12,0.571428571428571,92982.62174
"262","1 . 1",8,10,0.230769230769231,57537.41864
"263","1 . 1",10,14,0.210526315789474,129338.2219
"264","1 . 1",11,12,0.5,70.701802
"265","1 . 1",11,14,0.2,80155.97026
"266","1 . 1",13,14,0.272727272727273,93.399466
"267","1 . 1",7,11,0.444444444444444,92943.79946
"268","1 . 1",7,12,0.571428571428571,92982.62174
"269","1 . 1",8,10,0.230769230769231,57537.41864
"270","1 . 1",10,14,0.210526315789474,129338.2219
"271","1 . 1",11,12,0.5,70.701802
"272","1 . 1",11,14,0.2,80155.97026
"273","1 . 1",13,14,0.272727272727273,93.399466
"274","1 . 1",7,11,0.444444444444444,92943.79946
"275","1 . 1",7,12,0.571428571428571,92982.62174
"276","1 . 1",8,10,0.230769230769231,57537.41864
"277","1 . 1",10,14,0.210526315789474,129338.2219
"278","1 . 1",11,12,0.5,70.701802
"279","1 . 1",11,14,0.2,80155.97026
"280","1 . 1",13,14,0.272727272727273,93.399466
"281","1 . 1",7,11,0.444444444444444,92943.79946
"282","1 . 1",7,12,0.571428571428571,92982.62174
"283","1 . 1",8,10,0.230769230769231,57537.41864
"284","1 . 1",10,14,0.210526315789474,129338.2219
"285","1 . 1",11,12,0.5,70.701802
"286","1 . 1",11,14,0.2,80155.97026
"287","1 . 1",13,14,0.272727272727273,93.399466
"288","1 . 1",7,11,0.444444444444444,92943.79946
"289","1 . 1",7,12,0.571428571428571,92982.62174
"290","1 . 1",8,10,0.230769230769231,57537.41864
"291","1 . 1",10,14,0.210526315789474,129338.2219
"292","1 . 1",11,12,0.5,70.701802
"293","1 . 1",11,14,0.2,80155.97026
"294","1 . 1",13,14,0.272727272727273,93.399466
"295","1 . 1",7,11,0.444444444444444,92943.79946
"296","1 . 1",7,12,0.571428571428571,92982.62174
"297","1 . 1",8,10,0.230769230769231,57537.41864
"298","1 . 1",10,14,0.210526315789474,129338.2219
"299","1 . 1",11,12,0.5,70.701802
"300","1 . 1",11,14,0.2,80155.97026
"301","1 . 1",13,14,0.272727272727273,93.399466
"302","1 . 1",7,11,0.444444444444444,92943.79946
"303","1 . 1",7,12,0.571428571428571,92982.62174
"304","1 . 1",8,10,0.230769230769231,57537.41864
"305","1 . 1",10,14,0.210526315789474,129338.2219
"306","1 . 1",11,12,0.5,70.701802
"307","1 . 1",11,14,0.2,80155.97026
"308","1 . 1",13,14,0.272727272727273,93.399466
"309","1 . 1",7,11,0.444444444444444,92943.79946
"310","1 . 1",7,12,0.571428571428571,92982.62174
"311","1 . 1",8,10,0.230769230769231,57537.41864
"312","1 . 1",10,14,0.210526315789474,129338.2219
"313","1 . 1",11,12,0.5,70.701802
"314","1 . 1",11,14,0.2,80155.97026
"315","1 . 1",13,14,0.272727272727273,93.399466
"316","1 . 1",7,11,0.444444444444444,92943.79946
"317","1 . 1",7,12,0.571428571428571,92982.62174
"318","1 . 1",8,10,0.230769230769231,57537.41864
"319","1 . 1",10,14,0.210526315789474,129338.2219
"320","1 . 1",11,12,0.5,70.701802
"321","1 . 1",11,14,0.2,80155.97026
"322","1 . 1",13,14,0.272727272727273,93.399466
"323","1 . 1",7,11,0.444444444444444,92943.79946
"324","1 . 1",7,12,0.571428571428571,92982.62174
"325","1 . 1",8,10,0.230769230769231,57537.41864
"326","1 . 1",10,14,0.210526315789474,129338.2219
"327","1 . 1",11,12,0.5,70.701802
"328","1 . 1",11,14,0.2,80155.97026
"329","1 . 1",13,14,0.272727272727273,93.399466
"330","1 . 1",7,11,0.444444444444444,92943.79946
"331","1 . 1",7,12,0.571428571428571,92982.62174
"332","1 . 1",8,10,0.230769230769231,57537.41864
"333","1 . 1",10,14,0.210526315789474,129338.2219
"334","1 . 1",11,12,0.5,70.701802
"335","1 . 1",11,14,0.2,80155.97026
"336","1 . 1",13,14,0.272727272727273,93.399466
"337","1 . 1",7,11,0.444444444444444,92943.79946
"338","1 . 1",7,12,0.571428571428571,92982.62174
"339","1 . 1",8,10,0.230769230769231,57537.41864
"340","1 . 1",10,14,0.210526315789474,129338.2219
"341","1 . 1",11,12,0.5,70.701802
"342","1 . 1",11,14,0.2,80155.97026
"343","1 . 1",13,14,0.272727272727273,93.399466
"344","1 . 1",7,11,0.444444444444444,92943.79946
"345","1 . 1",7,12,0.571428571428571,92982.62174
"346","1 . 1",8,10,0.230769230769231,57537.41864
"347","1 . 1",10,14,0.210526315789474,129338.2219
"348","1 . 1",11,12,0.5,70.701802
"349","1 . 1",11,14,0.2,80155.97026
"350","1 . 1",13,14,0.272727272727273,93.399466
"351","1 . 1",7,11,0.444444444444444,92943.79946
"352","1 . 1",7,12,0.571428571428571,92982.62174
"353","1 . 1",8,10,0.230769230769231,57537.41864
"354","1 . 1",10,14,0.210526315789474,129338.2219
"355","1 . 1",11,12,0.5,70.701802
"356","1 . 1",11,14,0.2,80155.97026
"357","1 . 1",13,14,0.272727272727273,93.399466
"358","1 . 1",7,11,0.444444444444444,92943.79946
"359","1 . 1",7,12,0.571428571428571,92982.62174
"360","1 . 1",8,10,0.230769230769231,57537.41864
"361","1 . 1",10,14,0.210526315789474,129338.2219
"362","1 . 1",11,12,0.5,70.701802
"363","1 . 1",11,14,0.2,80155.97026
"364","1 . 1",13,14,0.272727272727273,93.399466
"365","1 . 1",7,11,0.444444444444444,92943.79946
"366","1 . 1",7,12,0.571428571428571,92982.62174
"367","1 . 1",8,10,0.230769230769231,57537.41864
"368","1 . 1",10,14,0.210526315789474,129338.2219
"369","1 . 1",11,12,0.5,70.701802
"370","1 . 1",11,14,0.2,80155.97026
"371","1 . 1",13,14,0.272727272727273,93.399466
"372","1 . 1",7,11,0.444444444444444,92943.79946
"373","1 . 1",7,12,0.571428571428571,92982.62174
"374","1 . 1",8,10,0.230769230769231,57537.41864
"375","1 . 1",10,14,0.210526315789474,129338.2219
"376","1 . 1",11,12,0.5,70.701802
"377","1 . 1",11,14,0.2,80155.97026
"378","1 . 1",13,14,0.272727272727273,93.399466
"379","1 . 1",7,11,0.444444444444444,92943.79946
"380","1 . 1",7,12,0.571428571428571,92982.62174
"381","1 . 1",8,10,0.230769230769231,57537.41864
"382","1 . 1",10,14,0.210526315789474,129338.2219
"383","1 . 1",11,12,0.5,70.701802
"384","1 . 1",11,14,0.2,80155.97026
"385","1 . 1",13,14,0.272727272727273,93.399466
"386","1 . 11",9,10,0.571428571428571,176.725963
"387","1 . 11",9,10,0.571428571428571,176.725963
"388","1 . 11",9,10,0.571428571428571,176.725963
"389","1 . 11",9,10,0.571428571428571,176.725963
"390","1 . 11",9,10,0.571428571428571,176.725963
"391","1 . 11",9,10,0.571428571428571,176.725963
"392","1 . 11",9,10,0.571428571428571,176.725963
"393","1 . 11",9,10,0.571428571428571,176.725963
"394","1 . 11",9,10,0.571428571428571,176.725963
"395","1 . 11",9,10,0.571428571428571,176.725963
"396","1 . 11",9,10,0.571428571428571,176.725963
"397","1 . 11",9,10,0.571428571428571,176.725963
"398","1 . 11",9,10,0.571428571428571,176.725963
"399","1 . 11",9,10,0.571428571428571,176.725963
"400","1 . 11",9,10,0.571428571428571,176.725963
"401","1 . 11",9,10,0.571428571428571,176.725963
"402","1 . 11",9,10,0.571428571428571,176.725963
"403","1 . 11",9,10,0.571428571428571,176.725963
"404","1 . 11",9,10,0.571428571428571,176.725963
"405","1 . 11",9,10,0.571428571428571,176.725963
"406","1 . 11",9,10,0.571428571428571,176.725963
"407","1 . 11",9,10,0.571428571428571,176.725963
"408","1 . 11",9,10,0.571428571428571,176.725963
"409","1 . 11",9,10,0.571428571428571,176.725963
"410","1 . 11",9,10,0.571428571428571,176.725963
"411","1 . 11",9,10,0.571428571428571,176.725963
"412","1 . 11",9,10,0.571428571428571,176.725963
"413","1 . 11",9,10,0.571428571428571,176.725963
"414","1 . 2",1,2,0.333333333333333,505.679714
"415","1 . 2",11,12,0.333333333333333,70.701802
"416","1 . 2",13,14,0.5,93.399466
"417","1 . 2",1,2,0.333333333333333,505.679714
"418","1 . 2",11,12,0.333333333333333,70.701802
"419","1 . 2",13,14,0.5,93.399466
"420","1 . 2",1,2,0.333333333333333,505.679714
"421","1 . 2",11,12,0.333333333333333,70.701802
"422","1 . 2",13,14,0.5,93.399466
"423","1 . 2",1,2,0.333333333333333,505.679714
"424","1 . 2",11,12,0.333333333333333,70.701802
"425","1 . 2",13,14,0.5,93.399466
"426","1 . 2",1,2,0.333333333333333,505.679714
"427","1 . 2",11,12,0.333333333333333,70.701802
"428","1 . 2",13,14,0.5,93.399466
"429","1 . 2",1,2,0.333333333333333,505.679714
"430","1 . 2",11,12,0.333333333333333,70.701802
"431","1 . 2",13,14,0.5,93.399466
"432","1 . 2",1,2,0.333333333333333,505.679714
"433","1 . 2",11,12,0.333333333333333,70.701802
"434","1 . 2",13,14,0.5,93.399466
"435","1 . 2",1,2,0.333333333333333,505.679714
"436","1 . 2",11,12,0.333333333333333,70.701802
"437","1 . 2",13,14,0.5,93.399466
"438","1 . 2",1,2,0.333333333333333,505.679714
"439","1 . 2",11,12,0.333333333333333,70.701802
"440","1 . 2",13,14,0.5,93.399466
"441","1 . 2",1,2,0.333333333333333,505.679714
"442","1 . 2",11,12,0.333333333333333,70.701802
"443","1 . 2",13,14,0.5,93.399466
"444","1 . 2",1,2,0.333333333333333,505.679714
"445","1 . 2",11,12,0.333333333333333,70.701802
"446","1 . 2",13,14,0.5,93.399466
"447","1 . 2",1,2,0.333333333333333,505.679714
"448","1 . 2",11,12,0.333333333333333,70.701802
"449","1 . 2",13,14,0.5,93.399466
"450","1 . 2",1,2,0.333333333333333,505.679714
"451","1 . 2",11,12,0.333333333333333,70.701802
"452","1 . 2",13,14,0.5,93.399466
"453","1 . 2",1,2,0.333333333333333,505.679714
"454","1 . 2",11,12,0.333333333333333,70.701802
"455","1 . 2",13,14,0.5,93.399466
"456","1 . 2",1,2,0.333333333333333,505.679714
"457","1 . 2",11,12,0.333333333333333,70.701802
"458","1 . 2",13,14,0.5,93.399466
"459","1 . 2",1,2,0.333333333333333,505.679714
"460","1 . 2",11,12,0.333333333333333,70.701802
"461","1 . 2",13,14,0.5,93.399466
"462","1 . 2",1,2,0.333333333333333,505.679714
"463","1 . 2",11,12,0.333333333333333,70.701802
"464","1 . 2",13,14,0.5,93.399466
"465","1 . 2",1,2,0.333333333333333,505.679714
"466","1 . 2",11,12,0.333333333333333,70.701802
"467","1 . 2",13,14,0.5,93.399466
"468","1 . 2",1,2,0.333333333333333,505.679714
"469","1 . 2",11,12,0.333333333333333,70.701802
"470","1 . 2",13,14,0.5,93.399466
"471","1 . 2",1,2,0.333333333333333,505.679714
"472","1 . 2",11,12,0.333333333333333,70.701802
"473","1 . 2",13,14,0.5,93.399466
"474","1 . 2",1,2,0.333333333333333,505.679714
"475","1 . 2",11,12,0.333333333333333,70.701802
"476","1 . 2",13,14,0.5,93.399466
"477","1 . 2",1,2,0.333333333333333,505.679714
"478","1 . 2",11,12,0.333333333333333,70.701802
"479","1 . 2",13,14,0.5,93.399466
"480","1 . 2",1,2,0.333333333333333,505.679714
"481","1 . 2",11,12,0.333333333333333,70.701802
"482","1 . 2",13,14,0.5,93.399466
"483","1 . 2",1,2,0.333333333333333,505.679714
"484","1 . 2",11,12,0.333333333333333,70.701802
"485","1 . 2",13,14,0.5,93.399466
"486","1 . 2",1,2,0.333333333333333,505.679714
"487","1 . 2",11,12,0.333333333333333,70.701802
"488","1 . 2",13,14,0.5,93.399466
"489","1 . 2",1,2,0.333333333333333,505.679714
"490","1 . 2",11,12,0.333333333333333,70.701802
"491","1 . 2",13,14,0.5,93.399466
"492","1 . 2",1,2,0.333333333333333,505.679714
"493","1 . 2",11,12,0.333333333333333,70.701802
"494","1 . 2",13,14,0.5,93.399466
"495","1 . 2",1,2,0.333333333333333,505.679714
"496","1 . 2",11,12,0.333333333333333,70.701802
"497","1 . 2",13,14,0.5,93.399466
"498","1 . 2",1,2,0.333333333333333,505.679714
"499","1 . 2",11,12,0.333333333333333,70.701802
"500","1 . 2",13,14,0.5,93.399466
"501","1 . 2",1,2,0.333333333333333,505.679714
"502","1 . 2",11,12,0.333333333333333,70.701802
"503","1 . 2",13,14,0.5,93.399466
"504","1 . 2",1,2,0.333333333333333,505.679714
"505","1 . 2",11,12,0.333333333333333,70.701802
"506","1 . 2",13,14,0.5,93.399466
"507","1 . 2",1,2,0.333333333333333,505.679714
"508","1 . 2",11,12,0.333333333333333,70.701802
"509","1 . 2",13,14,0.5,93.399466
"510","1 . 2",1,2,0.333333333333333,505.679714
"511","1 . 2",11,12,0.333333333333333,70.701802
"512","1 . 2",13,14,0.5,93.399466
"513","1 . 2",1,2,0.333333333333333,505.679714
"514","1 . 2",11,12,0.333333333333333,70.701802
"515","1 . 2",13,14,0.5,93.399466
"516","1 . 2",1,2,0.333333333333333,505.679714
"517","1 . 2",11,12,0.333333333333333,70.701802
"518","1 . 2",13,14,0.5,93.399466
"519","1 . 2",1,2,0.333333333333333,505.679714
"520","1 . 2",11,12,0.333333333333333,70.701802
"521","1 . 2",13,14,0.5,93.399466
"522","1 . 2",1,2,0.333333333333333,505.679714
"523","1 . 2",11,12,0.333333333333333,70.701802
"524","1 . 2",13,14,0.5,93.399466
"525","1 . 2",1,2,0.333333333333333,505.679714
"526","1 . 2",11,12,0.333333333333333,70.701802
"527","1 . 2",13,14,0.5,93.399466
"528","1 . 2",1,2,0.333333333333333,505.679714
"529","1 . 2",11,12,0.333333333333333,70.701802
"530","1 . 2",13,14,0.5,93.399466
"531","1 . 2",1,2,0.333333333333333,505.679714
"532","1 . 2",11,12,0.333333333333333,70.701802
"533","1 . 2",13,14,0.5,93.399466
"534","1 . 2",1,2,0.333333333333333,505.679714
"535","1 . 2",11,12,0.333333333333333,70.701802
"536","1 . 2",13,14,0.5,93.399466
"537","1 . 2",1,2,0.333333333333333,505.679714
"538","1 . 2",11,12,0.333333333333333,70.701802
"539","1 . 2",13,14,0.5,93.399466
"540","1 . 2",1,2,0.333333333333333,505.679714
"541","1 . 2",11,12,0.333333333333333,70.701802
"542","1 . 2",13,14,0.5,93.399466
"543","1 . 2",1,2,0.333333333333333,505.679714
"544","1 . 2",11,12,0.333333333333333,70.701802
"545","1 . 2",13,14,0.5,93.399466
"546","1 . 2",1,2,0.333333333333333,505.679714
"547","1 . 2",11,12,0.333333333333333,70.701802
"548","1 . 2",13,14,0.5,93.399466
"549","1 . 2",1,2,0.333333333333333,505.679714
