"node_to","layer_from","node_from"
59,3,17
59,4,17
60,5,17
60,6,17
60,7,17
60,8,17
60,9,17
60,10,17
60,11,17
60,12,17
62,7,17
62,11,17
62,12,17
63,2,17
71,3,17
72,1,17
72,2,17
73,5,17
73,7,17
73,8,17
74,4,17
76,5,17
76,6,17
77,3,17
77,4,17
81,3,17
81,4,17
81,9,17
88,11,17
88,12,17
89,3,17
89,4,17
91,3,17
91,4,17
92,3,17
92,5,17
92,6,17
92,7,17
92,8,17
92,9,17
92,10,17
92,11,17
92,12,17
95,3,17
95,5,17
98,7,17
98,12,17
99,1,17
99,4,17
166,10,18
44,10,18
55,10,18
56,10,18
92,10,18
55,6,19
258,2,2
165,7,20
165,11,20
249,7,20
252,7,20
266,7,20
44,7,20
56,7,20
60,7,20
60,11,20
92,7,20
92,11,20
162,13,21
165,13,21
176,13,21
202,13,21
243,13,21
275,13,21
98,13,21
105,4,22
77,4,22
91,4,22
182,8,23
195,8,23
266,7,23
266,8,23
55,7,23
55,8,23
92,7,23
92,8,23
100,1,24
170,1,24
261,1,24
262,1,24
99,1,24
202,6,25
116,2,26
131,3,26
131,4,26
139,5,26
139,10,26
163,3,26
163,5,26
163,6,26
163,8,26
163,9,26
163,10,26
163,12,26
164,2,26
165,5,26
165,6,26
165,7,26
165,8,26
165,9,26
165,10,26
165,12,26
168,4,26
194,1,26
194,2,26
196,2,26
215,6,26
215,12,26
217,5,26
217,6,26
217,7,26
217,8,26
217,9,26
217,10,26
242,1,26
242,2,26
242,3,26
242,4,26
242,9,26
242,10,26
244,1,26
244,2,26
258,1,26
258,2,26
266,7,26
266,8,26
266,9,26
266,10,26
274,3,26
274,4,26
274,5,26
274,6,26
274,7,26
274,8,26
274,9,26
274,10,26
274,12,26
275,3,26
275,4,26
275,5,26
275,6,26
275,7,26
275,8,26
275,9,26
275,10,26
275,12,26
277,3,26
43,9,26
44,5,26
44,6,26
44,7,26
44,10,26
44,12,26
45,1,26
45,2,26
50,3,26
50,4,26
50,5,26
50,6,26
50,7,26
50,8,26
50,9,26
50,10,26
51,1,26
55,3,26
55,4,26
55,5,26
55,6,26
55,7,26
55,8,26
55,9,26
55,10,26
55,12,26
56,5,26
56,7,26
56,10,26
56,12,26
57,2,26
58,1,26
60,5,26
60,6,26
60,7,26
60,8,26
60,9,26
60,10,26
60,12,26
77,3,26
77,4,26
81,3,26
81,4,26
81,9,26
84,4,26
84,8,26
84,12,26
91,3,26
91,4,26
92,3,26
92,5,26
92,6,26
92,7,26
92,8,26
92,9,26
92,10,26
92,12,26
109,10,27
275,9,27
275,10,27
92,9,27
92,10,27
172,2,28
194,1,28
194,2,28
216,1,28
216,2,28
242,1,28
242,2,28
51,1,28
86,1,28
86,2,28
92,9,29
104,1,3
113,1,3
113,2,3
170,1,3
170,2,3
194,1,3
194,2,3
221,2,3
222,2,3
230,1,3
230,2,3
231,2,3
242,1,3
242,2,3
262,1,3
262,2,3
61,2,3
72,1,3
72,2,3
82,1,3
82,2,3
124,10,30
126,10,30
138,10,30
139,10,30
165,10,30
166,10,30
181,10,30
211,10,30
254,10,30
278,10,30
50,10,30
55,10,30
92,10,30
108,12,31
108,14,31
109,8,31
109,10,31
110,8,31
111,7,31
111,8,31
111,11,31
111,14,31
112,10,31
121,14,31
127,13,31
138,9,31
138,10,31
138,11,31
138,12,31
138,13,31
138,14,31
141,9,31
141,10,31
141,11,31
141,12,31
141,13,31
141,14,31
150,8,31
152,9,31
165,7,31
165,8,31
165,9,31
165,10,31
165,11,31
165,12,31
165,13,31
165,14,31
170,7,31
170,8,31
170,12,31
170,13,31
170,14,31
177,11,31
185,8,31
187,7,31
187,8,31
187,9,31
187,10,31
187,11,31
187,12,31
193,10,31
193,14,31
207,11,31
207,14,31
212,7,31
216,8,31
216,11,31
216,12,31
217,7,31
217,8,31
217,9,31
217,10,31
235,7,31
235,8,31
235,12,31
238,7,31
238,8,31
238,11,31
238,12,31
241,7,31
241,8,31
241,10,31
242,9,31
242,10,31
242,14,31
243,8,31
243,11,31
243,12,31
243,13,31
245,11,31
253,7,31
253,8,31
265,13,31
265,14,31
41,10,31
50,7,31
50,8,31
50,9,31
50,10,31
60,7,31
60,8,31
60,9,31
60,10,31
60,11,31
60,12,31
62,7,31
62,11,31
62,12,31
92,7,31
92,8,31
92,9,31
92,10,31
92,11,31
92,12,31
92,13,31
92,14,31
101,3,32
101,4,32
264,3,32
264,4,32
91,3,32
91,4,32
146,12,33
163,11,33
163,12,33
163,14,33
165,11,33
165,12,33
165,14,33
170,12,33
170,14,33
192,11,33
192,12,33
192,14,33
210,14,33
216,11,33
216,12,33
248,14,33
272,11,33
272,12,33
275,11,33
275,12,33
275,14,33
283,12,33
60,11,33
60,12,33
88,11,33
88,12,33
92,11,33
92,12,33
92,14,33
115,5,34
130,6,34
130,7,34
163,5,34
163,6,34
163,11,34
165,5,34
165,6,34
165,7,34
165,11,34
199,5,34
199,6,34
199,7,34
211,6,34
255,11,34
266,7,34
270,6,34
270,11,34
60,5,34
60,6,34
60,7,34
60,11,34
76,5,34
76,6,34
92,5,34
92,6,34
92,7,34
92,11,34
112,6,35
112,10,35
138,9,35
138,10,35
138,11,35
138,12,35
138,13,35
138,14,35
143,12,35
163,5,35
163,6,35
163,9,35
163,10,35
163,11,35
163,12,35
163,13,35
163,14,35
170,5,35
170,6,35
170,12,35
170,13,35
170,14,35
174,5,35
175,9,35
175,10,35
187,5,35
187,6,35
187,9,35
187,10,35
187,11,35
187,12,35
190,10,35
190,13,35
190,14,35
197,11,35
197,12,35
199,5,35
199,6,35
216,11,35
216,12,35
238,11,35
238,12,35
242,9,35
242,10,35
242,14,35
243,11,35
243,12,35
243,13,35
265,13,35
265,14,35
50,5,35
50,6,35
50,9,35
50,10,35
62,11,35
62,12,35
68,11,35
76,5,35
76,6,35
78,9,35
92,5,35
92,6,35
92,9,35
92,10,35
92,11,35
92,12,35
92,13,35
92,14,35
101,3,36
101,12,36
234,3,36
272,12,36
55,3,36
55,12,36
154,8,37
165,7,37
165,8,37
165,14,37
187,7,37
187,8,37
266,7,37
266,8,37
274,7,37
274,8,37
274,14,37
92,7,37
92,8,37
92,14,37
124,10,38
140,8,38
140,10,38
140,14,38
165,5,38
165,7,38
165,8,38
165,9,38
165,10,38
165,14,38
166,9,38
166,10,38
167,8,38
167,9,38
178,10,38
192,7,38
192,8,38
192,14,38
216,8,38
217,5,38
217,7,38
217,8,38
217,9,38
217,10,38
226,7,38
226,14,38
266,7,38
266,8,38
266,9,38
266,10,38
274,5,38
274,7,38
274,8,38
274,9,38
274,10,38
274,14,38
275,5,38
275,7,38
275,8,38
275,9,38
275,10,38
275,14,38
276,5,38
276,8,38
276,10,38
50,5,38
50,7,38
50,8,38
50,9,38
50,10,38
60,5,38
60,7,38
60,8,38
60,9,38
60,10,38
73,5,38
73,7,38
73,8,38
76,5,38
92,5,38
92,7,38
92,8,38
92,9,38
92,10,38
92,14,38
95,5,38
100,1,39
161,1,39
180,1,39
216,1,39
216,2,39
258,1,39
258,2,39
271,1,39
45,1,39
45,2,39
86,1,39
86,2,39
114,13,4
114,14,4
126,10,4
126,13,4
126,14,4
138,10,4
138,12,4
138,13,4
138,14,4
139,10,4
139,13,4
141,10,4
141,12,4
141,13,4
141,14,4
288,14,4
55,10,4
55,12,4
55,13,4
55,14,4
92,10,4
92,12,4
92,13,4
92,14,4
98,12,4
98,13,4
138,9,5
138,10,5
138,13,5
138,14,5
181,9,5
181,10,5
208,14,5
211,9,5
211,10,5
211,14,5
217,9,5
217,10,5
254,9,5
254,10,5
254,14,5
50,9,5
50,10,5
92,9,5
92,10,5
92,13,5
92,14,5
276,10,6
278,10,6
92,10,6
92,7,7
101,2,8
101,3,8
101,4,8
101,5,8
101,8,8
101,10,8
101,12,8
102,10,8
107,13,8
107,14,8
111,3,8
111,4,8
111,5,8
111,6,8
111,7,8
111,8,8
111,11,8
111,14,8
113,1,8
113,2,8
115,5,8
115,13,8
115,14,8
117,2,8
123,5,8
129,13,8
131,3,8
131,4,8
133,12,8
133,13,8
138,9,8
138,10,8
138,11,8
138,12,8
138,13,8
138,14,8
141,9,8
141,10,8
141,11,8
141,12,8
141,13,8
141,14,8
144,12,8
163,3,8
163,5,8
163,6,8
163,8,8
163,9,8
163,10,8
163,11,8
163,12,8
163,13,8
163,14,8
165,5,8
165,6,8
165,7,8
165,8,8
165,9,8
165,10,8
165,11,8
165,12,8
165,13,8
165,14,8
170,1,8
170,2,8
170,3,8
170,4,8
170,5,8
170,6,8
170,7,8
170,8,8
170,12,8
170,13,8
170,14,8
178,10,8
187,1,8
187,2,8
187,5,8
187,6,8
187,7,8
187,8,8
187,9,8
187,10,8
187,11,8
187,12,8
188,2,8
188,3,8
189,1,8
189,2,8
190,10,8
190,13,8
190,14,8
199,5,8
199,6,8
199,7,8
199,8,8
216,1,8
216,2,8
216,3,8
216,4,8
216,8,8
216,11,8
216,12,8
217,5,8
217,6,8
217,7,8
217,8,8
217,9,8
217,10,8
218,7,8
218,10,8
219,4,8
219,11,8
226,7,8
226,14,8
234,3,8
234,4,8
235,3,8
235,4,8
235,5,8
235,6,8
235,7,8
235,8,8
235,12,8
238,7,8
238,8,8
238,11,8
238,12,8
242,1,8
242,2,8
242,3,8
242,4,8
242,9,8
242,10,8
242,14,8
244,1,8
244,2,8
246,5,8
255,11,8
255,12,8
255,13,8
258,1,8
258,2,8
260,9,8
266,7,8
266,8,8
266,9,8
266,10,8
272,11,8
272,12,8
274,3,8
274,4,8
274,5,8
274,6,8
274,7,8
274,8,8
274,9,8
274,10,8
274,11,8
274,12,8
274,13,8
274,14,8
40,6,8
40,7,8
40,8,8
51,1,8
59,3,8
59,4,8
60,5,8
60,6,8
60,7,8
60,8,8
60,9,8
60,10,8
60,11,8
60,12,8
66,3,8
67,11,8
70,6,8
81,3,8
81,4,8
81,9,8
82,1,8
82,2,8
84,4,8
84,8,8
84,12,8
88,11,8
88,12,8
92,3,8
92,5,8
92,6,8
92,7,8
92,8,8
92,9,8
92,10,8
92,11,8
92,12,8
92,13,8
92,14,8
96,10,8
96,14,8
101,2,9
101,3,9
101,4,9
101,5,9
101,8,9
101,10,9
101,12,9
103,13,9
103,14,9
104,1,9
104,9,9
106,3,9
106,6,9
107,13,9
107,14,9
108,12,9
108,14,9
111,3,9
111,4,9
111,5,9
111,6,9
111,7,9
111,8,9
111,11,9
111,14,9
113,1,9
113,2,9
118,10,9
119,1,9
120,9,9
121,14,9
122,4,9
124,10,9
126,9,9
126,10,9
126,11,9
126,13,9
126,14,9
130,6,9
130,7,9
130,8,9
133,12,9
133,13,9
138,9,9
138,10,9
138,11,9
138,12,9
138,13,9
138,14,9
141,9,9
141,10,9
141,11,9
141,12,9
141,13,9
141,14,9
142,10,9
147,2,9
160,1,9
160,2,9
163,3,9
163,5,9
163,6,9
163,8,9
163,9,9
163,10,9
163,11,9
163,12,9
163,13,9
163,14,9
164,2,9
165,5,9
165,6,9
165,7,9
165,8,9
165,9,9
165,10,9
165,11,9
165,12,9
165,13,9
165,14,9
167,8,9
167,9,9
170,1,9
170,2,9
170,3,9
170,4,9
170,5,9
170,6,9
170,7,9
170,8,9
170,12,9
170,13,9
170,14,9
171,1,9
175,9,9
175,10,9
183,3,9
184,10,9
187,1,9
187,2,9
187,5,9
187,6,9
187,7,9
187,8,9
187,9,9
187,10,9
187,11,9
187,12,9
188,2,9
188,3,9
189,1,9
189,2,9
197,3,9
197,11,9
197,12,9
199,5,9
199,6,9
199,7,9
199,8,9
200,8,9
205,11,9
207,11,9
207,14,9
208,14,9
210,4,9
210,14,9
212,2,9
212,7,9
214,3,9
216,1,9
216,2,9
216,3,9
216,4,9
216,8,9
216,11,9
216,12,9
217,5,9
217,6,9
217,7,9
217,8,9
217,9,9
217,10,9
219,4,9
219,11,9
221,2,9
228,14,9
229,4,9
230,1,9
230,2,9
232,1,9
232,2,9
233,14,9
234,3,9
234,4,9
235,3,9
235,4,9
235,5,9
235,6,9
235,7,9
235,8,9
235,12,9
237,2,9
240,3,9
242,1,9
242,2,9
242,3,9
242,4,9
242,9,9
242,10,9
242,14,9
246,5,9
247,8,9
251,6,9
255,11,9
255,12,9
255,13,9
256,2,9
257,3,9
258,1,9
258,2,9
263,4,9
264,3,9
264,4,9
266,7,9
266,8,9
266,9,9
266,10,9
267,2,9
270,6,9
270,9,9
270,11,9
270,13,9
272,11,9
272,12,9
273,1,9
273,2,9
274,3,9
274,4,9
274,5,9
274,6,9
274,7,9
274,8,9
274,9,9
274,10,9
274,11,9
274,12,9
274,13,9
274,14,9
276,5,9
276,6,9
276,8,9
276,10,9
278,9,9
278,10,9
284,1,9
284,2,9
284,3,9
284,4,9
284,6,9
284,7,9
284,8,9
284,10,9
284,12,9
286,1,9
40,6,9
40,7,9
40,8,9
47,12,9
49,1,9
49,2,9
50,3,9
50,4,9
50,5,9
50,6,9
50,7,9
50,8,9
50,9,9
50,10,9
53,6,9
59,3,9
59,4,9
60,5,9
60,6,9
60,7,9
60,8,9
60,9,9
60,10,9
60,11,9
60,12,9
65,1,9
69,4,9
73,5,9
73,7,9
73,8,9
76,5,9
76,6,9
77,3,9
77,4,9
78,9,9
79,8,9
81,3,9
81,4,9
81,9,9
83,10,9
86,1,9
86,2,9
87,7,9
87,9,9
92,3,9
92,5,9
92,6,9
92,7,9
92,8,9
92,9,9
92,10,9
92,11,9
92,12,9
92,13,9
92,14,9
93,3,9
94,14,9
98,7,9
98,12,9
98,13,9
