"layer_from","layer_to","ave_distance","number_of_modules","trial"
"4east","6",172765.083636842,14,18
"4west","4west",176.725963,14,18
"4west","5",52735.162755,18,18
"4west","6",129396.206733333,15,18
"5","5",70.701802,14,18
"5","6",80110.4191963415,16,18
"6","6",93.399466,12,18
"1","1",505.679714,13,19
"1","2",305254.786191892,11,19
"1","3",244272.007277778,12,19
"1","4east",339381.220438095,15,19
"1","4west",389097.6334,15,19
"1","5",390007.769086667,14,19
"1","6",437378.3009,13,19
"2","2",67.363151,17,19
"2","3",190474.712306977,14,19
"2","4east",284226.929880952,15,19
"2","4west",337081.096468293,16,19
"2","5",376898.56646087,17,19
"2","6",455679.3335075,14,19
"3","3",95.95512,18,19
"3","4east",116461.456645161,19,19
"3","4west",173876.399232727,20,19
"3","5",200276.413203636,17,19
"3","6",274348.5699,14,19
"4east","4east",95.901643,15,19
"4east","4west",57479.744396,20,19
"4east","5",93003.2671712281,20,19
"4east","6",172761.323651163,17,19
"4west","4west",176.725963,13,19
"4west","5",52733.76122,20,19
"4west","6",129396.262647826,18,19
"5","5",70.701802,20,19
"5","6",80109.7387625,17,19
"6","6",93.399466,12,19
"1","1",505.679714,15,20
"1","2",305248.455202632,12,20
"1","3",244278.907097297,12,20
"1","4east",339375.36172,12,20
"1","4west",389097.459306061,11,20
"1","5",390007.398504762,14,20
"1","6",437382.032234375,11,20
"2","2",67.363151,16,20
"2","3",190473.368904,16,20
"2","4east",284226.873009302,15,20
"2","4west",337067.828060526,13,20
"2","5",376895.644592157,19,20
"2","6",455682.347992683,14,20
"3","3",95.95512,18,20
"3","4east",116460.864396364,18,20
"3","4west",173869.503395918,16,20
"3","5",200275.499185714,19,20
"3","6",274349.67042619,13,20
"4east","4east",95.901643,16,20
"4east","4west",57473.22903375,17,20
"4east","5",92996.7020861818,20,20
"4east","6",172764.792845714,14,20
"4west","4west",176.725963,12,20
"4west","5",52735.029917,18,20
"4west","6",129400.114002564,14,20
"5","5",70.701802,17,20
"5","6",80112.5004945833,17,20
"6","6",93.399466,11,20
"1","1",505.679714,16,21
"1","2",305258.725606522,13,21
"1","3",244280.590775,14,21
"1","4east",339376.687853191,15,21
"1","4west",389097.57979,14,21
"1","5",390006.836374468,16,21
"1","6",437375.542481579,12,21
"2","2",67.363151,17,21
"2","3",190475.3850375,14,21
"2","4east",284231.249742222,14,21
"2","4west",337073.714442105,13,21
"2","5",376899.707470833,16,21
"2","6",455681.218657895,11,21
"3","3",95.95512,17,21
"3","4east",116460.007616949,19,21
"3","4west",173869.365825,16,21
"3","5",200275.077292308,17,21
"3","6",274351.022977143,11,21
"4east","4east",95.901643,16,21
"4east","4west",57475.520914,19,21
"4east","5",92998.7591154386,19,21
"4east","6",172762.6947975,14,21
"4west","4west",176.725963,12,21
"4west","5",52731.6332196,18,21
"4west","6",129397.958145,14,21
"5","5",70.701802,16,21
"5","6",80110.7967936735,18,21
"6","6",93.399466,13,21
"1","1",505.679714,11,22
"1","2",305270.486004762,15,22
"1","3",244289.1240075,15,22
"1","4east",339387.075504545,15,22
"1","4west",389102.520923684,15,22
"1","5",390007.23283617,17,22
"1","6",437366.223097143,13,22
"2","2",67.363151,16,22
"2","3",190474.294591304,15,22
"2","4east",284226.732641667,16,22
"2","4west",337063.791339535,15,22
"2","5",376896.93075625,18,22
"2","6",455680.541837209,15,22
"3","3",95.95512,15,22
"3","4east",116462.038098413,20,22
"3","4west",173861.34232549,16,22
"3","5",200276.201085965,20,22
"3","6",274345.684440476,14,22
"4east","4east",95.901643,16,22
"4east","4west",57467.8954219608,16,22
"4east","5",93000.9024817241,20,22
"4east","6",172763.448,14,22
"4west","4west",176.725963,13,22
"4west","5",52745.9310606383,17,22
"4west","6",129404.968765,14,22
"5","5",70.701802,17,22
"5","6",80110.081281,16,22
"6","6",93.399466,13,22
"1","1",505.679714,13,23
"1","2",305248.455202632,11,23
"1","3",244293.342202941,12,23
"1","4east",339384.915746154,13,23
"1","4west",389101.731193333,12,23
"1","5",390007.450905405,13,23
"1","6",437373.836284375,12,23
"2","2",67.363151,17,23
"2","3",190475.164238095,13,23
"2","4east",284226.886465116,14,23
"2","4west",337079.269216129,11,23
"2","5",376897.07058913,16,23
"2","6",455680.890952632,12,23
"3","3",95.95512,19,23
"3","4east",116461.237406349,21,23
"3","4west",173871.14477963,19,23
"3","5",200275.621067241,19,23
"3","6",274347.400508511,16,23
"4east","4east",95.901643,17,23
"4east","4west",57473.7573666038,18,23
"4east","5",92998.3953893103,20,23
"4east","6",172763.8484975,14,23
"4west","4west",176.725963,13,23
"4west","5",52730.0114246667,16,23
"4west","6",129394.533985714,16,23
"5","5",70.701802,21,23
"5","6",80112.73198,17,23
"6","6",93.399466,12,23
"1","1",505.679714,13,24
"1","2",305248.49255,13,24
"1","3",244268.062505405,13,24
"1","4east",339376.945957143,14,24
"1","4west",389092.783402778,12,24
"1","5",390008.4759125,14,24
"1","6",437382.032234375,10,24
"2","2",67.363151,14,24
"2","3",190474.712306977,14,24
"2","4east",284221.761324324,14,24
"2","4west",337070.382941667,13,24
"2","5",376895.540680488,15,24
"2","6",455681.390667647,11,24
"3","3",95.95512,19,24
"3","4east",116461.077477586,20,24
"3","4west",173870.295506897,20,24
"3","5",200275.189126786,19,24
"3","6",274349.67097381,13,24
"4east","4east",95.901643,12,24
"4east","4west",57472.1361628302,19,24
"4east","5",92998.128039322,22,24
"4east","6",172760.64825,13,24
"4west","4west",176.725963,15,24
"4west","5",52736.1752137931,20,24
"4west","6",129407.157245238,13,24
"5","5",70.701802,21,24
"5","6",80112.4794504545,14,24
"6","6",93.399466,11,24
"1","1",505.679714,13,25
"1","2",305255.126237143,11,25
"1","3",244275.466108333,13,25
"1","4east",339380.998133333,11,25
"1","4west",389097.104702703,12,25
"1","5",390007.519080488,15,25
"1","6",437371.016375,10,25
"2","2",67.363151,15,25
"2","3",190476.437914286,16,25
"2","4east",284228.66577,15,25
"2","4west",337065.837736585,14,25
"2","5",376897.602341667,17,25
"2","6",455675.987939474,14,25
"3","3",95.95512,18,25
"3","4east",116463.974296667,20,25
"3","4west",173866.498564286,17,25
"3","5",200276.718488889,22,25
"3","6",274346.296227907,15,25
"4east","4east",95.901643,12,25
"4east","4west",57465.8984088,15,25
"4east","5",92998.67212,20,25
"4east","6",172761.793805405,14,25
"4west","4west",176.725963,14,25
"4west","5",52741.2789756364,17,25
"4west","6",129407.65117561,14,25
"5","5",70.701802,20,25
"5","6",80111.7313234783,16,25
"6","6",93.399466,11,25
"1","1",505.679714,11,26
"1","2",305235.48265,11,26
"1","3",244280.590775,13,26
"1","4east",339375.314456757,14,26
"1","4west",389097.987674359,15,26
"1","5",390007.177696774,11,26
"1","6",437376.75036,13,26
"2","2",67.363151,17,26
"2","3",190476.778616,14,26
"2","4east",284229.340136,16,26
"2","4west",337068.8927025,12,26
"2","5",376898.787,14,26
"2","6",455678.517380952,14,26
"3","3",95.95512,19,26
"3","4east",116463.232813793,19,26
"3","4west",173871.570580357,19,26
"3","5",200275.838826,16,26
"3","6",274342.071736364,15,26
"4east","4east",95.901643,14,26
"4east","4west",57474.3295824528,18,26
"4east","5",92998.3540278571,20,26
"4east","6",172752.889607143,18,26
"4west","4west",176.725963,13,26
"4west","5",52737.3157923404,16,26
"4west","6",129399.180415789,15,26
"5","5",70.701802,17,26
"5","6",80109.9715604348,16,26
"6","6",93.399466,11,26
"1","1",505.679714,11,27
"1","2",305285.505313158,13,27
"1","3",244304.980184848,11,27
"1","4east",339386.899184848,11,27
"1","4west",389104.176232432,13,27
"1","5",390008.428041463,14,27
"1","6",437364.646172,9,27
"2","2",67.363151,14,27
"2","3",190476.558746341,14,27
"2","4east",284225.359632432,14,27
"2","4west",337071.977880952,15,27
"2","5",376898.004796,17,27
"2","6",455682.853826667,10,27
"3","3",95.95512,16,27
"3","4east",116460.642967857,20,27
"3","4west",173868.248496491,20,27
"3","5",200275.260592308,17,27
"3","6",274346.933278947,13,27
"4east","4east",95.901643,12,27
"4east","4west",57472.450157451,18,27
"4east","5",93000.3100223077,19,27
"4east","6",172762.166872222,13,27
"4west","4west",176.725963,14,27
"4west","5",52733.9172958182,19,27
"4west","6",129399.624121951,14,27
"5","5",70.701802,20,27
"5","6",80114.5341622917,16,27
"6","6",93.399466,12,27
"1","1",505.679714,13,28
"1","2",305260.805239474,11,28
"1","3",244282.370662857,13,28
"1","4east",339383.341534146,13,28
"1","4west",389099.771538889,14,28
"1","5",390008.213312766,15,28
"1","6",437376.39155625,10,28
"2","2",67.363151,17,28
"2","3",190476.467739535,14,28
"2","4east",284226.805234783,15,28
"2","4west",337074.484765,13,28
"2","5",376898.261016667,14,28
"2","6",455681.510608108,11,28
"3","3",95.95512,16,28
"3","4east",116460.411490566,18,28
"3","4west",173867.710825455,20,28
"3","5",200275.260592308,19,28
"3","6",274348.881564103,14,28
"4east","4east",95.901643,14,28
"4east","4west",57471.4639505769,18,28
"4east","5",93000.4078343478,16,28
"4east","6",172762.226775676,13,28
"4west","4west",176.725963,13,28
"4west","5",52727.5421290741,20,28
"4west","6",129403.397112821,13,28
"5","5",70.701802,19,28
"5","6",80109.8507854348,15,28
"6","6",93.399466,11,28
"1","1",505.679714,14,29
"1","2",305273.155276316,12,29
"1","3",244274.214697059,12,29
"1","4east",339380.611374286,12,29
"1","4west",389097.275042857,13,29
"1","5",390007.672111111,14,29
"1","6",437368.361938235,11,29
"2","2",67.363151,16,29
"2","3",190477.933790909,14,29
"2","4east",284226.89992093,15,29
"2","4west",337071.36915,13,29
"2","5",376897.360074,17,29
"2","6",455682.360404762,15,29
"3","3",95.95512,18,29
"3","4east",116461.063741667,19,29
"3","4west",173868.696645283,19,29
"3","5",200276.111711538,19,29
"3","6",274344.522355556,15,29
"4east","4east",95.901643,14,29
"4east","4west",57472.07077625,15,29
"4east","5",92999.9616298182,20,29
"4east","6",172763.08075122,13,29
"4west","4west",176.725963,13,29
"4west","5",52737.1211526,18,29
"4west","6",129395.313743902,16,29
"5","5",70.701802,18,29
"5","6",80111.7356102041,18,29
"6","6",93.399466,12,29
"1","1",505.679714,11,30
"1","2",305248.84735,11,30
"1","3",244275.606409677,13,30
"1","4east",339386.60838,14,30
"1","4west",389100.842726471,13,30
"1","5",390007.973560976,14,30
"1","6",437367.686418182,9,30
"2","2",67.363151,16,30
"2","3",190476.778616,16,30
"2","4east",284225.35824,17,30
"2","4west",337069.88782,14,30
"2","5",376897.262561818,18,30
"2","6",455679.719894595,12,30
"3","3",95.95512,17,30
"3","4east",116462.259129032,22,30
"3","4west",173867.612167857,19,30
"3","5",200276.485806557,21,30
"3","6",274348.368422222,12,30
"4east","4east",95.901643,14,30
"4east","4west",57473.3450975926,19,30
"4east","5",92999.1899034375,25,30
"4east","6",172763.855321622,14,30
"4west","4west",176.725963,14,30
"4west","5",52740.2585715789,20,30
"4west","6",129401.7677325,14,30
"5","5",70.701802,22,30
"5","6",80110.748236,15,30
"6","6",93.399466,11,30
"1","1",505.679714,11,31
"1","2",305268.108405714,12,31
"1","3",244267.787258621,10,31
"1","4east",339383.309452632,14,31
"1","4west",389097.957630556,13,31
"1","5",390008.86975,13,31
"1","6",437377.544037037,10,31
"2","2",67.363151,17,31
"2","3",190477.160929167,15,31
"2","4east",284226.792656522,15,31
"2","4west",337086.552119512,16,31
"2","5",376896.12359375,18,31
"2","6",455679.40401875,16,31
"3","3",95.95512,18,31
"3","4east",116461.536426786,17,31
"3","4west",173873.878537931,20,31
"3","5",200274.516363265,17,31
"3","6",274345.233626,14,31
"4east","4east",95.901643,15,31
"4east","4west",57473.9200983674,17,31
"4east","5",92997.3320864,18,31
"4east","6",172758.718021429,15,31
"4west","4west",176.725963,13,31
"4west","5",52724.0316473469,21,31
"4west","6",129389.157037778,17,31
"5","5",70.701802,16,31
"5","6",80111.9530811538,19,31
