"layer_from","layer_to","ave_distance","number_of_modules","trial"
"1","4west",389078.678442105,10,5
"1","5",390009.16213,3,5
"1","6",437376.856014286,4,5
"2","2",67.363151,10,5
"2","3",190474.84273,18,5
"2","4east",284232.00867,18,5
"2","4west",337015.518010526,11,5
"2","5",376899.29424,3,5
"2","6",455681.375907143,4,5
"3","3",95.95512,10,5
"3","4east",116468.255468293,18,5
"3","4west",173838.5446,8,5
"3","5",200276.95114,3,5
"3","6",274347.597185714,4,5
"4east","4east",95.901643,10,5
"4east","4west",57425.2349552632,11,5
"4east","5",92992.292872,3,5
"4east","6",172758.000685714,4,5
"4west","4west",176.725963,1,5
"4west","5",52700.4825433333,11,5
"4west","6",129377.619192308,7,5
"5","5",70.701802,9,5
"5","6",80111.1447572727,8,5
"6","6",93.399466,5,5
"1","1",505.679714,11,6
"1","2",305238.857668182,16,6
"1","3",244283.303105882,13,6
"1","4east",339379.554766667,15,6
"1","4west",389076.848294118,9,6
"1","5",390008.86975,1,6
"1","6",437384.6422,2,6
"2","2",67.363151,12,6
"2","3",190474.159813953,17,6
"2","4east",284226.710334694,18,6
"2","4west",336990.313133333,13,6
"2","5",376892.630125,1,6
"2","6",455678.199975,3,6
"3","3",95.95512,9,6
"3","4east",116459.042435897,17,6
"3","4west",173816.355936842,12,6
"3","5",200274.260075,1,6
"3","6",274336.5040875,3,6
"4east","4east",95.901643,12,6
"4east","4west",57416.66787,13,6
"4east","5",92999.56344,1,6
"4east","6",172765.122544444,3,6
"4west","4west",176.725963,1,6
"4west","5",52681.200752381,11,6
"4west","6",129376.63427,6,6
"5","5",70.701802,8,6
"5","6",80112.9162286667,6,6
"6","6",93.399466,4,6
"1","1",505.679714,13,7
"1","2",305228.532029545,17,7
"1","3",244276.777234694,19,7
"1","4east",339377.887996296,20,7
"1","4west",389078.81704,10,7
"1","5",390008.57737,3,7
"1","6",437345.836285714,3,7
"2","2",67.363151,12,7
"2","3",190473.26196087,17,7
"2","4east",284225.357230189,18,7
"2","4west",337005.716340909,10,7
"2","5",376899.29424,3,7
"2","6",455669.8467,3,7
"3","3",95.95512,12,7
"3","4east",116458.99685283,21,7
"3","4west",173821.359627273,11,7
"3","5",200274.260075,3,7
"3","6",274330.141325,3,7
"4east","4east",95.901643,14,7
"4east","4west",57426.72164375,11,7
"4east","5",92992.292872,3,7
"4east","6",172748.113785714,3,7
"4west","4west",176.725963,2,7
"4west","5",52709.03689,7,7
"4west","6",129366.175175,6,7
"5","5",70.701802,8,7
"5","6",80103.3727870588,7,7
"6","6",93.399466,3,7
"1","1",505.679714,13,8
"1","2",305264.87205814,15,8
"1","3",244291.805420455,18,8
"1","4east",339387.847295918,17,8
"1","4west",389089.837686364,11,8
"1","5",390009.032183333,5,8
"1","6",437370.545144444,3,8
"2","2",67.363151,12,8
"2","3",190470.711451282,16,8
"2","4east",284222.590158333,17,8
"2","4west",337020.208552632,11,8
"2","5",376897.390207143,4,8
"2","6",455687.68595,2,8
"3","3",95.95512,8,8
"3","4east",116457.449786047,19,8
"3","4west",173825.215370588,10,8
"3","5",200269.774966667,4,8
"3","6",274344.093233333,2,8
"4east","4east",95.901643,13,8
"4east","4west",57437.6553095833,12,8
"4east","5",92999.56344,4,8
"4east","6",172763.448,2,8
"4west","4west",176.725963,2,8
"4west","5",52700.4825433333,9,8
"4west","6",129365.485452941,8,8
"5","5",70.701802,9,8
"5","6",80105.75473625,8,8
"6","6",93.399466,5,8
"1","1",505.679714,11,9
"1","2",305276.009765854,15,9
"1","3",244290.4359,15,9
"1","4east",339387.322295122,14,9
"1","4west",389096.691705,10,9
"1","5",390008.084252174,8,9
"1","6",437326.9529375,5,9
"2","2",67.363151,13,9
"2","3",190474.82055,16,9
"2","4east",284228.291133333,16,9
"2","4west",337045.910904762,9,9
"2","5",376893.953396154,8,9
"2","6",455658.709158333,5,9
"3","3",95.95512,11,9
"3","4east",116461.37582549,18,9
"3","4west",173849.594029167,10,9
"3","5",200274.519556667,9,9
"3","6",274318.82686,5,9
"4east","4east",95.901643,14,9
"4east","4west",57455.9526134783,9,9
"4east","5",93001.99107375,9,9
"4east","6",172748.0699,5,9
"4west","4west",176.725963,3,9
"4west","5",52719.7033523333,14,9
"4west","6",129375.746730769,9,9
"5","5",70.701802,11,9
"5","6",80105.57154,9,9
"6","6",93.399466,3,9
"1","1",505.679714,12,10
"1","2",305277.784802564,15,10
"1","3",244289.623552083,16,10
"1","4east",339387.869177273,16,10
"1","4west",389085.442194118,7,10
"1","5",390008.86975,2,10
"1","6",437355.974566667,2,10
"2","2",67.363151,10,10
"2","3",190472.46768,13,10
"2","4east",284226.961302439,15,10
"2","4west",337012.17503125,7,10
"2","5",376892.630125,2,10
"2","6",455667.676266667,2,10
"3","3",95.95512,12,10
"3","4east",116461.23245,16,10
"3","4west",173828.064841176,7,10
"3","5",200274.260075,2,10
"3","6",274335.60955,2,10
"4east","4east",95.901643,10,10
"4east","4west",57428.3274013333,7,10
"4east","5",92987.4458266667,2,10
"4east","6",172751.20696,2,10
"4west","4west",176.725963,3,10
"4west","5",52706.0332056,11,10
"4west","6",129364.024923077,6,10
"5","5",70.701802,9,10
"5","6",80108.684525,6,10
"6","6",93.399466,5,10
"1","1",505.679714,9,11
"1","2",305259.175161364,18,11
"1","3",244272.459692105,14,11
"1","4east",339374.279942857,15,11
"1","4west",389072.673476923,8,11
"1","5",390008.86975,1,11
"2","2",67.363151,12,11
"2","3",190476.841805263,13,11
"2","4east",284226.989526829,14,11
"2","4west",337000.375926667,8,11
"2","5",376892.630125,1,11
"3","3",95.95512,11,11
"3","4east",116465.025205,13,11
"3","4west",173825.92735,6,11
"3","5",200274.260075,1,11
"4east","4east",95.901643,12,11
"4east","4west",57422.50966375,8,11
"4east","5",92999.56344,1,11
"4west","4west",176.725963,2,11
"4west","5",52702.50177875,7,11
"4west","6",129378.282557143,4,11
"5","5",70.701802,9,11
"5","6",80112.2690091667,5,11
"6","6",93.399466,2,11
"1","1",505.679714,13,12
"1","2",305282.78255,20,12
"1","3",244296.426475556,20,12
"1","4east",339388.303292,18,12
"1","4west",389093.336888889,9,12
"1","5",390008.707316667,6,12
"1","6",437312.262833333,2,12
"2","2",67.363151,13,12
"2","3",190477.692995918,20,12
"2","4east",284233.177729412,18,12
"2","4west",337049.668330435,10,12
"2","5",376895.659268182,6,12
"2","6",455649.74205,2,12
"3","3",95.95512,9,12
"3","4east",116462.909190909,17,12
"3","4west",173844.4807,9,12
"3","5",200274.260075,6,12
"3","6",274316.1875,2,12
"4east","4east",95.901643,13,12
"4east","4west",57450.7806092308,11,12
"4east","5",92999.56344,6,12
"4east","6",172740.38085,2,12
"4west","4west",176.725963,3,12
"4west","5",52722.22991,10,12
"4west","6",129342.603685714,5,12
"5","5",70.701802,12,12
"5","6",80097.8799514286,6,12
"6","6",93.399466,2,12
"1","1",505.679714,12,13
"1","2",305249.631015789,15,13
"1","3",244271.86848913,16,13
"1","4east",339381.774726087,16,13
"1","4west",389085.023122727,11,13
"1","5",390007.672111111,6,13
"1","6",437331.377644444,5,13
"2","2",67.363151,10,13
"2","3",190477.137863415,17,13
"2","4east",284228.634346341,17,13
"2","4west",337027.811671429,11,13
"2","5",376891.781784211,7,13
"2","6",455656.512781818,6,13
"3","3",95.95512,11,13
"3","4east",116462.105597674,17,13
"3","4west",173834.241165,10,13
"3","5",200273.66238125,6,13
"3","6",274320.0994125,5,13
"4east","4east",95.901643,15,13
"4east","4west",57447.5897917857,12,13
"4east","5",93001.0573684615,7,13
"4east","6",172751.914425,6,13
"4west","4west",176.725963,3,13
"4west","5",52720.4097482759,13,13
"4west","6",129366.792294737,12,13
"5","5",70.701802,10,13
"5","6",80103.1297648,11,13
"6","6",93.399466,4,13
"1","1",505.679714,12,14
"1","2",305249.239497368,13,14
"1","3",244281.228491489,16,14
"1","4east",339384.398195,15,14
"1","4west",389089.019528571,9,14
"1","5",390009.48942,5,14
"1","6",437349.51565,4,14
"2","2",67.363151,10,14
"2","3",190475.996454545,17,14
"2","4east",284230.113595238,18,14
"2","4west",337031.981315789,10,14
"2","5",376898.147433333,5,14
"2","6",455679.3119,4,14
"3","3",95.95512,12,14
"3","4east",116459.257384444,17,14
"3","4west",173842.20663,9,14
"3","5",200272.785326667,5,14
"3","6",274336.5040875,4,14
"4east","4east",95.901643,11,14
"4east","4west",57445.1510819231,12,14
"4east","5",92995.5242355556,6,14
"4east","6",172753.248275,5,14
"4west","4west",176.725963,3,14
"4west","5",52713.3936308333,11,14
"4west","6",129385.689635714,8,14
"5","5",70.701802,10,14
"5","6",80100.66347,8,14
"6","6",93.399466,2,14
"1","1",505.679714,10,15
"1","2",305261.055633333,14,15
"1","3",244303.382755882,12,15
"1","4east",339391.589943902,16,15
"1","4west",389096.468340909,9,15
"1","5",390007.329928571,4,15
"1","6",437355.974566667,4,15
"2","2",67.363151,8,15
"2","3",190475.17069697,13,15
"2","4east",284220.366355,15,15
"2","4west",337033.142908696,10,15
"2","5",376895.087628571,4,15
"2","6",455667.676266667,4,15
"3","3",95.95512,9,15
"3","4east",116462.03895,12,15
"3","4west",173836.663215,9,15
"3","5",200273.824672727,4,15
"3","6",274330.141325,4,15
"4east","4east",95.901643,12,15
"4east","4west",57446.08806,11,15
"4east","5",93008.8590916667,4,15
"4east","6",172761.84738,4,15
"4west","4west",176.725963,4,15
"4west","5",52715.8634454545,9,15
"4west","6",129360.053278947,9,15
"5","5",70.701802,8,15
"5","6",80104.521055,9,15
"6","6",93.399466,7,15
"1","1",505.679714,13,16
"1","2",305225.786587234,17,16
"1","3",244259.289119048,18,16
"1","4east",339376.938117021,16,16
"1","4west",389081.775051852,12,16
"1","5",390008.660907143,4,16
"1","6",437341.403988889,4,16
"2","2",67.363151,14,16
"2","3",190483.375468293,18,16
"2","4east",284226.842969565,15,16
"2","4west",337015.960107692,11,16
"2","5",376892.630125,4,16
"2","6",455660.50258,4,16
"3","3",95.95512,9,16
"3","4east",116461.258628571,18,16
"3","4west",173832.778256522,13,16
"3","5",200278.745183333,4,16
"3","6",274326.263485714,4,16
"4east","4east",95.901643,14,16
"4east","4west",57430.3421983333,14,16
"4east","5",92999.56344,4,16
"4east","6",172749.60771,4,16
"4west","4west",176.725963,3,16
"4west","5",52727.0689173913,9,16
"4west","6",129382.212192857,8,16
"5","5",70.701802,9,16
"5","6",80099.6011845454,9,16
"6","6",93.399466,4,16
"1","1",505.679714,12,17
"1","2",305267.066621622,15,17
"1","3",244297.501038095,16,17
"1","4east",339389.342406383,16,17
"1","4west",389083.196945455,12,17
"1","5",390008.86975,4,17
"1","6",437368.8924,2,17
"2","2",67.363151,8,17
"2","3",190470.522588889,14,17
"2","4east",284219.923048649,12,17
"2","4west",337020.208552632,10,17
"2","5",376897.390207143,4,17
"2","6",455679.756575,2,17
"3","3",95.95512,9,17
"3","4east",116460.392091837,18,17
"3","4west",173825.57966,11,17
"3","5",200276.95114,3,17
"3","6",274313.73665,1,17
"4east","4east",95.901643,15,17
"4east","4west",57425.6537208696,11,17
"4east","5",92999.56344,3,17
"4east","6",172740.38085,1,17
"4west","4west",176.725963,1,17
"4west","5",52697.5346113043,11,17
"4west","6",129336.836369231,7,17
"5","5",70.701802,11,17
"5","6",80110.8922277273,6,17
"6","6",93.399466,5,17
"1","1",505.679714,12,18
"1","2",305241.70027027,15,18
"1","3",244269.181602632,16,18
"1","4east",339375.687175556,15,18
"1","4west",389082.988433333,9,18
"1","5",390007.1242,3,18
"1","6",437371.016375,1,18
"2","2",67.363151,11,18
"2","3",190463.9434,14,18
"2","4east",284217.686074286,14,18
"2","4west",337007.9699625,8,18
"2","5",376880.807442857,3,18
"2","6",455676.643375,1,18
"3","3",95.95512,8,18
"3","4east",116462.594411111,16,18
"3","4west",173819.807506667,8,18
"3","5",200273.575871429,3,18
"4east","4east",95.901643,14,18
"4east","4west",57417.7237405,10,18
"4east","5",93013.5069175,3,18
"4west","4west",176.725963,2,18
"4west","5",52718.4481035294,9,18
"4west","6",129356.52748,6,18
"5","5",70.701802,8,18
"5","6",80101.7526386667,7,18
"6","6",93.399466,2,18
"1","1",505.679714,12,19
"1","2",305237.674076191,17,19
"1","3",244256.429221739,18,19
"1","4east",339375.944854545,17,19
"1","4west",389080.812665385,13,19
"1","5",390008.86975,3,19
"1","6",437378.284984615,5,19
"2","2",67.363151,9,19
"2","3",190474.717682927,17,19
"2","4east",284223.317018182,14,19
"2","4west",337020.208552632,10,19
"2","5",376899.29424,3,19
"2","6",455685.610483333,4,19
"3","3",95.95512,11,19
"3","4east",116464.40328,16,19
"3","4west",173833.010640909,11,19
"3","5",200280.9877375,3,19
"3","6",274358.2994,4,19
"4east","4east",95.901643,11,19
"4east","4west",57432.9120315385,13,19
"4east","5",92999.56344,2,19
"4east","6",172765.04862,4,19
"4west","4west",176.725963,3,19
"4west","5",52704.6197070588,7,19
"4west","6",129408.552684615,7,19
"5","5",70.701802,8,19
"5","6",80110.2198046667,5,19
"6","6",93.399466,5,19
"1","1",505.679714,13,20
"1","2",305239.196884091,16,20
"1","3",244277.611087805,14,20
"1","4east",339385.318123529,18,20
"1","4west",389091.6543625,7,20
"1","5",390007.33966875,5,20
"1","6",437353.81442,3,20
"2","2",67.363151,10,20
"2","3",190477.173388571,15,20
"2","4east",284228.291088889,18,20
"2","4west",337033.130831579,10,20
"2","5",376893.705805882,6,20
"2","6",455664.63766,3,20
"3","3",95.95512,11,20
"3","4east",116464.104785106,17,20
"3","4west",173845.521463158,8,20
"3","5",200277.0262125,5,20
"3","6",274341.45464,3,20
"4east","4east",95.901643,13,20
"4east","4west",57445.2490815,10,20
"4east","5",92996.5748964706,6,20
"4east","6",172755.75895,3,20
"4west","4west",176.725963,2,20
"4west","5",52708.6431204,12,20
"4west","6",129361.266122222,7,20
"5","5",70.701802,11,20
"5","6",80104.797535625,8,20
"6","6",93.399466,1,20
"1","1",505.679714,12,21
"1","2",305249.201011905,15,21
"1","3",244290.444713636,17,21
"1","4east",339384.87943617,16,21
"1","4west",389088.482242105,9,21
"1","5",390008.86975,3,21
"1","6",437325.89095,4,21
"2","2",67.363151,11,21
"2","3",190478.286077778,15,21
"2","4east",284230.222668293,16,21
"2","4west",337034.006453846,12,21
"2","5",376896.332411111,5,21
"2","6",455669.802869231,6,21
"3","3",95.95512,10,21
"3","4east",116461.745017391,18,21
"3","4west",173844.3972125,11,21
"3","5",200277.62390625,5,21
"3","6",274330.577053846,6,21
"4east","4east",95.901643,13,21
"4east","4west",57441.0804344444,13,21
"4east","5",92999.56344,5,21
"4east","6",172748.0699,6,21
"4west","4west",176.725963,4,21
"4west","5",52717.4331525,11,21
"4west","6",129389.368061111,10,21
"5","5",70.701802,10,21
"5","6",80104.63707,8,21
"6","6",93.399466,2,21
"1","1",505.679714,13,22
"1","2",305224.9322,16,22
"1","3",244277.47659,15,22
"1","4east",339376.476895455,16,22
"1","4west",389088.238044,12,22
"1","5",390009.419082353,6,22
"1","6",437361.99129,5,22
"2","2",67.363151,10,22
"2","3",190472.003671429,15,22
"2","4east",284225.338,16,22
"2","4west",337025.982604,12,22
"2","5",376889.971036842,6,22
"2","6",455666.638533333,5,22
"3","3",95.95512,13,22
"3","4east",116458.373386364,15,22
"3","4west",173833.719845833,11,22
"3","5",200272.765038889,6,22
"3","6",274338.408146154,5,22
"4east","4east",95.901643,12,22
"4east","4west",57448.6341734615,11,22
"4east","5",93006.3260463158,6,22
"4east","6",172766.924846154,6,22
"4west","4west",176.725963,4,22
"4west","5",52717.8993888571,16,22
"4west","6",129376.63427,11,22
"5","5",70.701802,12,22
"5","6",80106.5530692857,11,22
"6","6",93.399466,7,22
"1","1",505.679714,10,23
"1","2",305259.312161905,17,23
"1","3",244286.613313889,14,23
"1","4east",339379.742411628,15,23
"1","4west",389085.3693,10,23
"1","5",390008.020781818,4,23
"1","6",437369.9543875,3,23
"2","2",67.363151,9,23
"2","3",190475.973741935,14,23
"2","4east",284225.344369231,14,23
"2","4west",337011.9769,10,23
"2","5",376892.630125,4,23
"2","6",455669.973533333,4,23
"3","3",95.95512,8,23
"3","4east",116465.039627027,13,23
"3","4west",173837.136763158,9,23
"3","5",200276.272527273,4,23
"3","6",274356.5879125,3,23
"4east","4east",95.901643,14,23
"4east","4west",57442.6734772,9,23
"4east","5",93001.7213366667,5,23
"4east","6",172763.448,4,23
"4west","4west",176.725963,4,23
"4west","5",52736.0534945455,9,23
"4west","6",129403.529071429,6,23
"5","5",70.701802,8,23
"5","6",80118.138526875,6,23
"6","6",93.399466,5,23
"1","1",505.679714,12,24
"1","2",305249.494726087,19,24
"1","3",244289.017983636,22,24
"1","4east",339379.9155,18,24
"1","4west",389080.866142857,10,24
"1","5",390008.86975,4,24
"1","6",437361.99129,3,24
"2","2",67.363151,12,24
"2","3",190474.59875,19,24
"2","4east",284226.975414634,15,24
"2","4west",337029.216723529,9,24
"2","5",376897.390207143,4,24
"2","6",455678.199975,3,24
"3","3",95.95512,15,24
"3","4east",116458.141388,18,24
"3","4west",173833.640427273,10,24
"3","5",200274.260075,4,24
"3","6",274339.98413,3,24
"4east","4east",95.901643,13,24
"4east","4west",57432.5107222727,11,24
"4east","5",93004.7567028571,4,24
"4east","6",172767.2140125,3,24
"4west","4west",176.725963,2,24
"4west","5",52723.188745,7,24
"4west","6",129372.36622,7,24
"5","5",70.701802,10,24
"5","6",80108.7986645455,9,24
"6","6",93.399466,5,24
"1","1",505.679714,9,25
"1","2",305260.2067475,16,25
"1","3",244282.512525,20,25
"1","4east",339380.493295122,18,25
"1","4west",389087.46475,9,25
"1","5",390008.86975,3,25
"1","6",437348.4536625,3,25
"2","2",67.363151,11,25
"2","3",190473.844048,17,25
"2","4east",284233.871425641,16,25
"2","4west",337023.567809524,10,25
"2","5",376892.630125,3,25
"2","6",455663.1927125,3,25
"3","3",95.95512,13,25
"3","4east",116462.810219565,19,25
"3","4west",173833.924933333,10,25
"3","5",200274.260075,3,25
"3","6",274330.141325,3,25
"4east","4east",95.901643,11,25
"4east","4west",57435.8757468421,10,25
"4east","5",92992.292872,3,25
"4east","6",172735.3595,3,25
"4west","4west",176.725963,2,25
"4west","5",52692.1653229167,11,25
"4west","6",129362.152446154,7,25
"5","5",70.701802,11,25
"5","6",80107.7177822727,9,25
"6","6",93.399466,4,25
"1","1",505.679714,14,26
"1","2",305222.059298077,21,26
"1","3",244267.522688889,18,26
"1","4east",339376.841984615,17,26
"1","4west",389085.531830435,11,26
"1","5",390009.032183333,6,26
"1","6",437343.09153,5,26
"2","2",67.363151,12,26
"2","3",190473.762839216,22,26
"2","4east",284224.113688889,21,26
"2","4west",337020.927413636,13,26
"2","5",376887.870042857,6,26
"2","6",455648.18545,5,26
"3","3",95.95512,11,26
"3","4east",116461.8249,19,26
"3","4west",173844.4807,12,26
"3","5",200275.942975,6,26
"3","6",274326.86039,5,26
"4east","4east",95.901643,16,26
"4east","4west",57439.980615,12,26
"4east","5",92995.8445173333,5,26
"4east","6",172746.395355556,4,26
"4west","4west",176.725963,2,26
"4west","5",52700.4250581818,11,26
"4west","6",129344.813223077,9,26
"5","5",70.701802,9,26
"5","6",80095.9856553333,7,26
"6","6",93.399466,3,26
"1","1",505.679714,14,27
"1","2",305262.605734694,18,27
"1","3",244289.560777778,17,27
"1","4east",339389.849092308,20,27
"1","4west",389087.317281818,13,27
"1","5",390009.588107692,4,27
"1","6",437348.4536625,3,27
"2","2",67.363151,11,27
"2","3",190475.590023256,17,27
"2","4east",284229.588565957,17,27
"2","4west",337005.716340909,11,27
"2","5",376890.172621429,4,27
"2","6",455663.1927125,3,27
"3","3",95.95512,10,27
"3","4east",116461.511025581,17,27
"3","4west",173825.347866667,9,27
"3","5",200273.020964286,4,27
"3","6",274327.125866667,3,27
"4east","4east",95.901643,13,27
"4east","4west",57419.5065411538,13,27
"4east","5",92990.2677883333,4,27
"4east","6",172748.113785714,3,27
"4west","4west",176.725963,1,27
"4west","5",52710.1285927778,10,27
"4west","6",129336.42071,7,27
"5","5",70.701802,9,27
"5","6",80102.1230153333,8,27
"6","6",93.399466,3,27
"1","1",505.679714,12,28
"1","2",305286.693851613,12,28
"1","3",244286.0098225,14,28
"1","4east",339385.85648,14,28
"1","4west",389086.121855,9,28
"1","5",390008.86975,3,28
"1","6",437348.4536625,3,28
"2","2",67.363151,7,28
"2","3",190481.480618182,14,28
"2","4east",284237.657925926,12,28
"2","4west",337037.9432,8,28
"2","5",376892.630125,3,28
"2","6",455663.1927125,3,28
"3","3",95.95512,10,28
"3","4east",116457.899682927,17,28
"3","4west",173825.347866667,10,28
"3","5",200274.260075,3,28
"3","6",274330.141325,3,28
"4east","4east",95.901643,11,28
"4east","4west",57428.1832868421,10,28
"4east","5",92992.292872,3,28
"4east","6",172748.113785714,3,28
"4west","4west",176.725963,1,28
"4west","5",52703.8094315,10,28
"4west","6",129346.081142857,9,28
"5","5",70.701802,10,28
"5","6",80102.052013913,10,28
"6","6",93.399466,6,28
"1","1",505.679714,12,29
"1","2",305272.931973333,17,29
"1","3",244284.566593617,19,29
"1","4east",339383.54876087,17,29
"1","4west",389085.220427778,9,29
"1","5",390008.57737,3,29
"1","6",437345.836285714,3,29
"2","2",67.363151,10,29
"2","3",190470.945877273,19,29
"2","4east",284222.221930233,16,29
"2","4west",337028.440247368,9,29
"2","5",376892.630125,3,29
"2","6",455663.1927125,3,29
"3","3",95.95512,11,29
"3","4east",116463.148664,19,29
"3","4west",173831.1198,11,29
"3","5",200276.95114,3,29
"3","6",274327.125866667,3,29
"4east","4east",95.901643,13,29
"4east","4west",57427.8324925,12,29
"4east","5",92999.56344,3,29
"4east","6",172757.23258,3,29
"4west","4west",176.725963,2,29
"4west","5",52694.6966508696,10,29
"4west","6",129343.57735,11,29
"5","5",70.701802,9,29
"5","6",80106.3677288,10,29
"6","6",93.399466,3,29
"1","1",505.679714,14,30
"1","2",305242.003883721,16,30
"1","3",244276.033129268,15,30
"1","4east",339381.127548889,15,30
"1","4west",389082.988433333,8,30
"1","5",390011.0255,3,30
"1","6",437325.89095,3,30
"2","2",67.363151,8,30
"2","3",190469.467685714,14,30
"2","4east",284221.506588571,14,30
"2","4west",337001.182764286,7,30
"2","5",376875.892314286,3,30
"2","6",455633.178425,3,30
"3","3",95.95512,11,30
"3","4east",116462.5218925,15,30
"3","4west",173838.743033333,7,30
"3","5",200270.571891667,4,30
"3","6",274312.686285714,4,30
"4east","4east",95.901643,10,30
"4east","4west",57426.6876535714,7,30
"4east","5",92985.6199625,3,30
"4east","6",172732.75324,3,30
"4west","4west",176.725963,2,30
"4west","5",52701.9614879167,12,30
"4west","6",129360.279984615,8,30
"5","5",70.701802,8,30
"5","6",80103.8130026087,9,30
"6","6",93.399466,4,30
"1","1",505.679714,13,31
"1","2",305228.1939,20,31
"1","3",244272.33962,19,31
"1","4east",339377.371908163,18,31
"1","4west",389077.5608,11,31
"1","5",390008.05516,5,31
"1","6",437371.016375,1,31
"2","2",67.363151,11,31
"2","3",190476.659087179,17,31
"2","4east",284226.780078261,17,31
"2","4west",337012.17503125,9,31
"2","5",376909.39886,4,31
"2","6",455709.7711,1,31
"3","3",95.95512,9,31
"3","4east",116462.502219149,19,31
"3","4west",173834.15309375,9,31
"3","5",200275.499185714,5,31
"3","6",274346.546,1,31
"4east","4east",95.901643,15,31
"4east","4west",57435.7533517391,10,31
"4east","5",93006.53517875,5,31
"4east","6",172763.448,1,31
"4west","4west",176.725963,2,31
"4west","5",52712.9884426316,9,31
"4west","6",129323.008025,5,31
"5","5",70.701802,12,31
"5","6",80107.67266125,5,31
"6","6",93.399466,3,31
"1","1",505.679714,13,32
"1","2",305214.542271053,17,32
"1","3",244269.428456,19,32
"1","4east",339376.777080952,17,32
"1","4west",389076.747338462,13,32
"1","5",390009.87926,5,32
"1","6",437369.601155556,4,32
"2","2",67.363151,7,32
"2","3",190479.558370732,17,32
"2","4east",284221.848157895,17,32
"2","4west",337008.774572727,12,32
"2","5",376884.209608333,4,32
"2","6",455659.2573,4,32
"3","3",95.95512,12,32
