"layer_from","layer_to","ave_distance","turnover","trial_num"
"5","5",70.701802,1,7
"5","6",80108.12896,0.333333333333333,7
"6","6",93.399466,1,7
"1","1",505.679714,1,8
"1","2",305209.7389,0.7,8
"1","3",244316.721883333,0.357142857142857,8
"1","4east",339357.624985714,0.583333333333333,8
"1","4west",389094.179225,0.545454545454545,8
"1","5",390005.436844444,0.416666666666667,8
"1","6",437388.21558,0.230769230769231,8
"2","2",67.363151,1,8
"2","3",190474.59875,0.384615384615385,8
"2","4east",284236.398366667,0.5,8
"2","4west",337055.48055,0.454545454545455,8
"2","5",376898.3643,0.333333333333333,8
"2","6",455675.086775,0.363636363636364,8
"3","3",95.95512,1,8
"3","4east",116463.17456,0.428571428571429,8
"3","4west",173855.3676,0.285714285714286,8
"3","5",200274.792233333,0.2,8
"3","6",274346.546,0.214285714285714,8
"4east","4east",95.901643,1,8
"4east","4west",57460.8732238462,0.5,8
"4east","5",92998.0250909091,0.384615384615385,8
"4east","6",172771.13705,0.214285714285714,8
"4west","4west",176.725963,1,8
"4west","5",52736.2488972222,0.777777777777778,8
"4west","6",129370.2322,0.5,8
"5","5",70.701802,1,8
"5","6",80109.4441085714,0.5,8
"6","6",93.399466,1,8
"1","1",505.679714,1,9
"1","2",305190.184675,0.615384615384615,9
"1","3",244316.721883333,0.583333333333333,9
"1","4east",339357.624985714,0.6,9
"1","4west",389092.376671429,0.636363636363636,9
"1","5",390007.535657143,0.416666666666667,9
"1","6",437388.21558,0.285714285714286,9
"2","2",67.363151,1,9
"2","3",190474.59875,0.5,9
"2","4east",284236.398366667,0.533333333333333,9
"2","4west",337046.56848,0.545454545454545,9
"2","5",376892.630125,0.454545454545455,9
"2","6",455673.530175,0.307692307692308,9
"3","3",95.95512,1,9
"3","4east",116460.649125,0.5,9
"3","4west",173877.302916667,0.666666666666667,9
"3","5",200274.260075,0.555555555555556,9
"3","6",274346.546,0.363636363636364,9
"4east","4east",95.901643,1,9
"4east","4west",57468.0924645455,0.538461538461538,9
"4east","5",92993.5062883333,0.357142857142857,9
"4east","6",172766.743307143,0.25,9
"4west","4west",176.725963,1,9
"4west","5",52747.4713330769,0.625,9
"4west","6",129414.4136,0.272727272727273,9
"5","5",70.701802,1,9
"5","6",80120.40368,0.444444444444444,9
"6","6",93.399466,1,9
"1","1",505.679714,1,10
"1","2",305203.40737,0.666666666666667,10
"1","3",244316.721883333,0.428571428571429,10
"1","4east",339357.624985714,0.642857142857143,10
"1","4west",389094.179225,0.583333333333333,10
"1","5",390007.535657143,0.363636363636364,10
"1","6",437388.21558,0.153846153846154,10
"2","2",67.363151,1,10
"2","3",190474.59875,0.384615384615385,10
"2","4east",284236.398366667,0.5,10
"2","4west",337055.48055,0.416666666666667,10
"2","5",376892.630125,0.3,10
"2","6",455685.610483333,0.3,10
"3","3",95.95512,1,10
"3","4east",116463.17456,0.5,10
"3","4west",173858.830325,0.416666666666667,10
"3","5",200276.717988889,0.3,10
"3","6",274346.546,0.181818181818182,10
"4east","4east",95.901643,1,10
"4east","4west",57465.86104,0.666666666666667,10
"4east","5",93002.80194,0.333333333333333,10
"4east","6",172774.981575,0.0666666666666667,10
"4west","4west",176.725963,1,10
"4west","5",52756.1539178571,0.5,10
"4west","6",129414.4136,0.0909090909090909,10
"5","5",70.701802,1,10
"5","6",80112.73198,0.142857142857143,10
"6","6",93.399466,1,10
"1","1",505.679714,1,11
"1","2",305203.40737,0.642857142857143,11
"1","3",244316.721883333,0.428571428571429,11
"1","4east",339357.624985714,0.727272727272727,11
"1","4west",389094.179225,0.545454545454545,11
"1","5",390007.535657143,0.454545454545455,11
"1","6",437388.21558,0.230769230769231,11
"2","2",67.363151,1,11
"2","3",190484.847466667,0.5,11
"2","4east",284236.398366667,0.666666666666667,11
"2","4west",337033.11226,0.5,11
"2","5",376892.630125,0.416666666666667,11
"2","6",455685.218885714,0.307692307692308,11
"3","3",95.95512,1,11
"3","4east",116460.649125,0.545454545454545,11
"3","4west",173858.830325,0.5,11
"3","5",200274.260075,0.4,11
"3","6",274335.60955,0.272727272727273,11
"4east","4east",95.901643,1,11
"4east","4west",57464.1820425,0.75,11
"4east","5",92998.0250909091,0.625,11
"4east","6",172771.13705,0.181818181818182,11
"4west","4west",176.725963,1,11
"4west","5",52756.1539178571,0.833333333333333,11
"4west","6",129414.4136,0.222222222222222,11
"5","5",70.701802,1,11
"5","6",80112.73198,0.25,11
"6","6",93.399466,1,11
"1","1",505.679714,1,12
"1","2",305203.40737,0.727272727272727,12
"1","3",244316.721883333,0.461538461538462,12
"1","4east",339357.624985714,0.615384615384615,12
"1","4west",389094.179225,0.545454545454545,12
"1","5",390007.535657143,0.4,12
"1","6",437388.21558,0.307692307692308,12
"2","2",67.363151,1,12
"2","3",190474.59875,0.5,12
"2","4east",284236.398366667,0.538461538461538,12
"2","4west",337055.48055,0.454545454545455,12
"2","5",376892.630125,0.3,12
"2","6",455685.610483333,0.454545454545455,12
"3","3",95.95512,1,12
"3","4east",116453.1548,0.428571428571429,12
"3","4west",173858.830325,0.454545454545455,12
"3","5",200274.260075,0.3,12
"3","6",274346.546,0.333333333333333,12
"4east","4east",95.901643,1,12
"4east","4west",57469.55228,0.636363636363636,12
"4east","5",92998.0250909091,0.363636363636364,12
"4east","6",172752.80895,0.285714285714286,12
"4west","4west",176.725963,1,12
"4west","5",52756.1539178571,0.571428571428571,12
"4west","6",129396.74104,0.4,12
"5","5",70.701802,1,12
"5","6",80112.73198,0.222222222222222,12
"6","6",93.399466,1,12
"1","1",505.679714,1,13
"1","2",305209.7389,0.615384615384615,13
"1","3",244316.721883333,0.636363636363636,13
"1","4east",339357.624985714,0.692307692307692,13
"1","4west",389094.179225,0.636363636363636,13
"1","5",390007.535657143,0.454545454545455,13
"1","6",437388.21558,0.333333333333333,13
"2","2",67.363151,1,13
"2","3",190474.59875,0.545454545454545,13
"2","4east",284236.398366667,0.5,13
"2","4west",337081.547516667,0.416666666666667,13
"2","5",376892.630125,0.363636363636364,13
"2","6",455675.086775,0.5,13
"3","3",95.95512,1,13
"3","4east",116460.649125,0.636363636363636,13
"3","4west",173858.830325,0.75,13
"3","5",200274.260075,0.5,13
"3","6",274346.546,0.333333333333333,13
"4east","4east",95.901643,1,13
"4east","4west",57464.1820425,0.636363636363636,13
"4east","5",92998.0250909091,0.454545454545455,13
"4east","6",172771.13705,0.230769230769231,13
"4west","4west",176.725963,1,13
"4west","5",52756.1539178571,0.714285714285714,13
"4west","6",129414.4136,0.333333333333333,13
"5","5",70.701802,1,13
"5","6",80120.40368,0.428571428571429,13
"6","6",93.399466,1,13
"1","1",505.679714,1,14
"1","2",305227.514381818,0.666666666666667,14
"1","3",244316.721883333,0.466666666666667,14
"1","4east",339357.624985714,0.642857142857143,14
"1","4west",389094.179225,0.583333333333333,14
"1","5",390007.535657143,0.363636363636364,14
"1","6",437388.21558,0.230769230769231,14
"2","2",67.363151,1,14
"2","3",190474.59875,0.428571428571429,14
"2","4east",284236.398366667,0.5,14
"2","4west",337055.48055,0.416666666666667,14
"2","5",376892.630125,0.444444444444444,14
"2","6",455675.086775,0.4,14
"3","3",95.95512,1,14
"3","4east",116468.13694,0.4375,14
"3","4west",173858.830325,0.461538461538462,14
"3","5",200274.792233333,0.363636363636364,14
"3","6",274346.546,0.230769230769231,14
"4east","4east",95.901643,1,14
"4east","4west",57466.2253357143,0.538461538461538,14
"4east","5",93002.80194,0.333333333333333,14
"4east","6",172773.333921429,0.133333333333333,14
"4west","4west",176.725963,1,14
"4west","5",52756.1539178571,0.5,14
"4west","6",129425.765954545,0.181818181818182,14
"5","5",70.701802,1,14
"5","6",80112.73198,0.285714285714286,14
"6","6",93.399466,1,14
"1","1",505.679714,1,15
"1","2",305203.40737,0.666666666666667,15
"1","3",244316.721883333,0.5,15
"1","4east",339357.624985714,0.466666666666667,15
"1","4west",389094.179225,0.461538461538462,15
"1","5",390007.535657143,0.416666666666667,15
"1","6",437388.21558,0.25,15
"2","2",67.363151,1,15
"2","3",190474.59875,0.5,15
"2","4east",284236.398366667,0.375,15
"2","4west",337066.694,0.461538461538462,15
"2","5",376892.630125,0.307692307692308,15
"2","6",455685.610483333,0.363636363636364,15
"3","3",95.95512,1,15
"3","4east",116460.649125,0.416666666666667,15
"3","4west",173858.830325,0.4,15
"3","5",200274.260075,0.333333333333333,15
"3","6",274346.546,0.25,15
"4east","4east",95.901643,1,15
"4east","4west",57472.4781678571,0.5,15
"4east","5",92995.8445173333,0.357142857142857,15
"4east","6",172767.887585714,0.214285714285714,15
"4west","4west",176.725963,1,15
"4west","5",52748.7404973684,0.6,15
"4west","6",129418.470616667,0.272727272727273,15
"5","5",70.701802,1,15
"5","6",80127.1478722222,0.333333333333333,15
"6","6",93.399466,1,15
"1","1",505.679714,1,16
"1","2",305209.7389,0.692307692307692,16
"1","3",244316.721883333,0.461538461538462,16
"1","4east",339357.624985714,0.615384615384615,16
"1","4west",389094.179225,0.5,16
"1","5",390007.535657143,0.363636363636364,16
"1","6",437388.21558,0.153846153846154,16
"2","2",67.363151,1,16
"2","3",190483.12236,0.5,16
"2","4east",284236.398366667,0.533333333333333,16
"2","4west",337055.48055,0.428571428571429,16
"2","5",376902.73466,0.307692307692308,16
"2","6",455675.086775,0.214285714285714,16
"3","3",95.95512,1,16
"3","4east",116460.649125,0.428571428571429,16
"3","4west",173858.830325,0.416666666666667,16
"3","5",200276.717988889,0.272727272727273,16
"3","6",274346.546,0.166666666666667,16
"4east","4east",95.901643,1,16
"4east","4west",57466.3407535714,0.583333333333333,16
"4east","5",93002.80194,0.454545454545455,16
"4east","6",172774.981575,0.142857142857143,16
"4west","4west",176.725963,1,16
"4west","5",52759.650015,0.625,16
"4west","6",129414.4136,0.181818181818182,16
"5","5",70.701802,1,16
"5","6",80112.73198,0.25,16
"6","6",93.399466,1,16
"1","1",505.679714,1,17
"1","2",305203.40737,0.8,17
"1","3",244316.721883333,0.545454545454545,17
"1","4east",339357.624985714,0.7,17
"1","4west",389094.179225,0.5,17
"1","5",390007.535657143,0.363636363636364,17
"1","6",437369.5981,0.181818181818182,17
"2","2",67.363151,1,17
"2","3",190474.59875,0.545454545454545,17
"2","4east",284236.398366667,0.7,17
"2","4west",337055.48055,0.5,17
"2","5",376892.630125,0.363636363636364,17
"2","6",455675.398,0.3,17
"3","3",95.95512,1,17
"3","4east",116460.649125,0.454545454545455,17
"3","4west",173858.830325,0.4,17
"3","5",200274.260075,0.272727272727273,17
"3","6",274335.60955,0.2,17
"4east","4east",95.901643,1,17
"4east","4west",57464.1820425,0.75,17
"4east","5",92998.0250909091,0.555555555555556,17
"4east","6",172771.13705,0.333333333333333,17
"4west","4west",176.725963,1,17
"4west","5",52756.1539178571,0.714285714285714,17
"4west","6",129414.4136,0.428571428571429,17
"5","5",70.701802,1,17
"5","6",80112.73198,0.428571428571429,17
"6","6",93.399466,1,17
"1","1",505.679714,1,18
"1","2",305203.40737,0.727272727272727,18
"1","3",244316.721883333,0.5,18
"1","4east",339357.624985714,0.636363636363636,18
"1","4west",389094.179225,0.461538461538462,18
"1","5",390007.535657143,0.363636363636364,18
"1","6",437388.21558,0.230769230769231,18
"2","2",67.363151,1,18
"2","3",190474.59875,0.545454545454545,18
"2","4east",284236.398366667,0.7,18
"2","4west",337055.48055,0.384615384615385,18
"2","5",376892.630125,0.4,18
"2","6",455685.610483333,0.25,18
"3","3",95.95512,1,18
"3","4east",116460.649125,0.6,18
"3","4west",173845.921227273,0.545454545454545,18
"3","5",200274.260075,0.444444444444444,18
"3","6",274346.546,0.166666666666667,18
"4east","4east",95.901643,1,18
"4east","4west",57464.1820425,0.545454545454545,18
"4east","5",92998.0250909091,0.625,18
"4east","6",172771.13705,0.166666666666667,18
"4west","4west",176.725963,1,18
"4west","5",52756.1539178571,0.555555555555556,18
"4west","6",129423.553045455,0.363636363636364,18
"5","5",70.701802,1,18
"5","6",80112.73198,0.222222222222222,18
"6","6",93.399466,1,18
"1","1",505.679714,1,19
"1","2",305190.184675,0.666666666666667,19
"1","3",244316.721883333,0.428571428571429,19
"1","4east",339357.624985714,0.8,19
"1","4west",389094.179225,0.5,19
"1","5",390007.535657143,0.363636363636364,19
"1","6",437369.5981,0.166666666666667,19
"2","2",67.363151,1,19
"2","3",190483.12236,0.538461538461538,19
"2","4east",284236.398366667,0.8,19
"2","4west",337046.56848,0.5,19
"2","5",376892.630125,0.363636363636364,19
"2","6",455673.530175,0.272727272727273,19
"3","3",95.95512,1,19
"3","4east",116460.649125,0.5,19
"3","4west",173845.921227273,0.5,19
"3","5",200274.260075,0.25,19
"3","6",274335.60955,0.272727272727273,19
"4east","4east",95.901643,1,19
"4east","4west",57464.1820425,0.6,19
"4east","5",92998.0250909091,0.444444444444444,19
"4east","6",172771.13705,0.2,19
"4west","4west",176.725963,1,19
"4west","5",52759.650015,0.625,19
"4west","6",129421.8207,0.2,19
"5","5",70.701802,1,19
"5","6",80104.078686,0.285714285714286,19
"6","6",93.399466,1,19
"1","1",505.679714,1,20
"1","2",305209.7389,0.727272727272727,20
"1","3",244316.721883333,0.454545454545455,20
"1","4east",339357.624985714,0.5,20
"1","4west",389094.179225,0.545454545454545,20
"1","5",390007.535657143,0.454545454545455,20
"1","6",437388.21558,0.214285714285714,20
"2","2",67.363151,1,20
"2","3",190474.59875,0.5,20
"2","4east",284236.398366667,0.4375,20
"2","4west",337055.48055,0.454545454545455,20
"2","5",376892.630125,0.363636363636364,20
"2","6",455675.086775,0.230769230769231,20
"3","3",95.95512,1,20
"3","4east",116460.649125,0.333333333333333,20
"3","4west",173858.830325,0.444444444444444,20
"3","5",200274.260075,0.333333333333333,20
"3","6",274346.546,0.181818181818182,20
"4east","4east",95.901643,1,20
"4east","4west",57457.7295005556,0.5,20
"4east","5",93001.0261173333,0.428571428571429,20
"4east","6",172760.937325,0.235294117647059,20
"4west","4west",176.725963,1,20
"4west","5",52759.650015,0.857142857142857,20
"4west","6",129414.4136,0.272727272727273,20
"5","5",70.701802,1,20
"5","6",80105.06028,0.3,20
"6","6",93.399466,1,20
"1","1",505.679714,1,21
"1","2",305203.40737,0.8,21
"1","3",244296.1617,0.7,21
"1","4east",339357.624985714,0.636363636363636,21
"1","4west",389094.179225,0.5,21
"1","5",390007.535657143,0.4,21
"1","6",437388.21558,0.181818181818182,21
"2","2",67.363151,1,21
"2","3",190483.12236,0.7,21
"2","4east",284236.398366667,0.636363636363636,21
"2","4west",337055.48055,0.5,21
"2","5",376892.630125,0.4,21
"2","6",455685.610483333,0.3,21
"3","3",95.95512,1,21
"3","4east",116460.649125,0.545454545454545,21
"3","4west",173858.830325,0.555555555555556,21
"3","5",200274.260075,0.444444444444444,21
"3","6",274366.629825,0.2,21
"4east","4east",95.901643,1,21
"4east","4west",57458.5565723077,0.666666666666667,21
"4east","5",92998.0250909091,0.555555555555556,21
"4east","6",172771.13705,0.181818181818182,21
"4west","4west",176.725963,1,21
"4west","5",52756.1539178571,0.833333333333333,21
"4west","6",129414.4136,0.25,21
"5","5",70.701802,1,21
"5","6",80112.73198,0.285714285714286,21
"6","6",93.399466,1,21
"1","1",505.679714,1,22
"1","2",305203.40737,0.692307692307692,22
"1","3",244316.721883333,0.5,22
"1","4east",339357.624985714,0.642857142857143,22
"1","4west",389094.179225,0.583333333333333,22
"1","5",390007.535657143,0.333333333333333,22
"1","6",437388.21558,0.230769230769231,22
"2","2",67.363151,1,22
"2","3",190474.59875,0.4,22
"2","4east",284244.330028571,0.642857142857143,22
"2","4west",337046.56848,0.583333333333333,22
"2","5",376902.73466,0.333333333333333,22
"2","6",455685.610483333,0.333333333333333,22
"3","3",95.95512,1,22
"3","4east",116460.649125,0.466666666666667,22
"3","4west",173858.830325,0.5,22
"3","5",200274.792233333,0.25,22
"3","6",274346.546,0.25,22
"4east","4east",95.901643,1,22
"4east","4west",57455.3578335,0.666666666666667,22
"4east","5",92992.6690153846,0.307692307692308,22
"4east","6",172771.13705,0.133333333333333,22
"4west","4west",176.725963,1,22
"4west","5",52758.4062823529,0.444444444444444,22
"4west","6",129414.4136,0.181818181818182,22
"5","5",70.701802,1,22
"5","6",80112.179234,0.25,22
"6","6",93.399466,1,22
"1","1",505.679714,1,23
"1","2",305203.40737,0.636363636363636,23
"1","3",244316.721883333,0.538461538461538,23
"1","4east",339357.624985714,0.818181818181818,23
"1","4west",389094.179225,0.7,23
"1","5",390010.2274,0.454545454545455,23
"1","6",437388.21558,0.25,23
"2","2",67.363151,1,23
"2","3",190474.59875,0.5,23
"2","4east",284236.398366667,0.636363636363636,23
"2","4west",337055.48055,0.5,23
"2","5",376895.85382,0.4,23
"2","6",455685.610483333,0.3,23
"3","3",95.95512,1,23
"3","4east",116460.649125,0.538461538461538,23
"3","4west",173858.830325,0.545454545454545,23
"3","5",200274.260075,0.454545454545455,23
"3","6",274354.58068,0.25,23
"4east","4east",95.901643,1,23
"4east","4west",57469.8156269231,0.7,23
"4east","5",93003.8545046154,0.454545454545455,23
"4east","6",172780.3011,0.25,23
"4west","4west",176.725963,1,23
"4west","5",52744.95734375,0.625,23
"4west","6",129384.959333333,0.333333333333333,23
"5","5",70.701802,1,23
"5","6",80120.40368,0.571428571428571,23
"6","6",93.399466,1,23
"1","1",505.679714,1,24
"1","2",305203.40737,0.636363636363636,24
"1","3",244316.721883333,0.454545454545455,24
"1","4east",339357.624985714,0.727272727272727,24
"1","4west",389094.179225,0.6,24
"1","5",390007.535657143,0.454545454545455,24
"1","6",437388.21558,0.0833333333333333,24
"2","2",67.363151,1,24
"2","3",190474.59875,0.454545454545455,24
"2","4east",284236.398366667,0.583333333333333,24
"2","4west",337055.48055,0.454545454545455,24
"2","5",376889.4066,0.333333333333333,24
"2","6",455685.610483333,0.181818181818182,24
"3","3",95.95512,1,24
"3","4east",116460.649125,0.416666666666667,24
"3","4west",173858.830325,0.4,24
"3","5",200274.260075,0.272727272727273,24
"3","6",274346.546,0.222222222222222,24
"4east","4east",95.901643,1,24
"4east","4west",57466.3407535714,0.7,24
"4east","5",93003.8545046154,0.545454545454545,24
"4east","6",172772.1916,0.166666666666667,24
"4west","4west",176.725963,1,24
"4west","5",52755.1180372222,0.75,24
"4west","6",129410.356583333,0.222222222222222,24
"5","5",70.701802,1,24
"5","6",80105.9862216667,0.222222222222222,24
"6","6",93.399466,1,24
"1","1",505.679714,1,25
"1","2",305203.40737,0.666666666666667,25
"1","3",244316.721883333,0.5,25
"1","4east",339357.624985714,0.666666666666667,25
"1","4west",389094.179225,0.454545454545455,25
"1","5",390007.535657143,0.454545454545455,25
"1","6",437388.21558,0.230769230769231,25
"2","2",67.363151,1,25
"2","3",190474.59875,0.5,25
"2","4east",284234.861685714,0.666666666666667,25
"2","4west",337077.84876,0.6,25
"2","5",376892.630125,0.333333333333333,25
"2","6",455691.6506375,0.454545454545455,25
"3","3",95.95512,1,25
"3","4east",116460.649125,0.5,25
"3","4west",173858.830325,0.555555555555556,25
"3","5",200274.260075,0.4,25
"3","6",274346.546,0.272727272727273,25
"4east","4east",95.901643,1,25
"4east","4west",57469.8156269231,0.6,25
"4east","5",92992.6690153846,0.454545454545455,25
"4east","6",172778.7475875,0.230769230769231,25
"4west","4west",176.725963,1,25
"4west","5",52756.1539178571,0.5,25
"4west","6",129384.959333333,0.333333333333333,25
"5","5",70.701802,1,25
"5","6",80112.73198,0.2,25
"6","6",93.399466,1,25
"1","1",505.679714,1,26
"1","2",305203.40737,0.8,26
"1","3",244316.721883333,0.5,26
"1","4east",339357.624985714,0.583333333333333,26
"1","4west",389094.179225,0.5,26
"1","5",390007.535657143,0.4,26
"1","6",437388.21558,0.272727272727273,26
"2","2",67.363151,1,26
"2","3",190474.59875,0.5,26
"2","4east",284236.398366667,0.583333333333333,26
"2","4west",337055.48055,0.5,26
"2","5",376892.630125,0.4,26
"2","6",455685.610483333,0.4,26
"3","3",95.95512,1,26
"3","4east",116453.1548,0.583333333333333,26
"3","4west",173849.977988889,0.666666666666667,26
"3","5",200271.800411111,0.555555555555556,26
"3","6",274338.51362,0.272727272727273,26
"4east","4east",95.901643,1,26
"4east","4west",57460.8732238462,0.6,26
"4east","5",92996.7890014286,0.5,26
"4east","6",172772.1916,0.153846153846154,26
"4west","4west",176.725963,1,26
"4west","5",52759.3289666667,0.833333333333333,26
"4west","6",129429.65196,0.222222222222222,26
"5","5",70.701802,1,26
"5","6",80113.290364,0.25,26
