"","i","mutual_information"
"334",334,0.988929692639955
"335",335,0.993354131253685
"336",336,0.98680106172528
"337",337,0.988609182255526
"338",338,0.990543222648443
"339",339,0.986680336394782
"340",340,0.992166442014109
"341",341,0.995493042112787
"342",342,0.985905677071649
"343",343,0.986082748329629
"344",344,0.995430910229818
"345",345,0.993354131253685
"346",346,0.988551282535648
"347",347,0.983972167874704
"348",348,0.990791546924829
"349",349,0.985195704712868
"350",350,0.992979225403848
"351",351,0.990728564416862
"352",352,0.988847095148533
"353",353,0.991533433198827
"354",354,0.991095641556056
"355",355,0.990720493351891
"356",356,0.986621930224141
"357",357,0.98645845458143
"358",358,0.989325474456164
"359",359,0.984188033668837
"360",360,0.990543222648443
"361",361,0.991054885292593
"362",362,1
"363",363,0.993170696447319
"364",364,0.986778142166457
"365",365,0.987032499379686
"366",366,0.993787421906485
"367",367,0.983150677630796
"368",368,0.990720493351891
"369",369,0.991003123193147
"370",370,0.988929692639955
"371",371,0.989309422963459
"372",372,0.984847498514641
"373",373,0.990720493351891
"374",374,0.987361606913848
"375",375,0.983987225043652
"376",376,0.985905677071649
"377",377,0.988609182255526
"378",378,0.991011241285095
"379",379,0.993731241309129
"380",380,0.99279347320917
"381",381,0.982517744329243
"382",382,0.982359339991077
"383",383,0.99279347320917
"384",384,0.986082748329629
"385",385,0.989273486806013
"386",386,0.990602191024041
"387",387,0.995053916404485
"388",388,0.991735962039146
"389",389,0.982620010022941
"390",390,0.98333743804239
"391",391,0.98645845458143
"392",392,0.984213274521332
"393",393,0.990984263958796
"394",394,0.990782276197542
"395",395,0.990720493351891
"396",396,0.983430152368009
"397",397,0.987217333542677
"398",398,0.988530311999886
"399",399,0.992080708746664
"400",400,0.992801843362617
"401",401,0.989903031963485
"402",402,0.991968939022794
"403",403,0.99381015434559
"404",404,0.986482195940339
"405",405,0.9820451260696
"406",406,0.991103764748483
"407",407,0.997742513708432
"408",408,0.991550411432614
"409",409,0.986680336394782
"410",410,0.987434072408575
"411",411,0.988872338091904
"412",412,0.987455954605298
"413",413,0.989502729201839
"414",414,0.993573628141736
"415",415,0.985562253844689
"416",416,0.985761277159918
"417",417,0.99279347320917
"418",418,0.983146599735914
"419",419,0.989321984314348
"420",420,0.986598085496693
"421",421,0.991543220769544
"422",422,0.992979225403848
"423",423,0.986305455236043
"424",424,0.986425104761934
"425",425,0.993354131253685
"426",426,0.992801843362617
"427",427,0.983713052670316
"428",428,0.988629038433662
"429",429,0.997506678227953
"430",430,0.991003123193147
"431",431,0.988152556956259
"432",432,0.989049609562091
"433",433,0.991292914740072
"434",434,0.984782237956119
"435",435,0.988471653021985
"436",436,0.988471653021985
"437",437,0.990720493351892
"438",438,0.993551056431108
"439",439,0.986594547796828
"440",440,0.989485822743201
"441",441,0.98680106172528
"442",442,0.982158813637952
"443",443,0.990543222648443
"444",444,0.993759549014665
"445",445,0.995244752075204
"446",446,0.988629038433662
"447",447,0.995244752075204
"448",448,0.991095641556056
"449",449,0.983688089344735
"450",450,0.99279347320917
"451",451,0.993228349809641
"452",452,0.990543222648443
"453",453,0.989024255792917
"454",454,0.993191212876427
"455",455,0.988930886121943
"456",456,0.98645845458143
"457",457,0.99381015434559
"458",458,0.991564114641857
"459",459,0.985905677071649
"460",460,0.98626498754744
"461",461,0.995244752075204
"462",462,0.990885544470872
"463",463,0.992979225403848
"464",464,0.993545440791621
"465",465,0.988530311999886
"466",466,0.991735962039146
"467",467,0.990720493351891
"468",468,0.991100854541541
"469",469,0.99326383249097
"470",470,0.990917876635878
"471",471,0.991103764748483
"472",472,0.988470561555513
"473",473,0.995053916404485
"474",474,0.989273486806013
"475",475,0.99044741730523
"476",476,0.986057064398373
"477",477,0.983052053374758
"478",478,0.986486988895335
"479",479,0.986082748329629
"480",480,0.991478304080136
"481",481,0.99040475023874
"482",482,0.991380856825348
"483",483,0.988152556956259
"484",484,0.993610560642786
"485",485,0.989136220090533
"486",486,0.993176260621357
"487",487,0.988307483561979
"488",488,0.98645845458143
"489",489,0.978244549250663
"490",490,0.992979225403848
"491",491,0.997506678227953
"492",492,0.99381015434559
"493",493,0.995430910229818
"494",494,0.993354131253685
"495",495,0.991130428208615
"496",496,0.989024255792917
"497",497,0.984633015836048
"498",498,0.990681925935531
"499",499,0.993354131253685
"500",500,0.986981333203417
