"X","node_id","module","sub_module","sub_sub_module","layer_id","flow","type","species","module_sub_module"
637,266,1,16,NA,10,0.00107626,"pollinator","Themnothorax_hesperius","1 . 16"
638,267,1,2,NA,2,2.98061e-05,"pollinator","Themnothorax_productus","1 . 2"
639,268,1,8,NA,5,0.000129153,"pollinator","Themnothorax_risii","1 . 8"
640,269,1,7,NA,11,0.000111156,"pollinator","Thomisus_cf._globosum","1 . 7"
641,270,1,35,NA,6,2.25246e-05,"pollinator","Thomisus_cf._onustus","1 . 35"
642,270,1,35,NA,9,5.38008e-05,"pollinator","Thomisus_cf._onustus","1 . 35"
643,270,1,35,NA,11,0.000153661,"pollinator","Thomisus_cf._onustus","1 . 35"
644,270,1,35,NA,13,0.000235762,"pollinator","Thomisus_cf._onustus","1 . 35"
645,271,2,4,NA,1,0.00010754,"pollinator","Thyreus_sp._aff._ramosus","2 . 4"
646,272,1,2,NA,11,0.000285153,"pollinator","Thyridanthrax_indigenus","1 . 2"
647,272,1,2,NA,12,0.00242713,"pollinator","Thyridanthrax_indigenus","1 . 2"
648,273,1,2,NA,1,7.89195e-05,"pollinator","Thysanoptera_sp.","1 . 2"
649,273,1,2,NA,2,0.000194706,"pollinator","Thysanoptera_sp.","1 . 2"
650,274,1,2,NA,3,9.25391e-05,"pollinator","Thysanoptera_sp._1","1 . 2"
651,274,1,2,NA,4,0.000388292,"pollinator","Thysanoptera_sp._1","1 . 2"
652,274,1,2,NA,5,0.00048173,"pollinator","Thysanoptera_sp._1","1 . 2"
653,274,1,2,NA,6,0.000690228,"pollinator","Thysanoptera_sp._1","1 . 2"
654,274,1,2,NA,7,0.000639498,"pollinator","Thysanoptera_sp._1","1 . 2"
655,274,1,2,NA,8,0.00140331,"pollinator","Thysanoptera_sp._1","1 . 2"
656,274,1,2,NA,9,0.000933105,"pollinator","Thysanoptera_sp._1","1 . 2"
657,274,1,2,NA,10,0.0016227,"pollinator","Thysanoptera_sp._1","1 . 2"
658,274,1,2,NA,11,0.0015024,"pollinator","Thysanoptera_sp._1","1 . 2"
659,274,1,7,NA,12,0.00716993,"pollinator","Thysanoptera_sp._1","1 . 7"
660,274,1,2,NA,13,0.00360728,"pollinator","Thysanoptera_sp._1","1 . 2"
661,274,1,2,NA,14,0.0240654,"pollinator","Thysanoptera_sp._1","1 . 2"
662,275,1,3,1,3,0.000181666,"pollinator","Thysanoptera_sp._2","1 . 3"
663,275,1,3,1,4,0.000890252,"pollinator","Thysanoptera_sp._2","1 . 3"
664,275,1,3,1,5,0.00040286,"pollinator","Thysanoptera_sp._2","1 . 3"
665,275,1,3,1,6,0.000607638,"pollinator","Thysanoptera_sp._2","1 . 3"
666,275,1,3,1,7,0.000529817,"pollinator","Thysanoptera_sp._2","1 . 3"
667,275,1,3,1,8,0.00193391,"pollinator","Thysanoptera_sp._2","1 . 3"
668,275,1,3,1,9,0.00123568,"pollinator","Thysanoptera_sp._2","1 . 3"
669,275,1,3,1,10,0.00200399,"pollinator","Thysanoptera_sp._2","1 . 3"
670,275,1,3,1,11,0.00213799,"pollinator","Thysanoptera_sp._2","1 . 3"
671,275,1,3,1,12,0.00449327,"pollinator","Thysanoptera_sp._2","1 . 3"
672,275,1,3,1,13,0.00393122,"pollinator","Thysanoptera_sp._2","1 . 3"
673,275,1,3,1,14,0.00648483,"pollinator","Thysanoptera_sp._2","1 . 3"
674,276,1,29,NA,5,1.58926e-05,"pollinator","Thysanoptera_sp._3","1 . 29"
675,276,1,29,NA,6,0.000117041,"pollinator","Thysanoptera_sp._3","1 . 29"
676,276,1,29,NA,8,0.000129104,"pollinator","Thysanoptera_sp._3","1 . 29"
677,276,1,29,NA,10,0.000306751,"pollinator","Thysanoptera_sp._3","1 . 29"
678,277,1,8,NA,3,2.36185e-05,"pollinator","Thysanoptera_sp._4","1 . 8"
679,278,1,7,NA,9,0.000312826,"pollinator","Thysanoptera_sp._7","1 . 7"
680,278,1,7,NA,10,0.00176708,"pollinator","Thysanoptera_sp._7","1 . 7"
681,279,1,4,NA,8,0.000142601,"pollinator","Torymoides_lindbergi","1 . 4"
682,280,1,7,NA,8,1.1376e-05,"pollinator","Trixoscelis_sp.","1 . 7"
683,281,1,13,NA,2,5.44067e-05,"pollinator","Troglops_sp.","1 . 13"
684,282,1,4,NA,6,2.68785e-05,"pollinator","Tropinota_squalida","1 . 4"
685,283,1,3,1,12,8.57679e-05,"pollinator","Trupanea_augur","1 . 3"
686,284,1,4,NA,1,4.81107e-05,"pollinator","Urelliosoma_guimari","1 . 4"
687,284,1,4,NA,2,0.000119598,"pollinator","Urelliosoma_guimari","1 . 4"
688,284,1,4,NA,3,0.000108354,"pollinator","Urelliosoma_guimari","1 . 4"
689,284,1,4,NA,4,0.000287287,"pollinator","Urelliosoma_guimari","1 . 4"
690,284,1,4,NA,6,0.000266534,"pollinator","Urelliosoma_guimari","1 . 4"
691,284,1,4,NA,7,0.000416598,"pollinator","Urelliosoma_guimari","1 . 4"
692,284,1,4,NA,8,0.000653625,"pollinator","Urelliosoma_guimari","1 . 4"
693,284,1,4,NA,10,0.0011325,"pollinator","Urelliosoma_guimari","1 . 4"
694,284,1,4,NA,12,0.00109871,"pollinator","Urelliosoma_guimari","1 . 4"
695,285,1,4,NA,2,3.63002e-05,"pollinator","Urellliosoma_sp.","1 . 4"
696,286,1,2,NA,1,3.15678e-06,"pollinator","Vanessa_Cardui","1 . 2"
697,287,1,4,NA,1,4.81107e-05,"pollinator","Vestitohalictus_sp.","1 . 4"
698,288,1,6,NA,14,0.00112863,"pollinator","Villa_nigriceps","1 . 6"
