"layer_from","node_from","layer_to","node_to"
"TenerifeTeno1","Schizogyne.sericea","TenerifeTeno2","Schizogyne.sericea"
"TenerifeTeno1","Schizogyne.sericea","Hierro2","Schizogyne.sericea"
"TenerifeTeno2","Argyranthemum.frutescens","TenerifeSouth1","Argyranthemum.frutescens"
"TenerifeTeno2","Argyranthemum.frutescens","TenerifeSouth2","Argyranthemum.frutescens"
"TenerifeTeno2","Argyranthemum.frutescens","TenerifeTeno1","Argyranthemum.frutescens"
"TenerifeTeno2","Argyranthemum.frutescens","Gomera1","Argyranthemum.frutescens"
"TenerifeTeno2","Argyranthemum.frutescens","Gomera2","Argyranthemum.frutescens"
"TenerifeTeno2","Asphaltklee.bituminosa","Gomera2","Asphaltklee.bituminosa"
"TenerifeTeno2","Asphaltklee.bituminosa","Hierro1","Asphaltklee.bituminosa"
"TenerifeTeno2","Asphaltklee.bituminosa","Hierro2","Asphaltklee.bituminosa"
"TenerifeTeno2","Ceballosia.fruticosa","TenerifeTeno1","Ceballosia.fruticosa"
"TenerifeTeno2","Ceballosia.fruticosa","Hierro1","Ceballosia.fruticosa"
"TenerifeTeno2","Ceballosia.fruticosa","Hierro2","Ceballosia.fruticosa"
"TenerifeTeno2","Euphorbia.balsamifera..f.","WesternSahara1","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","WesternSahara2","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","Fuerteventura1","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","Fuerteventura2","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","GranCanaria1","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","GranCanaria2","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","TenerifeSouth1","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","TenerifeSouth2","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","TenerifeTeno1","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","Gomera1","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","Gomera2","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","Hierro1","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..f.","Hierro2","Euphorbia.balsamifera..f."
"TenerifeTeno2","Euphorbia.balsamifera..m.","WesternSahara1","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","WesternSahara2","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","Fuerteventura1","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","Fuerteventura2","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","GranCanaria1","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","GranCanaria2","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","TenerifeSouth1","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","TenerifeSouth2","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","TenerifeTeno1","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","Gomera1","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","Gomera2","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","Hierro1","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.balsamifera..m.","Hierro2","Euphorbia.balsamifera..m."
"TenerifeTeno2","Euphorbia.lamarckii","TenerifeSouth1","Euphorbia.lamarckii"
"TenerifeTeno2","Euphorbia.lamarckii","TenerifeSouth2","Euphorbia.lamarckii"
"TenerifeTeno2","Euphorbia.lamarckii","TenerifeTeno1","Euphorbia.lamarckii"
"TenerifeTeno2","Euphorbia.lamarckii","Gomera1","Euphorbia.lamarckii"
"TenerifeTeno2","Euphorbia.lamarckii","Gomera2","Euphorbia.lamarckii"
"TenerifeTeno2","Euphorbia.lamarckii","Hierro1","Euphorbia.lamarckii"
"TenerifeTeno2","Euphorbia.lamarckii","Hierro2","Euphorbia.lamarckii"
"TenerifeTeno2","Fagonia.albiflora","WesternSahara2","Fagonia.albiflora"
"TenerifeTeno2","Fagonia.albiflora","GranCanaria1","Fagonia.albiflora"
"TenerifeTeno2","Fagonia.albiflora","GranCanaria2","Fagonia.albiflora"
"TenerifeTeno2","Fagonia.albiflora","TenerifeSouth2","Fagonia.albiflora"
"TenerifeTeno2","Fagonia.albiflora","TenerifeTeno1","Fagonia.albiflora"
"TenerifeTeno2","Fagonia.albiflora","Gomera2","Fagonia.albiflora"
"TenerifeTeno2","Frankenia.laevis","TenerifeSouth1","Frankenia.laevis"
"TenerifeTeno2","Frankenia.laevis","TenerifeSouth2","Frankenia.laevis"
"TenerifeTeno2","Kickxia.scoparia","GranCanaria1","Kickxia.scoparia"
"TenerifeTeno2","Kickxia.scoparia","Gomera1","Kickxia.scoparia"
"TenerifeTeno2","Kickxia.scoparia","Gomera2","Kickxia.scoparia"
"TenerifeTeno2","Launaea.arborescens","WesternSahara1","Launaea.arborescens"
"TenerifeTeno2","Launaea.arborescens","WesternSahara2","Launaea.arborescens"
"TenerifeTeno2","Launaea.arborescens","Fuerteventura1","Launaea.arborescens"
"TenerifeTeno2","Launaea.arborescens","Fuerteventura2","Launaea.arborescens"
"TenerifeTeno2","Launaea.arborescens","GranCanaria1","Launaea.arborescens"
"TenerifeTeno2","Launaea.arborescens","GranCanaria2","Launaea.arborescens"
"TenerifeTeno2","Launaea.arborescens","TenerifeSouth1","Launaea.arborescens"
"TenerifeTeno2","Launaea.arborescens","TenerifeSouth2","Launaea.arborescens"
"TenerifeTeno2","Launaea.arborescens","TenerifeTeno1","Launaea.arborescens"
"TenerifeTeno2","Launaea.arborescens","Gomera1","Launaea.arborescens"
"TenerifeTeno2","Launaea.arborescens","Gomera2","Launaea.arborescens"
"TenerifeTeno2","Lycium.intricatum","WesternSahara1","Lycium.intricatum"
"TenerifeTeno2","Lycium.intricatum","WesternSahara2","Lycium.intricatum"
"TenerifeTeno2","Lycium.intricatum","Fuerteventura1","Lycium.intricatum"
"TenerifeTeno2","Lycium.intricatum","Fuerteventura2","Lycium.intricatum"
"TenerifeTeno2","Lycium.intricatum","GranCanaria1","Lycium.intricatum"
"TenerifeTeno2","Lycium.intricatum","GranCanaria2","Lycium.intricatum"
"TenerifeTeno2","Lycium.intricatum","TenerifeSouth1","Lycium.intricatum"
"TenerifeTeno2","Lycium.intricatum","TenerifeSouth2","Lycium.intricatum"
"TenerifeTeno2","Lycium.intricatum","TenerifeTeno1","Lycium.intricatum"
"TenerifeTeno2","Lycium.intricatum","Gomera2","Lycium.intricatum"
"TenerifeTeno2","Nauplius.aquaticus","TenerifeTeno1","Nauplius.aquaticus"
"TenerifeTeno2","Periploca.laevigata","TenerifeSouth1","Periploca.laevigata"
"TenerifeTeno2","Periploca.laevigata","TenerifeSouth2","Periploca.laevigata"
"TenerifeTeno2","Periploca.laevigata","TenerifeTeno1","Periploca.laevigata"
"TenerifeTeno2","Periploca.laevigata","Gomera1","Periploca.laevigata"
"TenerifeTeno2","Periploca.laevigata","Gomera2","Periploca.laevigata"
"TenerifeTeno2","Periploca.laevigata","Hierro1","Periploca.laevigata"
"TenerifeTeno2","Periploca.laevigata","Hierro2","Periploca.laevigata"
"TenerifeTeno2","Rubia.fruticosa","GranCanaria1","Rubia.fruticosa"
"TenerifeTeno2","Rubia.fruticosa","GranCanaria2","Rubia.fruticosa"
"TenerifeTeno2","Rubia.fruticosa","TenerifeTeno1","Rubia.fruticosa"
"TenerifeTeno2","Rubia.fruticosa","Gomera1","Rubia.fruticosa"
"TenerifeTeno2","Rubia.fruticosa","Gomera2","Rubia.fruticosa"
"TenerifeTeno2","Rubia.fruticosa","Hierro1","Rubia.fruticosa"
"TenerifeTeno2","Rubia.fruticosa","Hierro2","Rubia.fruticosa"
"TenerifeTeno2","Schizogyne.sericea","GranCanaria1","Schizogyne.sericea"
"TenerifeTeno2","Schizogyne.sericea","TenerifeSouth1","Schizogyne.sericea"
"TenerifeTeno2","Schizogyne.sericea","TenerifeSouth2","Schizogyne.sericea"
"TenerifeTeno2","Schizogyne.sericea","TenerifeTeno1","Schizogyne.sericea"
"TenerifeTeno2","Schizogyne.sericea","Hierro2","Schizogyne.sericea"
"Gomera1","Argyranthemum.frutescens","TenerifeSouth1","Argyranthemum.frutescens"
"Gomera1","Argyranthemum.frutescens","TenerifeSouth2","Argyranthemum.frutescens"
"Gomera1","Argyranthemum.frutescens","TenerifeTeno1","Argyranthemum.frutescens"
"Gomera1","Argyranthemum.frutescens","TenerifeTeno2","Argyranthemum.frutescens"
"Gomera1","Argyranthemum.frutescens","Gomera2","Argyranthemum.frutescens"
"Gomera1","Euphorbia.balsamifera..f.","WesternSahara1","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","WesternSahara2","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","Fuerteventura1","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","Fuerteventura2","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","GranCanaria1","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","GranCanaria2","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","TenerifeSouth1","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","TenerifeSouth2","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","TenerifeTeno1","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","TenerifeTeno2","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","Gomera2","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","Hierro1","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..f.","Hierro2","Euphorbia.balsamifera..f."
"Gomera1","Euphorbia.balsamifera..m.","WesternSahara1","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","WesternSahara2","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","Fuerteventura1","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","Fuerteventura2","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","GranCanaria1","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","GranCanaria2","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","TenerifeSouth1","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","TenerifeSouth2","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","TenerifeTeno1","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","TenerifeTeno2","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","Gomera2","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","Hierro1","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.balsamifera..m.","Hierro2","Euphorbia.balsamifera..m."
"Gomera1","Euphorbia.lamarckii","TenerifeSouth1","Euphorbia.lamarckii"
"Gomera1","Euphorbia.lamarckii","TenerifeSouth2","Euphorbia.lamarckii"
"Gomera1","Euphorbia.lamarckii","TenerifeTeno1","Euphorbia.lamarckii"
"Gomera1","Euphorbia.lamarckii","TenerifeTeno2","Euphorbia.lamarckii"
"Gomera1","Euphorbia.lamarckii","Gomera2","Euphorbia.lamarckii"
"Gomera1","Euphorbia.lamarckii","Hierro1","Euphorbia.lamarckii"
"Gomera1","Euphorbia.lamarckii","Hierro2","Euphorbia.lamarckii"
"Gomera1","Kickxia.scoparia","GranCanaria1","Kickxia.scoparia"
"Gomera1","Kickxia.scoparia","TenerifeTeno2","Kickxia.scoparia"
"Gomera1","Kickxia.scoparia","Gomera2","Kickxia.scoparia"
"Gomera1","Launaea.arborescens","WesternSahara1","Launaea.arborescens"
"Gomera1","Launaea.arborescens","WesternSahara2","Launaea.arborescens"
"Gomera1","Launaea.arborescens","Fuerteventura1","Launaea.arborescens"
"Gomera1","Launaea.arborescens","Fuerteventura2","Launaea.arborescens"
"Gomera1","Launaea.arborescens","GranCanaria1","Launaea.arborescens"
"Gomera1","Launaea.arborescens","GranCanaria2","Launaea.arborescens"
"Gomera1","Launaea.arborescens","TenerifeSouth1","Launaea.arborescens"
"Gomera1","Launaea.arborescens","TenerifeSouth2","Launaea.arborescens"
"Gomera1","Launaea.arborescens","TenerifeTeno1","Launaea.arborescens"
"Gomera1","Launaea.arborescens","TenerifeTeno2","Launaea.arborescens"
"Gomera1","Launaea.arborescens","Gomera2","Launaea.arborescens"
"Gomera1","Lavendula.multifida","TenerifeSouth1","Lavendula.multifida"
"Gomera1","Periploca.laevigata","TenerifeSouth1","Periploca.laevigata"
"Gomera1","Periploca.laevigata","TenerifeSouth2","Periploca.laevigata"
"Gomera1","Periploca.laevigata","TenerifeTeno1","Periploca.laevigata"
"Gomera1","Periploca.laevigata","TenerifeTeno2","Periploca.laevigata"
"Gomera1","Periploca.laevigata","Gomera2","Periploca.laevigata"
"Gomera1","Periploca.laevigata","Hierro1","Periploca.laevigata"
"Gomera1","Periploca.laevigata","Hierro2","Periploca.laevigata"
"Gomera1","Phagnalon.saxatile","Gomera2","Phagnalon.saxatile"
"Gomera1","Phagnalon.saxatile","Hierro2","Phagnalon.saxatile"
"Gomera1","Plocama.pendula","GranCanaria1","Plocama.pendula"
"Gomera1","Plocama.pendula","GranCanaria2","Plocama.pendula"
"Gomera1","Plocama.pendula","TenerifeSouth1","Plocama.pendula"
"Gomera1","Rubia.fruticosa","GranCanaria1","Rubia.fruticosa"
"Gomera1","Rubia.fruticosa","GranCanaria2","Rubia.fruticosa"
"Gomera1","Rubia.fruticosa","TenerifeTeno1","Rubia.fruticosa"
"Gomera1","Rubia.fruticosa","TenerifeTeno2","Rubia.fruticosa"
"Gomera1","Rubia.fruticosa","Gomera2","Rubia.fruticosa"
"Gomera1","Rubia.fruticosa","Hierro1","Rubia.fruticosa"
"Gomera1","Rubia.fruticosa","Hierro2","Rubia.fruticosa"
"Gomera2","Argyranthemum.frutescens","TenerifeSouth1","Argyranthemum.frutescens"
"Gomera2","Argyranthemum.frutescens","TenerifeSouth2","Argyranthemum.frutescens"
"Gomera2","Argyranthemum.frutescens","TenerifeTeno1","Argyranthemum.frutescens"
"Gomera2","Argyranthemum.frutescens","TenerifeTeno2","Argyranthemum.frutescens"
"Gomera2","Argyranthemum.frutescens","Gomera1","Argyranthemum.frutescens"
"Gomera2","Asphaltklee.bituminosa","TenerifeTeno2","Asphaltklee.bituminosa"
"Gomera2","Asphaltklee.bituminosa","Hierro1","Asphaltklee.bituminosa"
"Gomera2","Asphaltklee.bituminosa","Hierro2","Asphaltklee.bituminosa"
"Gomera2","Euphorbia.balsamifera..f.","WesternSahara1","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","WesternSahara2","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","Fuerteventura1","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","Fuerteventura2","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","GranCanaria1","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","GranCanaria2","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","TenerifeSouth1","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","TenerifeSouth2","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","TenerifeTeno1","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","TenerifeTeno2","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","Gomera1","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","Hierro1","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..f.","Hierro2","Euphorbia.balsamifera..f."
"Gomera2","Euphorbia.balsamifera..m.","WesternSahara1","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","WesternSahara2","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","Fuerteventura1","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","Fuerteventura2","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","GranCanaria1","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","GranCanaria2","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","TenerifeSouth1","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","TenerifeSouth2","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","TenerifeTeno1","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","TenerifeTeno2","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","Gomera1","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","Hierro1","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.balsamifera..m.","Hierro2","Euphorbia.balsamifera..m."
"Gomera2","Euphorbia.lamarckii","TenerifeSouth1","Euphorbia.lamarckii"
"Gomera2","Euphorbia.lamarckii","TenerifeSouth2","Euphorbia.lamarckii"
"Gomera2","Euphorbia.lamarckii","TenerifeTeno1","Euphorbia.lamarckii"
"Gomera2","Euphorbia.lamarckii","TenerifeTeno2","Euphorbia.lamarckii"
"Gomera2","Euphorbia.lamarckii","Gomera1","Euphorbia.lamarckii"
"Gomera2","Euphorbia.lamarckii","Hierro1","Euphorbia.lamarckii"
"Gomera2","Euphorbia.lamarckii","Hierro2","Euphorbia.lamarckii"
"Gomera2","Fagonia.albiflora","WesternSahara2","Fagonia.albiflora"
"Gomera2","Fagonia.albiflora","GranCanaria1","Fagonia.albiflora"
"Gomera2","Fagonia.albiflora","GranCanaria2","Fagonia.albiflora"
"Gomera2","Fagonia.albiflora","TenerifeSouth2","Fagonia.albiflora"
"Gomera2","Fagonia.albiflora","TenerifeTeno1","Fagonia.albiflora"
"Gomera2","Fagonia.albiflora","TenerifeTeno2","Fagonia.albiflora"
"Gomera2","Kickxia.scoparia","GranCanaria1","Kickxia.scoparia"
"Gomera2","Kickxia.scoparia","TenerifeTeno2","Kickxia.scoparia"
"Gomera2","Kickxia.scoparia","Gomera1","Kickxia.scoparia"
"Gomera2","Launaea.arborescens","WesternSahara1","Launaea.arborescens"
"Gomera2","Launaea.arborescens","WesternSahara2","Launaea.arborescens"
"Gomera2","Launaea.arborescens","Fuerteventura1","Launaea.arborescens"
"Gomera2","Launaea.arborescens","Fuerteventura2","Launaea.arborescens"
"Gomera2","Launaea.arborescens","GranCanaria1","Launaea.arborescens"
"Gomera2","Launaea.arborescens","GranCanaria2","Launaea.arborescens"
"Gomera2","Launaea.arborescens","TenerifeSouth1","Launaea.arborescens"
"Gomera2","Launaea.arborescens","TenerifeSouth2","Launaea.arborescens"
"Gomera2","Launaea.arborescens","TenerifeTeno1","Launaea.arborescens"
"Gomera2","Launaea.arborescens","TenerifeTeno2","Launaea.arborescens"
"Gomera2","Launaea.arborescens","Gomera1","Launaea.arborescens"
"Gomera2","Lycium.intricatum","WesternSahara1","Lycium.intricatum"
"Gomera2","Lycium.intricatum","WesternSahara2","Lycium.intricatum"
"Gomera2","Lycium.intricatum","Fuerteventura1","Lycium.intricatum"
"Gomera2","Lycium.intricatum","Fuerteventura2","Lycium.intricatum"
"Gomera2","Lycium.intricatum","GranCanaria1","Lycium.intricatum"
"Gomera2","Lycium.intricatum","GranCanaria2","Lycium.intricatum"
"Gomera2","Lycium.intricatum","TenerifeSouth1","Lycium.intricatum"
"Gomera2","Lycium.intricatum","TenerifeSouth2","Lycium.intricatum"
"Gomera2","Lycium.intricatum","TenerifeTeno1","Lycium.intricatum"
"Gomera2","Lycium.intricatum","TenerifeTeno2","Lycium.intricatum"
"Gomera2","Periploca.laevigata","TenerifeSouth1","Periploca.laevigata"
"Gomera2","Periploca.laevigata","TenerifeSouth2","Periploca.laevigata"
"Gomera2","Periploca.laevigata","TenerifeTeno1","Periploca.laevigata"
"Gomera2","Periploca.laevigata","TenerifeTeno2","Periploca.laevigata"
"Gomera2","Periploca.laevigata","Gomera1","Periploca.laevigata"
"Gomera2","Periploca.laevigata","Hierro1","Periploca.laevigata"
"Gomera2","Periploca.laevigata","Hierro2","Periploca.laevigata"
"Gomera2","Phagnalon.saxatile","Gomera1","Phagnalon.saxatile"
"Gomera2","Phagnalon.saxatile","Hierro2","Phagnalon.saxatile"
"Gomera2","Rubia.fruticosa","GranCanaria1","Rubia.fruticosa"
"Gomera2","Rubia.fruticosa","GranCanaria2","Rubia.fruticosa"
"Gomera2","Rubia.fruticosa","TenerifeTeno1","Rubia.fruticosa"
"Gomera2","Rubia.fruticosa","TenerifeTeno2","Rubia.fruticosa"
"Gomera2","Rubia.fruticosa","Gomera1","Rubia.fruticosa"
"Gomera2","Rubia.fruticosa","Hierro1","Rubia.fruticosa"
"Gomera2","Rubia.fruticosa","Hierro2","Rubia.fruticosa"
"Gomera2","Salvia.aegyptiaca","Fuerteventura1","Salvia.aegyptiaca"
"Hierro1","Asphaltklee.bituminosa","TenerifeTeno2","Asphaltklee.bituminosa"
"Hierro1","Asphaltklee.bituminosa","Gomera2","Asphaltklee.bituminosa"
"Hierro1","Asphaltklee.bituminosa","Hierro2","Asphaltklee.bituminosa"
"Hierro1","Ceballosia.fruticosa","TenerifeTeno1","Ceballosia.fruticosa"
"Hierro1","Ceballosia.fruticosa","TenerifeTeno2","Ceballosia.fruticosa"
"Hierro1","Ceballosia.fruticosa","Hierro2","Ceballosia.fruticosa"
"Hierro1","Euphorbia.balsamifera..f.","WesternSahara1","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","WesternSahara2","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","Fuerteventura1","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","Fuerteventura2","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","GranCanaria1","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","GranCanaria2","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","TenerifeSouth1","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","TenerifeSouth2","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","TenerifeTeno1","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","TenerifeTeno2","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","Gomera1","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","Gomera2","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..f.","Hierro2","Euphorbia.balsamifera..f."
"Hierro1","Euphorbia.balsamifera..m.","WesternSahara1","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","WesternSahara2","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","Fuerteventura1","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","Fuerteventura2","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","GranCanaria1","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","GranCanaria2","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","TenerifeSouth1","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","TenerifeSouth2","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","TenerifeTeno1","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","TenerifeTeno2","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","Gomera1","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","Gomera2","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.balsamifera..m.","Hierro2","Euphorbia.balsamifera..m."
"Hierro1","Euphorbia.lamarckii","TenerifeSouth1","Euphorbia.lamarckii"
"Hierro1","Euphorbia.lamarckii","TenerifeSouth2","Euphorbia.lamarckii"
"Hierro1","Euphorbia.lamarckii","TenerifeTeno1","Euphorbia.lamarckii"
"Hierro1","Euphorbia.lamarckii","TenerifeTeno2","Euphorbia.lamarckii"
"Hierro1","Euphorbia.lamarckii","Gomera1","Euphorbia.lamarckii"
"Hierro1","Euphorbia.lamarckii","Gomera2","Euphorbia.lamarckii"
"Hierro1","Euphorbia.lamarckii","Hierro2","Euphorbia.lamarckii"
"Hierro1","Periploca.laevigata","TenerifeSouth1","Periploca.laevigata"
"Hierro1","Periploca.laevigata","TenerifeSouth2","Periploca.laevigata"
"Hierro1","Periploca.laevigata","TenerifeTeno1","Periploca.laevigata"
"Hierro1","Periploca.laevigata","TenerifeTeno2","Periploca.laevigata"
"Hierro1","Periploca.laevigata","Gomera1","Periploca.laevigata"
"Hierro1","Periploca.laevigata","Gomera2","Periploca.laevigata"
"Hierro1","Periploca.laevigata","Hierro2","Periploca.laevigata"
"Hierro1","Rubia.fruticosa","GranCanaria1","Rubia.fruticosa"
"Hierro1","Rubia.fruticosa","GranCanaria2","Rubia.fruticosa"
"Hierro1","Rubia.fruticosa","TenerifeTeno1","Rubia.fruticosa"
"Hierro1","Rubia.fruticosa","TenerifeTeno2","Rubia.fruticosa"
"Hierro1","Rubia.fruticosa","Gomera1","Rubia.fruticosa"
"Hierro1","Rubia.fruticosa","Gomera2","Rubia.fruticosa"
"Hierro1","Rubia.fruticosa","Hierro2","Rubia.fruticosa"
"Hierro2","Asphaltklee.bituminosa","TenerifeTeno2","Asphaltklee.bituminosa"
"Hierro2","Asphaltklee.bituminosa","Gomera2","Asphaltklee.bituminosa"
"Hierro2","Asphaltklee.bituminosa","Hierro1","Asphaltklee.bituminosa"
"Hierro2","Ceballosia.fruticosa","TenerifeTeno1","Ceballosia.fruticosa"
"Hierro2","Ceballosia.fruticosa","TenerifeTeno2","Ceballosia.fruticosa"
"Hierro2","Ceballosia.fruticosa","Hierro1","Ceballosia.fruticosa"
"Hierro2","Euphorbia.balsamifera..f.","WesternSahara1","Euphorbia.balsamifera..f."
"Hierro2","Euphorbia.balsamifera..f.","WesternSahara2","Euphorbia.balsamifera..f."
"Hierro2","Euphorbia.balsamifera..f.","Fuerteventura1","Euphorbia.balsamifera..f."
"Hierro2","Euphorbia.balsamifera..f.","Fuerteventura2","Euphorbia.balsamifera..f."
"Hierro2","Euphorbia.balsamifera..f.","GranCanaria1","Euphorbia.balsamifera..f."
"Hierro2","Euphorbia.balsamifera..f.","GranCanaria2","Euphorbia.balsamifera..f."
"Hierro2","Euphorbia.balsamifera..f.","TenerifeSouth1","Euphorbia.balsamifera..f."
"Hierro2","Euphorbia.balsamifera..f.","TenerifeSouth2","Euphorbia.balsamifera..f."
