"trial_number","layer_from","layer_to","turnover","mean_distance"
3,5,6,0.226890756302521,52751.492455
3,5,7,0.190082644628099,129414.4136
3,6,7,0.126050420168067,80112.73198
4,1,2,0.198275862068966,305248.84735
4,1,3,0.142857142857143,244280.590775
4,1,4,0.206106870229008,339381.7762
4,1,5,0.143939393939394,389094.179225
4,1,6,0.194915254237288,390008.86975
4,1,7,0.120967741935484,437371.016375
4,2,3,0.151785714285714,190474.59875
4,2,4,0.143939393939394,284225.3518
4,2,5,0.190082644628099,337055.48055
4,2,6,0.165217391304348,376892.630125
4,2,7,0.137931034482759,455676.643375
4,3,4,0.165354330708661,116460.649125
4,3,5,0.146341463414634,173858.830325
4,3,6,0.169642857142857,200274.260075
4,3,7,0.112068965517241,274346.546
4,4,5,0.172661870503597,57464.1820425
4,4,6,0.16793893129771,92999.56344
4,4,7,0.1796875,172763.448
4,5,6,0.23728813559322,52751.492455
4,5,7,0.152,129414.4136
4,6,7,0.175438596491228,80112.73198
5,1,2,0.188034188034188,305248.84735
5,1,3,0.133333333333333,244280.590775
5,1,4,0.17037037037037,339381.7762
5,1,5,0.217741935483871,389094.179225
5,1,6,0.119047619047619,390008.86975
5,1,7,0.130081300813008,437371.016375
5,2,3,0.141592920353982,190474.59875
5,2,4,0.135338345864662,284225.3518
5,2,5,0.180327868852459,337055.48055
5,2,6,0.107438016528926,376892.630125
5,2,7,0.11864406779661,455676.643375
5,3,4,0.147286821705426,116460.649125
5,3,5,0.175,173858.830325
5,3,6,0.139130434782609,200274.260075
5,3,7,0.112068965517241,274346.546
5,4,5,0.244274809160305,57464.1820425
5,4,6,0.186046511627907,92999.56344
5,4,7,0.217741935483871,172763.448
5,5,6,0.206611570247934,52751.492455
5,5,7,0.220338983050847,129414.4136
5,6,7,0.175438596491228,80112.73198
6,1,2,0.168067226890756,305248.84735
6,1,3,0.172413793103448,244280.590775
6,1,4,0.17910447761194,339381.7762
6,1,5,0.188976377952756,389094.179225
6,1,6,0.146341463414634,390008.86975
6,1,7,0.158333333333333,437371.016375
6,2,3,0.141592920353982,190474.59875
6,2,4,0.143939393939394,284225.3518
6,2,5,0.142857142857143,337055.48055
6,2,6,0.145299145299145,376892.630125
6,2,7,0.11864406779661,455676.643375
6,3,4,0.147286821705426,116460.649125
6,3,5,0.184873949579832,173858.830325
6,3,6,0.169642857142857,200274.260075
6,3,7,0.131578947368421,274346.546
6,4,5,0.216417910447761,57464.1820425
6,4,6,0.1953125,92999.56344
6,4,7,0.161538461538462,172763.448
6,5,6,0.247863247863248,52751.492455
6,5,7,0.190082644628099,129414.4136
6,6,7,0.116666666666667,80112.73198
7,1,2,0.158333333333333,305248.84735
7,1,3,0.133333333333333,244280.590775
7,1,4,0.128571428571429,339381.7762
7,1,5,0.135338345864662,389094.179225
7,1,6,0.137096774193548,390008.86975
7,1,7,0.094488188976378,437371.016375
7,2,3,0.172727272727273,190474.59875
7,2,4,0.161538461538462,284225.3518
7,2,5,0.152,337055.48055
7,2,6,0.155172413793103,376892.630125
7,2,7,0.137931034482759,455676.643375
7,3,4,0.165354330708661,116460.649125
7,3,5,0.247787610619469,173858.830325
7,3,6,0.18018018018018,200274.260075
7,3,7,0.18348623853211,274346.546
7,4,5,0.253846153846154,57464.1820425
7,4,6,0.204724409448819,92999.56344
7,4,7,0.188976377952756,172763.448
7,5,6,0.206611570247934,52751.492455
7,5,7,0.152,129414.4136
7,6,7,0.135593220338983,80112.73198
8,1,2,0.158333333333333,305248.84735
8,1,3,0.133333333333333,244280.590775
8,1,4,0.120567375886525,339381.7762
8,1,5,0.118518518518519,389094.179225
8,1,6,0.146341463414634,390008.86975
8,1,7,0.112,437371.016375
8,2,3,0.216981132075472,190474.59875
8,2,4,0.1796875,284225.3518
8,2,5,0.142857142857143,337055.48055
8,2,6,0.145299145299145,376892.630125
8,2,7,0.157894736842105,455676.643375
8,3,4,0.184,116460.649125
8,3,5,0.184873949579832,173858.830325
8,3,6,0.190909090909091,200274.260075
8,3,7,0.162162162162162,274346.546
8,4,5,0.207407407407407,57464.1820425
8,4,6,0.186046511627907,92999.56344
8,4,7,0.152671755725191,172763.448
8,5,6,0.19672131147541,52751.492455
8,5,7,0.210084033613445,129414.4136
8,6,7,0.185840707964602,80112.73198
9,1,2,0.188034188034188,305248.84735
9,1,3,0.172413793103448,244280.590775
9,1,4,0.153284671532847,339381.7762
9,1,5,0.152671755725191,389094.179225
9,1,6,0.175,390008.86975
9,1,7,0.148760330578512,437371.016375
9,2,3,0.131578947368421,190474.59875
9,2,4,0.143939393939394,284225.3518
9,2,5,0.116279069767442,337055.48055
9,2,6,0.135593220338983,376892.630125
9,2,7,0.11864406779661,455676.643375
9,3,4,0.121212121212121,116460.649125
9,3,5,0.165289256198347,173858.830325
9,3,6,0.190909090909091,200274.260075
9,3,7,0.194444444444444,274346.546
9,4,5,0.198529411764706,57464.1820425
9,4,6,0.186046511627907,92999.56344
9,4,7,0.170542635658915,172763.448
9,5,6,0.269565217391304,52751.492455
9,5,7,0.170731707317073,129414.4136
9,6,7,0.185840707964602,80112.73198
10,1,2,0.208695652173913,305248.84735
10,1,3,0.133333333333333,244280.590775
10,1,4,0.153284671532847,339381.7762
10,1,5,0.152671755725191,389094.179225
10,1,6,0.128,390008.86975
10,1,7,0.120967741935484,437371.016375
10,2,3,0.151785714285714,190474.59875
10,2,4,0.170542635658915,284225.3518
10,2,5,0.142857142857143,337055.48055
10,2,6,0.175438596491228,376892.630125
10,2,7,0.157894736842105,455676.643375
10,3,4,0.165354330708661,116460.649125
10,3,5,0.165289256198347,173858.830325
10,3,6,0.15929203539823,200274.260075
10,3,7,0.131578947368421,274346.546
10,4,5,0.18978102189781,57464.1820425
10,4,6,0.214285714285714,92999.56344
10,4,7,0.198412698412698,172763.448
10,5,6,0.186991869918699,52751.492455
10,5,7,0.180327868852459,129414.4136
10,6,7,0.185840707964602,80112.73198
11,1,2,0.219298245614035,305248.84735
11,1,3,0.172413793103448,244280.590775
11,1,4,0.196969696969697,339381.7762
11,1,5,0.1796875,389094.179225
11,1,6,0.155737704918033,390008.86975
11,1,7,0.168067226890756,437371.016375
11,2,3,0.172727272727273,190474.59875
11,2,4,0.152671755725191,284225.3518
11,2,5,0.116279069767442,337055.48055
11,2,6,0.116666666666667,376892.630125
11,2,7,0.147826086956522,455676.643375
11,3,4,0.121212121212121,116460.649125
11,3,5,0.194915254237288,173858.830325
11,3,6,0.15929203539823,200274.260075
11,3,7,0.172727272727273,274346.546
11,4,5,0.156028368794326,57464.1820425
11,4,6,0.176923076923077,92999.56344
11,4,7,0.1796875,172763.448
11,5,6,0.168,52751.492455
11,5,7,0.190082644628099,129414.4136
11,6,7,0.165217391304348,80112.73198
12,1,2,0.168067226890756,305248.84735
12,1,3,0.162393162393162,244280.590775
12,1,4,0.17037037037037,339381.7762
12,1,5,0.143939393939394,389094.179225
12,1,6,0.184873949579832,390008.86975
12,1,7,0.148760330578512,437371.016375
12,2,3,0.162162162162162,190474.59875
12,2,4,0.152671755725191,284225.3518
12,2,5,0.133858267716535,337055.48055
12,2,6,0.135593220338983,376892.630125
12,2,7,0.128205128205128,455676.643375
12,3,4,0.203252032520325,116460.649125
12,3,5,0.184873949579832,173858.830325
12,3,6,0.190909090909091,200274.260075
12,3,7,0.102564102564103,274346.546
12,4,5,0.18978102189781,57464.1820425
12,4,6,0.204724409448819,92999.56344
12,4,7,0.170542635658915,172763.448
12,5,6,0.216666666666667,52751.492455
12,5,7,0.170731707317073,129414.4136
12,6,7,0.145299145299145,80112.73198
13,1,2,0.177966101694915,305248.84735
13,1,3,0.172413793103448,244280.590775
13,1,4,0.161764705882353,339381.7762
13,1,5,0.143939393939394,389094.179225
13,1,6,0.165289256198347,390008.86975
13,1,7,0.130081300813008,437371.016375
13,2,3,0.131578947368421,190474.59875
13,2,4,0.161538461538462,284225.3518
13,2,5,0.0827067669172932,337055.48055
13,2,6,0.135593220338983,376892.630125
13,2,7,0.128205128205128,455676.643375
13,3,4,0.165354330708661,116460.649125
13,3,5,0.184873949579832,173858.830325
13,3,6,0.15929203539823,200274.260075
13,3,7,0.162162162162162,274346.546
13,4,5,0.198529411764706,57464.1820425
13,4,6,0.186046511627907,92999.56344
13,4,7,0.198412698412698,172763.448
13,5,6,0.226890756302521,52751.492455
13,5,7,0.210084033613445,129414.4136
13,6,7,0.196428571428571,80112.73198
14,1,2,0.139344262295082,305248.84735
14,1,3,0.152542372881356,244280.590775
14,1,4,0.17037037037037,339381.7762
14,1,5,0.143939393939394,389094.179225
14,1,6,0.165289256198347,390008.86975
14,1,7,0.120967741935484,437371.016375
14,2,3,0.172727272727273,190474.59875
14,2,4,0.170542635658915,284225.3518
14,2,5,0.099236641221374,337055.48055
14,2,6,0.145299145299145,376892.630125
14,2,7,0.137931034482759,455676.643375
14,3,4,0.213114754098361,116460.649125
14,3,5,0.205128205128205,173858.830325
14,3,6,0.169642857142857,200274.260075
14,3,7,0.141592920353982,274346.546
14,4,5,0.172661870503597,57464.1820425
14,4,6,0.224,92999.56344
14,4,7,0.188976377952756,172763.448
14,5,6,0.19672131147541,52751.492455
14,5,7,0.152,129414.4136
14,6,7,0.196428571428571,80112.73198
15,1,2,0.168067226890756,305248.84735
15,1,3,0.142857142857143,244280.590775
15,1,4,0.196969696969697,339381.7762
15,1,5,0.152671755725191,389094.179225
15,1,6,0.155737704918033,390008.86975
15,1,7,0.139344262295082,437371.016375
15,2,3,0.151785714285714,190474.59875
15,2,4,0.152671755725191,284225.3518
15,2,5,0.133858267716535,337055.48055
15,2,6,0.207207207207207,376892.630125
15,2,7,0.11864406779661,455676.643375
15,3,4,0.165354330708661,116460.649125
15,3,5,0.205128205128205,173858.830325
15,3,6,0.149122807017544,200274.260075
15,3,7,0.141592920353982,274346.546
15,4,5,0.225563909774436,57464.1820425
15,4,6,0.16793893129771,92999.56344
15,4,7,0.161538461538462,172763.448
15,5,6,0.186991869918699,52751.492455
15,5,7,0.190082644628099,129414.4136
15,6,7,0.155172413793103,80112.73198
16,1,2,0.198275862068966,305248.84735
16,1,3,0.162393162393162,244280.590775
16,1,4,0.196969696969697,339381.7762
16,1,5,0.135338345864662,389094.179225
16,1,6,0.205128205128205,390008.86975
16,1,7,0.168067226890756,437371.016375
16,2,3,0.141592920353982,190474.59875
16,2,4,0.188976377952756,284225.3518
16,2,5,0.133858267716535,337055.48055
16,2,6,0.196428571428571,376892.630125
16,2,7,0.11864406779661,455676.643375
16,3,4,0.15625,116460.649125
16,3,5,0.137096774193548,173858.830325
16,3,6,0.149122807017544,200274.260075
16,3,7,0.121739130434783,274346.546
16,4,5,0.18978102189781,57464.1820425
16,4,6,0.186046511627907,92999.56344
16,4,7,0.1796875,172763.448
16,5,6,0.186991869918699,52751.492455
16,5,7,0.161290322580645,129414.4136
16,6,7,0.155172413793103,80112.73198
17,1,2,0.120967741935484,305248.84735
17,1,3,0.142857142857143,244280.590775
17,1,4,0.161764705882353,339381.7762
17,1,5,0.152671755725191,389094.179225
17,1,6,0.137096774193548,390008.86975
17,1,7,0.120967741935484,437371.016375
17,2,3,0.162162162162162,190474.59875
17,2,4,0.143939393939394,284225.3518
17,2,5,0.133858267716535,337055.48055
17,2,6,0.135593220338983,376892.630125
17,2,7,0.11864406779661,455676.643375
17,3,4,0.174603174603175,116460.649125
17,3,5,0.205128205128205,173858.830325
17,3,6,0.212962962962963,200274.260075
17,3,7,0.162162162162162,274346.546
17,4,5,0.207407407407407,57464.1820425
17,4,6,0.204724409448819,92999.56344
17,4,7,0.247933884297521,172763.448
17,5,6,0.17741935483871,52751.492455
17,5,7,0.2,129414.4136
17,6,7,0.155172413793103,80112.73198
18,1,2,0.130081300813008,305248.84735
18,1,3,0.192982456140351,244280.590775
18,1,4,0.153284671532847,339381.7762
18,1,5,0.1796875,389094.179225
18,1,6,0.165289256198347,390008.86975
18,1,7,0.112,437371.016375
18,2,3,0.121739130434783,190474.59875
18,2,4,0.161538461538462,284225.3518
18,2,5,0.107692307692308,337055.48055
18,2,6,0.126050420168067,376892.630125
18,2,7,0.11864406779661,455676.643375
18,3,4,0.165354330708661,116460.649125
18,3,5,0.175,173858.830325
18,3,6,0.201834862385321,200274.260075
18,3,7,0.151785714285714,274346.546
18,4,5,0.207407407407407,57464.1820425
18,4,6,0.214285714285714,92999.56344
18,4,7,0.198412698412698,172763.448
18,5,6,0.258620689655172,52751.492455
18,5,7,0.170731707317073,129414.4136
18,6,7,0.165217391304348,80112.73198
19,1,2,0.230088495575221,305248.84735
19,1,3,0.162393162393162,244280.590775
19,1,4,0.224806201550388,339381.7762
19,1,5,0.118518518518519,389094.179225
19,1,6,0.184873949579832,390008.86975
19,1,7,0.158333333333333,437371.016375
19,2,3,0.141592920353982,190474.59875
19,2,4,0.135338345864662,284225.3518
19,2,5,0.107692307692308,337055.48055
19,2,6,0.155172413793103,376892.630125
19,2,7,0.157894736842105,455676.643375
19,3,4,0.15625,116460.649125
19,3,5,0.155737704918033,173858.830325
19,3,6,0.139130434782609,200274.260075
19,3,7,0.141592920353982,274346.546
19,4,5,0.198529411764706,57464.1820425
19,4,6,0.186046511627907,92999.56344
19,4,7,0.198412698412698,172763.448
19,5,6,0.19672131147541,52751.492455
19,5,7,0.152,129414.4136
19,6,7,0.175438596491228,80112.73198
20,1,2,0.198275862068966,305248.84735
20,1,3,0.133333333333333,244280.590775
20,1,4,0.17037037037037,339381.7762
20,1,5,0.110294117647059,389094.179225
20,1,6,0.119047619047619,390008.86975
20,1,7,0.103174603174603,437371.016375
20,2,3,0.151785714285714,190474.59875
20,2,4,0.188976377952756,284225.3518
20,2,5,0.170731707317073,337055.48055
20,2,6,0.175438596491228,376892.630125
20,2,7,0.168141592920354,455676.643375
20,3,4,0.165354330708661,116460.649125
20,3,5,0.155737704918033,173858.830325
20,3,6,0.224299065420561,200274.260075
20,3,7,0.162162162162162,274346.546
20,4,5,0.198529411764706,57464.1820425
20,4,6,0.176923076923077,92999.56344
20,4,7,0.152671755725191,172763.448
20,5,6,0.23728813559322,52751.492455
20,5,7,0.170731707317073,129414.4136
20,6,7,0.155172413793103,80112.73198
21,1,2,0.158333333333333,305248.84735
21,1,3,0.152542372881356,244280.590775
21,1,4,0.17910447761194,339381.7762
21,1,5,0.198412698412698,389094.179225
21,1,6,0.184873949579832,390008.86975
21,1,7,0.158333333333333,437371.016375
21,2,3,0.151785714285714,190474.59875
21,2,4,0.161538461538462,284225.3518
21,2,5,0.142857142857143,337055.48055
21,2,6,0.135593220338983,376892.630125
21,2,7,0.128205128205128,455676.643375
21,3,4,0.129770992366412,116460.649125
21,3,5,0.21551724137931,173858.830325
21,3,6,0.129310344827586,200274.260075
21,3,7,0.151785714285714,274346.546
21,4,5,0.172661870503597,57464.1820425
21,4,6,0.176923076923077,92999.56344
21,4,7,0.161538461538462,172763.448
21,5,6,0.226890756302521,52751.492455
21,5,7,0.190082644628099,129414.4136
21,6,7,0.165217391304348,80112.73198
22,1,2,0.208695652173913,305248.84735
22,1,3,0.152542372881356,244280.590775
22,1,4,0.144927536231884,339381.7762
22,1,5,0.143939393939394,389094.179225
22,1,6,0.155737704918033,390008.86975
22,1,7,0.112,437371.016375
22,2,3,0.18348623853211,190474.59875
22,2,4,0.143939393939394,284225.3518
22,2,5,0.152,337055.48055
22,2,6,0.185840707964602,376892.630125
22,2,7,0.109243697478992,455676.643375
22,3,4,0.193548387096774,116460.649125
22,3,5,0.194915254237288,173858.830325
22,3,6,0.212962962962963,200274.260075
22,3,7,0.141592920353982,274346.546
22,4,5,0.172661870503597,57464.1820425
22,4,6,0.16793893129771,92999.56344
22,4,7,0.161538461538462,172763.448
22,5,6,0.216666666666667,52751.492455
22,5,7,0.161290322580645,129414.4136
22,6,7,0.175438596491228,80112.73198
23,1,2,0.198275862068966,305248.84735
23,1,3,0.162393162393162,244280.590775
23,1,4,0.153284671532847,339381.7762
23,1,5,0.135338345864662,389094.179225
23,1,6,0.194915254237288,390008.86975
23,1,7,0.103174603174603,437371.016375
23,2,3,0.162162162162162,190474.59875
23,2,4,0.161538461538462,284225.3518
23,2,5,0.152,337055.48055
23,2,6,0.145299145299145,376892.630125
23,2,7,0.109243697478992,455676.643375
23,3,4,0.147286821705426,116460.649125
23,3,5,0.184873949579832,173858.830325
23,3,6,0.201834862385321,200274.260075
23,3,7,0.102564102564103,274346.546
23,4,5,0.207407407407407,57464.1820425
23,4,6,0.224,92999.56344
23,4,7,0.170542635658915,172763.448
23,5,6,0.216666666666667,52751.492455
23,5,7,0.180327868852459,129414.4136
23,6,7,0.165217391304348,80112.73198
24,1,2,0.139344262295082,305248.84735
24,1,3,0.172413793103448,244280.590775
24,1,4,0.224806201550388,339381.7762
24,1,5,0.170542635658915,389094.179225
24,1,6,0.137096774193548,390008.86975
24,1,7,0.148760330578512,437371.016375
24,2,3,0.102564102564103,190474.59875
24,2,4,0.143939393939394,284225.3518
24,2,5,0.116279069767442,337055.48055
24,2,6,0.116666666666667,376892.630125
24,2,7,0.0909090909090909,455676.643375
24,3,4,0.193548387096774,116460.649125
24,3,5,0.184873949579832,173858.830325
24,3,6,0.169642857142857,200274.260075
24,3,7,0.18348623853211,274346.546
24,4,5,0.216417910447761,57464.1820425
24,4,6,0.1953125,92999.56344
24,4,7,0.217741935483871,172763.448
24,5,6,0.168,52751.492455
24,5,7,0.220338983050847,129414.4136
24,6,7,0.155172413793103,80112.73198
25,1,2,0.148760330578512,305248.84735
25,1,3,0.162393162393162,244280.590775
25,1,4,0.215384615384615,339381.7762
25,1,5,0.143939393939394,389094.179225
25,1,6,0.119047619047619,390008.86975
25,1,7,0.158333333333333,437371.016375
25,2,3,0.151785714285714,190474.59875
25,2,4,0.161538461538462,284225.3518
25,2,5,0.152,337055.48055
25,2,6,0.145299145299145,376892.630125
25,2,7,0.157894736842105,455676.643375
25,3,4,0.184,116460.649125
25,3,5,0.146341463414634,173858.830325
25,3,6,0.139130434782609,200274.260075
25,3,7,0.162162162162162,274346.546
25,4,5,0.181159420289855,57464.1820425
25,4,6,0.186046511627907,92999.56344
25,4,7,0.208,172763.448
25,5,6,0.206611570247934,52751.492455
25,5,7,0.170731707317073,129414.4136
25,6,7,0.165217391304348,80112.73198
26,1,2,0.177966101694915,305248.84735
26,1,3,0.20353982300885,244280.590775
26,1,4,0.17037037037037,339381.7762
26,1,5,0.1796875,389094.179225
26,1,6,0.137096774193548,390008.86975
26,1,7,0.158333333333333,437371.016375
26,2,3,0.131578947368421,190474.59875
26,2,4,0.152671755725191,284225.3518
26,2,5,0.116279069767442,337055.48055
26,2,6,0.107438016528926,376892.630125
26,2,7,0.11864406779661,455676.643375
26,3,4,0.165354330708661,116460.649125
26,3,5,0.184873949579832,173858.830325
26,3,6,0.18018018018018,200274.260075
26,3,7,0.18348623853211,274346.546
26,4,5,0.198529411764706,57464.1820425
26,4,6,0.150375939849624,92999.56344
26,4,7,0.170542635658915,172763.448
26,5,6,0.216666666666667,52751.492455
26,5,7,0.210084033613445,129414.4136
26,6,7,0.165217391304348,80112.73198
27,1,2,0.188034188034188,305248.84735
27,1,3,0.172413793103448,244280.590775
27,1,4,0.161764705882353,339381.7762
27,1,5,0.135338345864662,389094.179225
27,1,6,0.205128205128205,390008.86975
27,1,7,0.112,437371.016375
27,2,3,0.162162162162162,190474.59875
27,2,4,0.170542635658915,284225.3518
27,2,5,0.161290322580645,337055.48055
27,2,6,0.165217391304348,376892.630125
27,2,7,0.128205128205128,455676.643375
27,3,4,0.165354330708661,116460.649125
27,3,5,0.165289256198347,173858.830325
27,3,6,0.190909090909091,200274.260075
27,3,7,0.131578947368421,274346.546
27,4,5,0.172661870503597,57464.1820425
27,4,6,0.204724409448819,92999.56344
27,4,7,0.152671755725191,172763.448
27,5,6,0.186991869918699,52751.492455
27,5,7,0.161290322580645,129414.4136
27,6,7,0.185840707964602,80112.73198
28,1,2,0.188034188034188,305248.84735
28,1,3,0.152542372881356,244280.590775
28,1,4,0.17910447761194,339381.7762
28,1,5,0.143939393939394,389094.179225
28,1,6,0.128,390008.86975
28,1,7,0.139344262295082,437371.016375
28,2,3,0.121739130434783,190474.59875
28,2,4,0.143939393939394,284225.3518
28,2,5,0.170731707317073,337055.48055
28,2,6,0.175438596491228,376892.630125
28,2,7,0.128205128205128,455676.643375
28,3,4,0.129770992366412,116460.649125
28,3,5,0.194915254237288,173858.830325
28,3,6,0.18018018018018,200274.260075
28,3,7,0.162162162162162,274346.546
28,4,5,0.181159420289855,57464.1820425
28,4,6,0.264462809917355,92999.56344
28,4,7,0.1796875,172763.448
28,5,6,0.19672131147541,52751.492455
28,5,7,0.152,129414.4136
28,6,7,0.165217391304348,80112.73198
29,1,2,0.120967741935484,305248.84735
29,1,3,0.182608695652174,244280.590775
29,1,4,0.153284671532847,339381.7762
29,1,5,0.135338345864662,389094.179225
29,1,6,0.137096774193548,390008.86975
29,1,7,0.139344262295082,437371.016375
29,2,3,0.131578947368421,190474.59875
29,2,4,0.126865671641791,284225.3518
29,2,5,0.161290322580645,337055.48055
29,2,6,0.126050420168067,376892.630125
29,2,7,0.147826086956522,455676.643375
29,3,4,0.184,116460.649125
29,3,5,0.205128205128205,173858.830325
29,3,6,0.15929203539823,200274.260075
29,3,7,0.18348623853211,274346.546
29,4,5,0.225563909774436,57464.1820425
29,4,6,0.233870967741935,92999.56344
29,4,7,0.1796875,172763.448
29,5,6,0.19672131147541,52751.492455
29,5,7,0.161290322580645,129414.4136
29,6,7,0.185840707964602,80112.73198
30,1,2,0.168067226890756,305248.84735
30,1,3,0.182608695652174,244280.590775
30,1,4,0.18796992481203,339381.7762
30,1,5,0.161538461538462,389094.179225
30,1,6,0.165289256198347,390008.86975
30,1,7,0.112,437371.016375
30,2,3,0.151785714285714,190474.59875
30,2,4,0.170542635658915,284225.3518
30,2,5,0.142857142857143,337055.48055
30,2,6,0.135593220338983,376892.630125
30,2,7,0.109243697478992,455676.643375
30,3,4,0.213114754098361,116460.649125
30,3,5,0.184873949579832,173858.830325
30,3,6,0.169642857142857,200274.260075
30,3,7,0.102564102564103,274346.546
30,4,5,0.207407407407407,57464.1820425
30,4,6,0.224,92999.56344
30,4,7,0.161538461538462,172763.448
30,5,6,0.216666666666667,52751.492455
30,5,7,0.142857142857143,129414.4136
30,6,7,0.155172413793103,80112.73198
31,1,2,0.158333333333333,305248.84735
31,1,3,0.133333333333333,244280.590775
31,1,4,0.18796992481203,339381.7762
31,1,5,0.170542635658915,389094.179225
31,1,6,0.184873949579832,390008.86975
31,1,7,0.120967741935484,437371.016375
31,2,3,0.141592920353982,190474.59875
31,2,4,0.135338345864662,284225.3518
31,2,5,0.125,337055.48055
31,2,6,0.135593220338983,376892.630125
31,2,7,0.128205128205128,455676.643375
31,3,4,0.184,116460.649125
31,3,5,0.194915254237288,173858.830325
31,3,6,0.212962962962963,200274.260075
31,3,7,0.112068965517241,274346.546
31,4,5,0.216417910447761,57464.1820425
31,4,6,0.204724409448819,92999.56344
31,4,7,0.170542635658915,172763.448
31,5,6,0.23728813559322,52751.492455
31,5,7,0.161290322580645,129414.4136
31,6,7,0.155172413793103,80112.73198
32,1,2,0.198275862068966,305248.84735
32,1,3,0.182608695652174,244280.590775
32,1,4,0.153284671532847,339381.7762
32,1,5,0.143939393939394,389094.179225
32,1,6,0.137096774193548,390008.86975
32,1,7,0.120967741935484,437371.016375
32,2,3,0.102564102564103,190474.59875
32,2,4,0.170542635658915,284225.3518
32,2,5,0.142857142857143,337055.48055
32,2,6,0.135593220338983,376892.630125
32,2,7,0.109243697478992,455676.643375
32,3,4,0.165354330708661,116460.649125
32,3,5,0.205128205128205,173858.830325
32,3,6,0.201834862385321,200274.260075
32,3,7,0.141592920353982,274346.546
32,4,5,0.234848484848485,57464.1820425
32,4,6,0.204724409448819,92999.56344
32,4,7,0.1796875,172763.448
32,5,6,0.216666666666667,52751.492455
32,5,7,0.180327868852459,129414.4136
32,6,7,0.145299145299145,80112.73198
33,1,2,0.168067226890756,305248.84735
33,1,3,0.182608695652174,244280.590775
33,1,4,0.17910447761194,339381.7762
33,1,5,0.161538461538462,389094.179225
33,1,6,0.175,390008.86975
33,1,7,0.177966101694915,437371.016375
33,2,3,0.151785714285714,190474.59875
33,2,4,0.152671755725191,284225.3518
33,2,5,0.099236641221374,337055.48055
33,2,6,0.107438016528926,376892.630125
33,2,7,0.137931034482759,455676.643375
33,3,4,0.165354330708661,116460.649125
33,3,5,0.155737704918033,173858.830325
33,3,6,0.190909090909091,200274.260075
33,3,7,0.151785714285714,274346.546
33,4,5,0.18978102189781,57464.1820425
33,4,6,0.176923076923077,92999.56344
33,4,7,0.188976377952756,172763.448
33,5,6,0.206611570247934,52751.492455
33,5,7,0.190082644628099,129414.4136
33,6,7,0.165217391304348,80112.73198
34,1,2,0.188034188034188,305248.84735
34,1,3,0.192982456140351,244280.590775
34,1,4,0.17037037037037,339381.7762
34,1,5,0.188976377952756,389094.179225
34,1,6,0.146341463414634,390008.86975
34,1,7,0.120967741935484,437371.016375
34,2,3,0.162162162162162,190474.59875
34,2,4,0.135338345864662,284225.3518
34,2,5,0.0909090909090909,337055.48055
34,2,6,0.135593220338983,376892.630125
34,2,7,0.137931034482759,455676.643375
34,3,4,0.213114754098361,116460.649125
34,3,5,0.184873949579832,173858.830325
34,3,6,0.224299065420561,200274.260075
